"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 257, 1285, 1024, 257, 193, 769]",1285,1024,257,99.84
"[5, 257, 1285, 1024, 769, 193, 257]",1285,1024,769,99.84
"[5, 257, 1285, 1024, 3329, 2500, 769]",1285,1024,3329,99.84
"[5, 257, 1285, 1024, 7681, 3848, 513]",1285,1024,7681,99.84
"[5, 257, 1285, 1024, 7937, 1992, 257]",1285,1024,7937,99.84
"[5, 257, 1285, 1024, 9473, 7114, 769]",1285,1024,9473,99.84
"[5, 257, 1285, 1024, 10753, 5387, 513]",1285,1024,10753,99.84
"[5, 257, 1285, 1024, 11777, 5900, 513]",1285,1024,11777,99.84
"[5, 257, 1285, 1024, 12289, 12, 1]",1285,1024,12289,99.84
"[5, 257, 1285, 1024, 13313, 13, 1]",1285,1024,13313,99.84
"[5, 257, 1285, 1024, 14081, 3534, 257]",1285,1024,14081,99.84
"[5, 257, 1285, 1024, 14593, 10959, 769]",1285,1024,14593,99.84
"[5, 257, 1285, 1024, 15361, 15, 1]",1285,1024,15361,99.84
"[5, 257, 1285, 1024, 17921, 8978, 513]",1285,1024,17921,99.84
"[5, 257, 1285, 1024, 18433, 18, 1]",1285,1024,18433,99.84
"[5, 257, 1285, 1024, 19457, 19, 1]",1285,1024,19457,99.84
"[5, 257, 1285, 1024, 22273, 5590, 257]",1285,1024,22273,99.84
"[5, 257, 1285, 1024, 23041, 11543, 513]",1285,1024,23041,99.84
"[5, 257, 1285, 1024, 23297, 5847, 257]",1285,1024,23297,99.84
"[5, 257, 1285, 1024, 25601, 25, 1]",1285,1024,25601,99.84
"[5, 257, 1285, 1024, 26113, 13082, 513]",1285,1024,26113,99.84
"[5, 257, 1285, 1024, 26881, 20187, 769]",1285,1024,26881,99.84
"[5, 257, 1285, 1024, 30977, 23263, 769]",1285,1024,30977,99.84
"[5, 257, 1285, 1024, 31489, 7903, 257]",1285,1024,31489,99.84
"[5, 257, 1285, 1024, 32257, 16160, 513]",1285,1024,32257,99.84
"[5, 257, 1285, 1024, 36097, 27108, 769]",1285,1024,36097,99.84
"[5, 257, 1285, 1024, 36353, 18212, 513]",1285,1024,36353,99.84
"[5, 257, 1285, 1024, 37633, 9445, 257]",1285,1024,37633,99.84
"[5, 257, 1285, 1024, 37889, 37, 1]",1285,1024,37889,99.84
"[5, 257, 1285, 1024, 39937, 39, 1]",1285,1024,39937,99.84
"[5, 257, 1285, 1024, 40193, 30184, 769]",1285,1024,40193,99.84
"[5, 257, 1285, 1024, 40961, 40, 1]",1285,1024,40961,99.84
"[5, 257, 1285, 1024, 41729, 10473, 257]",1285,1024,41729,99.84
"[5, 257, 1285, 1024, 43777, 10987, 257]",1285,1024,43777,99.84
"[5, 257, 1285, 1024, 45569, 22829, 513]",1285,1024,45569,99.84
"[5, 257, 1285, 1024, 46337, 34798, 769]",1285,1024,46337,99.84
"[5, 257, 1285, 1024, 49409, 37105, 769]",1285,1024,49409,99.84
"[5, 257, 1285, 1024, 49921, 12529, 257]",1285,1024,49921,99.84
"[5, 257, 1285, 1024, 50177, 49, 1]",1285,1024,50177,99.84
"[5, 257, 1285, 1024, 51713, 25907, 513]",1285,1024,51713,99.84
"[5, 257, 1285, 1024, 57089, 14328, 257]",1285,1024,57089,99.84
"[5, 257, 1285, 1024, 57601, 43257, 769]",1285,1024,57601,99.84
"[5, 257, 1285, 1024, 58369, 57, 1]",1285,1024,58369,99.84
"[5, 257, 1285, 1024, 59393, 58, 1]",1285,1024,59393,99.84
"[5, 257, 1285, 1024, 60161, 15099, 257]",1285,1024,60161,99.84
"[5, 257, 1285, 1024, 61441, 60, 1]",1285,1024,61441,99.84
"[5, 257, 1285, 1024, 64513, 63, 1]",1285,1024,64513,99.84
"[5, 257, 1285, 1024, 641, 241, 385]",1285,1024,641,50
"[5, 257, 1285, 1024, 1153, 1010, 897]",1285,1024,1153,50
"[5, 257, 1285, 1024, 1409, 882, 641]",1285,1024,1409,50
"[5, 257, 1285, 1024, 2689, 1011, 385]",1285,1024,2689,50
"[5, 257, 1285, 1024, 3457, 2164, 641]",1285,1024,3457,50
"[5, 257, 1285, 1024, 4481, 2805, 641]",1285,1024,4481,50
"[5, 257, 1285, 1024, 4993, 629, 129]",1285,1024,4993,50
"[5, 257, 1285, 1024, 6529, 4087, 641]",1285,1024,6529,50
"[5, 257, 1285, 1024, 7297, 6392, 897]",1285,1024,7297,50
"[5, 257, 1285, 1024, 9601, 6010, 641]",1285,1024,9601,50
"[5, 257, 1285, 1024, 9857, 3706, 385]",1285,1024,9857,50
"[5, 257, 1285, 1024, 10369, 9083, 897]",1285,1024,10369,50
"[5, 257, 1285, 1024, 11393, 9980, 897]",1285,1024,11393,50
"[5, 257, 1285, 1024, 12161, 1532, 129]",1285,1024,12161,50
"[5, 257, 1285, 1024, 13441, 11774, 897]",1285,1024,13441,50
"[5, 257, 1285, 1024, 13697, 8574, 641]",1285,1024,13697,50
"[5, 257, 1285, 1024, 15233, 1919, 129]",1285,1024,15233,50
"[5, 257, 1285, 1024, 16001, 6016, 385]",1285,1024,16001,50
"[5, 257, 1285, 1024, 18049, 6786, 385]",1285,1024,18049,50
"[5, 257, 1285, 1024, 19073, 7171, 385]",1285,1024,19073,50
"[5, 257, 1285, 1024, 19841, 12420, 641]",1285,1024,19841,50
"[5, 257, 1285, 1024, 20353, 2564, 129]",1285,1024,20353,50
"[5, 257, 1285, 1024, 21121, 7941, 385]",1285,1024,21121,50
"[5, 257, 1285, 1024, 21377, 2693, 129]",1285,1024,21377,50
"[5, 257, 1285, 1024, 26497, 3338, 129]",1285,1024,26497,50
"[5, 257, 1285, 1024, 28289, 10636, 385]",1285,1024,28289,50
"[5, 257, 1285, 1024, 29569, 3725, 129]",1285,1024,29569,50
"[5, 257, 1285, 1024, 30593, 3854, 129]",1285,1024,30593,50
"[5, 257, 1285, 1024, 31873, 27920, 897]",1285,1024,31873,50
"[5, 257, 1285, 1024, 33409, 12561, 385]",1285,1024,33409,50
"[5, 257, 1285, 1024, 35201, 22035, 641]",1285,1024,35201,50
"[5, 257, 1285, 1024, 35969, 31508, 897]",1285,1024,35969,50
"[5, 257, 1285, 1024, 38273, 23958, 641]",1285,1024,38273,50
"[5, 257, 1285, 1024, 39041, 34199, 897]",1285,1024,39041,50
"[5, 257, 1285, 1024, 40577, 15256, 385]",1285,1024,40577,50
"[5, 257, 1285, 1024, 43649, 16411, 385]",1285,1024,43649,50
"[5, 257, 1285, 1024, 44417, 27804, 641]",1285,1024,44417,50
"[5, 257, 1285, 1024, 45697, 17181, 385]",1285,1024,45697,50
"[5, 257, 1285, 1024, 45953, 5789, 129]",1285,1024,45953,50
"[5, 257, 1285, 1024, 49537, 31009, 641]",1285,1024,49537,50
"[5, 257, 1285, 1024, 51329, 44963, 897]",1285,1024,51329,50
"[5, 257, 1285, 1024, 52609, 32932, 641]",1285,1024,52609,50
"[5, 257, 1285, 1024, 53377, 46757, 897]",1285,1024,53377,50
"[5, 257, 1285, 1024, 53633, 33573, 641]",1285,1024,53633,50
"[5, 257, 1285, 1024, 54401, 47654, 897]",1285,1024,54401,50
"[5, 257, 1285, 1024, 55681, 34855, 641]",1285,1024,55681,50
"[5, 257, 1285, 1024, 59009, 22186, 385]",1285,1024,59009,50
"[5, 257, 1285, 1024, 60289, 7595, 129]",1285,1024,60289,50
"[5, 257, 1285, 1024, 61057, 22956, 385]",1285,1024,61057,50
"[5, 257, 1285, 1024, 62081, 23341, 385]",1285,1024,62081,50
"[5, 257, 1285, 1024, 63361, 7982, 129]",1285,1024,63361,50
"[5, 257, 1285, 1024, 63617, 55727, 897]",1285,1024,63617,50
"[5, 257, 1285, 1024, 193, 157, 833]",1285,1024,193,25.08
"[5, 257, 1285, 1024, 449, 253, 577]",1285,1024,449,25.08
"[5, 257, 1285, 1024, 577, 253, 449]",1285,1024,577,25.08
"[5, 257, 1285, 1024, 1217, 990, 833]",1285,1024,1217,25.08
"[5, 257, 1285, 1024, 1601, 702, 449]",1285,1024,1601,25.08
"[5, 257, 1285, 1024, 2113, 1983, 961]",1285,1024,2113,25.08
"[5, 257, 1285, 1024, 2753, 863, 321]",1285,1024,2753,25.08
"[5, 257, 1285, 1024, 3137, 2944, 961]",1285,1024,3137,25.08
"[5, 257, 1285, 1024, 4289, 3489, 833]",1285,1024,4289,25.08
"[5, 257, 1285, 1024, 4673, 2049, 449]",1285,1024,4673,25.08
"[5, 257, 1285, 1024, 4801, 1505, 321]",1285,1024,4801,25.08
"[5, 257, 1285, 1024, 5441, 3746, 705]",1285,1024,5441,25.08
"[5, 257, 1285, 1024, 5569, 3138, 577]",1285,1024,5569,25.08
"[5, 257, 1285, 1024, 5953, 1122, 193]",1285,1024,5953,25.08
"[5, 257, 1285, 1024, 6337, 5155, 833]",1285,1024,6337,25.08
"[5, 257, 1285, 1024, 6977, 1315, 193]",1285,1024,6977,25.08
"[5, 257, 1285, 1024, 7489, 5156, 705]",1285,1024,7489,25.08
"[5, 257, 1285, 1024, 7873, 2468, 321]",1285,1024,7873,25.08
"[5, 257, 1285, 1024, 8513, 5861, 705]",1285,1024,8513,25.08
"[5, 257, 1285, 1024, 8641, 4869, 577]",1285,1024,8641,25.08
"[5, 257, 1285, 1024, 9281, 8710, 961]",1285,1024,9281,25.08
"[5, 257, 1285, 1024, 10177, 646, 65]",1285,1024,10177,25.08
"[5, 257, 1285, 1024, 10433, 8487, 833]",1285,1024,10433,25.08
"[5, 257, 1285, 1024, 11329, 10632, 961]",1285,1024,11329,25.08
"[5, 257, 1285, 1024, 11969, 3752, 321]",1285,1024,11969,25.08
"[5, 257, 1285, 1024, 12097, 2280, 193]",1285,1024,12097,25.08
"[5, 257, 1285, 1024, 13121, 2473, 193]",1285,1024,13121,25.08
"[5, 257, 1285, 1024, 13249, 841, 65]",1285,1024,13249,25.08
"[5, 257, 1285, 1024, 13633, 9386, 705]",1285,1024,13633,25.08
"[5, 257, 1285, 1024, 14401, 13515, 961]",1285,1024,14401,25.08
"[5, 257, 1285, 1024, 14657, 10091, 705]",1285,1024,14657,25.08
"[5, 257, 1285, 1024, 15809, 8908, 577]",1285,1024,15809,25.08
"[5, 257, 1285, 1024, 15937, 6988, 449]",1285,1024,15937,25.08
"[5, 257, 1285, 1024, 16193, 3052, 193]",1285,1024,16193,25.08
"[5, 257, 1285, 1024, 17729, 12206, 705]",1285,1024,17729,25.08
"[5, 257, 1285, 1024, 19009, 8335, 449]",1285,1024,19009,25.08
"[5, 257, 1285, 1024, 19777, 13616, 705]",1285,1024,19777,25.08
"[5, 257, 1285, 1024, 20161, 6320, 321]",1285,1024,20161,25.08
"[5, 257, 1285, 1024, 20929, 11793, 577]",1285,1024,20929,25.08
"[5, 257, 1285, 1024, 21313, 4017, 193]",1285,1024,21313,25.08
"[5, 257, 1285, 1024, 21569, 20242, 961]",1285,1024,21569,25.08
"[5, 257, 1285, 1024, 22721, 18483, 833]",1285,1024,22721,25.08
"[5, 257, 1285, 1024, 23873, 16436, 705]",1285,1024,23873,25.08
"[5, 257, 1285, 1024, 24001, 13524, 577]",1285,1024,24001,25.08
"[5, 257, 1285, 1024, 25153, 11029, 449]",1285,1024,25153,25.08
"[5, 257, 1285, 1024, 25409, 4789, 193]",1285,1024,25409,25.08
"[5, 257, 1285, 1024, 25537, 1621, 65]",1285,1024,25537,25.08
"[5, 257, 1285, 1024, 25793, 20982, 833]",1285,1024,25793,25.08
"[5, 257, 1285, 1024, 26177, 11478, 449]",1285,1024,26177,25.08
"[5, 257, 1285, 1024, 26561, 1686, 65]",1285,1024,26561,25.08
"[5, 257, 1285, 1024, 27073, 15255, 577]",1285,1024,27073,25.08
"[5, 257, 1285, 1024, 27329, 8567, 321]",1285,1024,27329,25.08
"[5, 257, 1285, 1024, 27457, 5175, 193]",1285,1024,27457,25.08
"[5, 257, 1285, 1024, 28097, 15832, 577]",1285,1024,28097,25.08
"[5, 257, 1285, 1024, 29633, 1881, 65]",1285,1024,29633,25.08
"[5, 257, 1285, 1024, 29761, 27930, 961]",1285,1024,29761,25.08
"[5, 257, 1285, 1024, 30529, 5754, 193]",1285,1024,30529,25.08
"[5, 257, 1285, 1024, 32321, 14172, 449]",1285,1024,32321,25.08
"[5, 257, 1285, 1024, 32833, 30813, 961]",1285,1024,32833,25.08
"[5, 257, 1285, 1024, 33601, 6333, 193]",1285,1024,33601,25.08
"[5, 257, 1285, 1024, 33857, 31774, 961]",1285,1024,33857,25.08
"[5, 257, 1285, 1024, 34369, 15070, 449]",1285,1024,34369,25.08
"[5, 257, 1285, 1024, 35393, 15519, 449]",1285,1024,35393,25.08
"[5, 257, 1285, 1024, 35521, 11135, 321]",1285,1024,35521,25.08
"[5, 257, 1285, 1024, 36161, 24896, 705]",1285,1024,36161,25.08
"[5, 257, 1285, 1024, 36929, 34657, 961]",1285,1024,36929,25.08
"[5, 257, 1285, 1024, 37057, 30145, 833]",1285,1024,37057,25.08
"[5, 257, 1285, 1024, 37313, 21025, 577]",1285,1024,37313,25.08
"[5, 257, 1285, 1024, 37441, 16417, 449]",1285,1024,37441,25.08
"[5, 257, 1285, 1024, 38593, 12098, 321]",1285,1024,38593,25.08
"[5, 257, 1285, 1024, 38977, 36579, 961]",1285,1024,38977,25.08
"[5, 257, 1285, 1024, 39233, 27011, 705]",1285,1024,39233,25.08
"[5, 257, 1285, 1024, 40129, 32644, 833]",1285,1024,40129,25.08
"[5, 257, 1285, 1024, 40897, 2596, 65]",1285,1024,40897,25.08
"[5, 257, 1285, 1024, 41281, 28421, 705]",1285,1024,41281,25.08
"[5, 257, 1285, 1024, 42433, 23910, 577]",1285,1024,42433,25.08
"[5, 257, 1285, 1024, 42689, 13382, 321]",1285,1024,42689,25.08
"[5, 257, 1285, 1024, 43201, 35143, 833]",1285,1024,43201,25.08
"[5, 257, 1285, 1024, 43457, 24487, 577]",1285,1024,43457,25.08
"[5, 257, 1285, 1024, 43969, 2791, 65]",1285,1024,43969,25.08
"[5, 257, 1285, 1024, 45121, 42345, 961]",1285,1024,45121,25.08
"[5, 257, 1285, 1024, 45377, 31241, 705]",1285,1024,45377,25.08
"[5, 257, 1285, 1024, 46273, 37642, 833]",1285,1024,46273,25.08
"[5, 257, 1285, 1024, 47041, 2986, 65]",1285,1024,47041,25.08
"[5, 257, 1285, 1024, 47297, 38475, 833]",1285,1024,47297,25.08
"[5, 257, 1285, 1024, 47681, 20907, 449]",1285,1024,47681,25.08
"[5, 257, 1285, 1024, 47809, 14987, 321]",1285,1024,47809,25.08
"[5, 257, 1285, 1024, 48193, 45228, 961]",1285,1024,48193,25.08
"[5, 257, 1285, 1024, 48449, 33356, 705]",1285,1024,48449,25.08
"[5, 257, 1285, 1024, 50497, 34766, 705]",1285,1024,50497,25.08
"[5, 257, 1285, 1024, 50753, 22254, 449]",1285,1024,50753,25.08
"[5, 257, 1285, 1024, 51137, 3246, 65]",1285,1024,51137,25.08
"[5, 257, 1285, 1024, 51521, 35471, 705]",1285,1024,51521,25.08
"[5, 257, 1285, 1024, 52289, 49072, 961]",1285,1024,52289,25.08
"[5, 257, 1285, 1024, 52673, 29680, 577]",1285,1024,52673,25.08
"[5, 257, 1285, 1024, 53441, 43473, 833]",1285,1024,53441,25.08
"[5, 257, 1285, 1024, 53569, 36881, 705]",1285,1024,53569,25.08
"[5, 257, 1285, 1024, 54721, 30834, 577]",1285,1024,54721,25.08
"[5, 257, 1285, 1024, 56897, 24948, 449]",1285,1024,56897,25.08
"[5, 257, 1285, 1024, 57793, 32565, 577]",1285,1024,57793,25.08
"[5, 257, 1285, 1024, 58049, 18197, 321]",1285,1024,58049,25.08
"[5, 257, 1285, 1024, 60353, 3831, 65]",1285,1024,60353,25.08
"[5, 257, 1285, 1024, 60737, 41816, 705]",1285,1024,60737,25.08
"[5, 257, 1285, 1024, 61121, 19160, 321]",1285,1024,61121,25.08
"[5, 257, 1285, 1024, 62017, 27193, 449]",1285,1024,62017,25.08
"[5, 257, 1285, 1024, 62273, 11737, 193]",1285,1024,62273,25.08
"[5, 257, 1285, 1024, 62401, 3961, 65]",1285,1024,62401,25.08
"[5, 257, 1285, 1024, 63809, 43931, 705]",1285,1024,63809,25.08
"[5, 257, 1285, 1024, 64577, 60604, 961]",1285,1024,64577,25.08
"[5, 257, 1285, 1024, 65089, 28540, 449]",1285,1024,65089,25.08
"[5, 257, 1285, 1024, 97, 88, 929]",1285,1024,97,12.62
"[5, 257, 1285, 1024, 353, 232, 673]",1285,1024,353,12.62
"[5, 257, 1285, 1024, 673, 232, 353]",1285,1024,673,12.62
"[5, 257, 1285, 1024, 929, 88, 97]",1285,1024,929,12.62
"[5, 257, 1285, 1024, 1249, 977, 801]",1285,1024,1249,12.62
"[5, 257, 1285, 1024, 1697, 585, 353]",1285,1024,1697,12.62
"[5, 257, 1285, 1024, 1889, 297, 161]",1285,1024,1889,12.62
"[5, 257, 1285, 1024, 2017, 65, 33]",1285,1024,2017,12.62
"[5, 257, 1285, 1024, 2081, 2018, 993]",1285,1024,2081,12.62
"[5, 257, 1285, 1024, 2273, 1778, 801]",1285,1024,2273,12.62
"[5, 257, 1285, 1024, 2593, 1218, 481]",1285,1024,2593,12.62
"[5, 257, 1285, 1024, 2657, 1082, 417]",1285,1024,2657,12.62
"[5, 257, 1285, 1024, 3041, 98, 33]",1285,1024,3041,12.62
"[5, 257, 1285, 1024, 3169, 2875, 929]",1285,1024,3169,12.62
"[5, 257, 1285, 1024, 3361, 2419, 737]",1285,1024,3361,12.62
