"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[3, 257, 771, 512, 257, 129, 257]",771,512,257,99.74
"[3, 257, 771, 512, 769, 386, 257]",771,512,769,99.74
"[3, 257, 771, 512, 3329, 1671, 257]",771,512,3329,99.74
"[3, 257, 771, 512, 7681, 15, 1]",771,512,7681,99.74
"[3, 257, 771, 512, 7937, 3984, 257]",771,512,7937,99.74
"[3, 257, 771, 512, 9473, 4755, 257]",771,512,9473,99.74
"[3, 257, 771, 512, 10753, 21, 1]",771,512,10753,99.74
"[3, 257, 771, 512, 11777, 23, 1]",771,512,11777,99.74
"[3, 257, 771, 512, 12289, 24, 1]",771,512,12289,99.74
"[3, 257, 771, 512, 13313, 26, 1]",771,512,13313,99.74
"[3, 257, 771, 512, 14081, 7068, 257]",771,512,14081,99.74
"[3, 257, 771, 512, 14593, 7325, 257]",771,512,14593,99.74
"[3, 257, 771, 512, 15361, 30, 1]",771,512,15361,99.74
"[3, 257, 771, 512, 17921, 35, 1]",771,512,17921,99.74
"[3, 257, 771, 512, 18433, 36, 1]",771,512,18433,99.74
"[3, 257, 771, 512, 19457, 38, 1]",771,512,19457,99.74
"[3, 257, 771, 512, 22273, 11180, 257]",771,512,22273,99.74
"[3, 257, 771, 512, 23041, 45, 1]",771,512,23041,99.74
"[3, 257, 771, 512, 23297, 11694, 257]",771,512,23297,99.74
"[3, 257, 771, 512, 25601, 50, 1]",771,512,25601,99.74
"[3, 257, 771, 512, 26113, 51, 1]",771,512,26113,99.74
"[3, 257, 771, 512, 26881, 13493, 257]",771,512,26881,99.74
"[3, 257, 771, 512, 30977, 15549, 257]",771,512,30977,99.74
"[3, 257, 771, 512, 31489, 15806, 257]",771,512,31489,99.74
"[3, 257, 771, 512, 32257, 63, 1]",771,512,32257,99.74
"[3, 257, 771, 512, 36097, 18119, 257]",771,512,36097,99.74
"[3, 257, 771, 512, 36353, 71, 1]",771,512,36353,99.74
"[3, 257, 771, 512, 37633, 18890, 257]",771,512,37633,99.74
"[3, 257, 771, 512, 37889, 74, 1]",771,512,37889,99.74
"[3, 257, 771, 512, 39937, 78, 1]",771,512,39937,99.74
"[3, 257, 771, 512, 40193, 20175, 257]",771,512,40193,99.74
"[3, 257, 771, 512, 40961, 80, 1]",771,512,40961,99.74
"[3, 257, 771, 512, 41729, 20946, 257]",771,512,41729,99.74
"[3, 257, 771, 512, 43777, 21974, 257]",771,512,43777,99.74
"[3, 257, 771, 512, 45569, 89, 1]",771,512,45569,99.74
"[3, 257, 771, 512, 46337, 23259, 257]",771,512,46337,99.74
"[3, 257, 771, 512, 49409, 24801, 257]",771,512,49409,99.74
"[3, 257, 771, 512, 49921, 25058, 257]",771,512,49921,99.74
"[3, 257, 771, 512, 50177, 98, 1]",771,512,50177,99.74
"[3, 257, 771, 512, 51713, 101, 1]",771,512,51713,99.74
"[3, 257, 771, 512, 57089, 28656, 257]",771,512,57089,99.74
"[3, 257, 771, 512, 57601, 28913, 257]",771,512,57601,99.74
"[3, 257, 771, 512, 58369, 114, 1]",771,512,58369,99.74
"[3, 257, 771, 512, 59393, 116, 1]",771,512,59393,99.74
"[3, 257, 771, 512, 60161, 30198, 257]",771,512,60161,99.74
"[3, 257, 771, 512, 61441, 120, 1]",771,512,61441,99.74
"[3, 257, 771, 512, 64513, 126, 1]",771,512,64513,99.74
"[3, 257, 771, 512, 641, 482, 385]",771,512,641,49.87
"[3, 257, 771, 512, 1153, 867, 385]",771,512,1153,49.87
"[3, 257, 771, 512, 1409, 355, 129]",771,512,1409,49.87
"[3, 257, 771, 512, 2689, 2022, 385]",771,512,2689,49.87
"[3, 257, 771, 512, 3457, 871, 129]",771,512,3457,49.87
"[3, 257, 771, 512, 4481, 1129, 129]",771,512,4481,49.87
"[3, 257, 771, 512, 4993, 1258, 129]",771,512,4993,49.87
"[3, 257, 771, 512, 6529, 1645, 129]",771,512,6529,49.87
"[3, 257, 771, 512, 7297, 5487, 385]",771,512,7297,49.87
"[3, 257, 771, 512, 9601, 2419, 129]",771,512,9601,49.87
"[3, 257, 771, 512, 9857, 7412, 385]",771,512,9857,49.87
"[3, 257, 771, 512, 10369, 7797, 385]",771,512,10369,49.87
"[3, 257, 771, 512, 11393, 8567, 385]",771,512,11393,49.87
"[3, 257, 771, 512, 12161, 3064, 129]",771,512,12161,49.87
"[3, 257, 771, 512, 13441, 10107, 385]",771,512,13441,49.87
"[3, 257, 771, 512, 13697, 3451, 129]",771,512,13697,49.87
"[3, 257, 771, 512, 15233, 3838, 129]",771,512,15233,49.87
"[3, 257, 771, 512, 16001, 12032, 385]",771,512,16001,49.87
"[3, 257, 771, 512, 18049, 13572, 385]",771,512,18049,49.87
"[3, 257, 771, 512, 19073, 14342, 385]",771,512,19073,49.87
"[3, 257, 771, 512, 19841, 4999, 129]",771,512,19841,49.87
"[3, 257, 771, 512, 20353, 5128, 129]",771,512,20353,49.87
"[3, 257, 771, 512, 21121, 15882, 385]",771,512,21121,49.87
"[3, 257, 771, 512, 21377, 5386, 129]",771,512,21377,49.87
"[3, 257, 771, 512, 26497, 6676, 129]",771,512,26497,49.87
"[3, 257, 771, 512, 28289, 21272, 385]",771,512,28289,49.87
"[3, 257, 771, 512, 29569, 7450, 129]",771,512,29569,49.87
"[3, 257, 771, 512, 30593, 7708, 129]",771,512,30593,49.87
"[3, 257, 771, 512, 31873, 23967, 385]",771,512,31873,49.87
"[3, 257, 771, 512, 33409, 25122, 385]",771,512,33409,49.87
"[3, 257, 771, 512, 35201, 8869, 129]",771,512,35201,49.87
"[3, 257, 771, 512, 35969, 27047, 385]",771,512,35969,49.87
"[3, 257, 771, 512, 38273, 9643, 129]",771,512,38273,49.87
"[3, 257, 771, 512, 39041, 29357, 385]",771,512,39041,49.87
"[3, 257, 771, 512, 40577, 30512, 385]",771,512,40577,49.87
"[3, 257, 771, 512, 43649, 32822, 385]",771,512,43649,49.87
"[3, 257, 771, 512, 44417, 11191, 129]",771,512,44417,49.87
"[3, 257, 771, 512, 45697, 34362, 385]",771,512,45697,49.87
"[3, 257, 771, 512, 45953, 11578, 129]",771,512,45953,49.87
"[3, 257, 771, 512, 49537, 12481, 129]",771,512,49537,49.87
"[3, 257, 771, 512, 51329, 38597, 385]",771,512,51329,49.87
"[3, 257, 771, 512, 52609, 13255, 129]",771,512,52609,49.87
"[3, 257, 771, 512, 53377, 40137, 385]",771,512,53377,49.87
"[3, 257, 771, 512, 53633, 13513, 129]",771,512,53633,49.87
"[3, 257, 771, 512, 54401, 40907, 385]",771,512,54401,49.87
"[3, 257, 771, 512, 55681, 14029, 129]",771,512,55681,49.87
"[3, 257, 771, 512, 59009, 44372, 385]",771,512,59009,49.87
"[3, 257, 771, 512, 60289, 15190, 129]",771,512,60289,49.87
"[3, 257, 771, 512, 61057, 45912, 385]",771,512,61057,49.87
"[3, 257, 771, 512, 62081, 46682, 385]",771,512,62081,49.87
"[3, 257, 771, 512, 63361, 15964, 129]",771,512,63361,49.87
"[3, 257, 771, 512, 63617, 47837, 385]",771,512,63617,49.87
"[3, 257, 771, 512, 193, 121, 321]",771,512,193,24.94
"[3, 257, 771, 512, 449, 57, 65]",771,512,449,24.94
"[3, 257, 771, 512, 577, 506, 449]",771,512,577,24.94
"[3, 257, 771, 512, 1217, 763, 321]",771,512,1217,24.94
"[3, 257, 771, 512, 1601, 1404, 449]",771,512,1601,24.94
"[3, 257, 771, 512, 2113, 1853, 449]",771,512,2113,24.94
"[3, 257, 771, 512, 2753, 1726, 321]",771,512,2753,24.94
"[3, 257, 771, 512, 3137, 2751, 449]",771,512,3137,24.94
"[3, 257, 771, 512, 4289, 2689, 321]",771,512,4289,24.94
"[3, 257, 771, 512, 4673, 4098, 449]",771,512,4673,24.94
"[3, 257, 771, 512, 4801, 3010, 321]",771,512,4801,24.94
"[3, 257, 771, 512, 5441, 2051, 193]",771,512,5441,24.94
"[3, 257, 771, 512, 5569, 707, 65]",771,512,5569,24.94
"[3, 257, 771, 512, 5953, 2244, 193]",771,512,5953,24.94
"[3, 257, 771, 512, 6337, 3973, 321]",771,512,6337,24.94
"[3, 257, 771, 512, 6977, 2630, 193]",771,512,6977,24.94
"[3, 257, 771, 512, 7489, 2823, 193]",771,512,7489,24.94
"[3, 257, 771, 512, 7873, 4936, 321]",771,512,7873,24.94
"[3, 257, 771, 512, 8513, 3209, 193]",771,512,8513,24.94
"[3, 257, 771, 512, 8641, 1097, 65]",771,512,8641,24.94
"[3, 257, 771, 512, 9281, 8139, 449]",771,512,9281,24.94
"[3, 257, 771, 512, 10177, 1292, 65]",771,512,10177,24.94
"[3, 257, 771, 512, 10433, 6541, 321]",771,512,10433,24.94
"[3, 257, 771, 512, 11329, 9935, 449]",771,512,11329,24.94
"[3, 257, 771, 512, 11969, 7504, 321]",771,512,11969,24.94
"[3, 257, 771, 512, 12097, 4560, 193]",771,512,12097,24.94
"[3, 257, 771, 512, 13121, 4946, 193]",771,512,13121,24.94
"[3, 257, 771, 512, 13249, 1682, 65]",771,512,13249,24.94
"[3, 257, 771, 512, 13633, 5139, 193]",771,512,13633,24.94
"[3, 257, 771, 512, 14401, 12629, 449]",771,512,14401,24.94
"[3, 257, 771, 512, 14657, 5525, 193]",771,512,14657,24.94
"[3, 257, 771, 512, 15809, 2007, 65]",771,512,15809,24.94
"[3, 257, 771, 512, 15937, 13976, 449]",771,512,15937,24.94
