"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[83, 401, 33283, 32800, 32801, 1, 1]",33283,32800,32801,100
"[83, 401, 33283, 32800, 49201, 24602, 16401]",33283,32800,49201,100
"[83, 401, 33283, 32800, 12301, 1538, 4101]",33283,32800,12301,25
"[83, 401, 33283, 32800, 36901, 13839, 12301]",33283,32800,36901,25
"[83, 401, 33283, 32800, 13121, 7873, 19681]",33283,32800,13121,20
"[83, 401, 33283, 32800, 19681, 7873, 13121]",33283,32800,19681,20
"[83, 401, 33283, 32800, 22961, 6889, 9841]",33283,32800,22961,20
"[83, 401, 33283, 32800, 42641, 29850, 22961]",33283,32800,42641,20
"[83, 401, 33283, 32800, 6151, 4229, 22551]",33283,32800,6151,13
"[83, 401, 33283, 32800, 18451, 14992, 26651]",33283,32800,18451,13
"[83, 401, 33283, 32800, 43051, 2692, 2051]",33283,32800,43051,13
"[83, 401, 33283, 32800, 55351, 10380, 6151]",33283,32800,55351,13
"[83, 401, 33283, 32800, 18041, 8119, 14761]",33283,32800,18041,10
"[83, 401, 33283, 32800, 44281, 28784, 21321]",33283,32800,44281,10
"[83, 401, 33283, 32800, 54121, 18944, 11481]",33283,32800,54121,10
"[83, 401, 33283, 32800, 821, 390, 15581]",33283,32800,821,5
"[83, 401, 33283, 32800, 5741, 1866, 10661]",33283,32800,5741,5
"[83, 401, 33283, 32800, 15581, 390, 821]",33283,32800,15581,5
"[83, 401, 33283, 32800, 27061, 18267, 22141]",33283,32800,27061,5
"[83, 401, 33283, 32800, 30341, 17447, 18861]",33283,32800,30341,5
"[83, 401, 33283, 32800, 31981, 16791, 17221]",33283,32800,31981,5
"[83, 401, 33283, 32800, 50021, 48772, 31981]",33283,32800,50021,5
"[83, 401, 33283, 32800, 54941, 45328, 27061]",33283,32800,54941,5
"[83, 401, 33283, 32800, 64781, 34012, 17221]",33283,32800,64781,5
"[83, 401, 33283, 32800, 401, 357, 29201]",33283,32800,401,4
"[83, 401, 33283, 32800, 1201, 747, 20401]",33283,32800,1201,4
"[83, 401, 33283, 32800, 1601, 1562, 32001]",33283,32800,1601,4
"[83, 401, 33283, 32800, 2801, 1059, 12401]",33283,32800,2801,4
"[83, 401, 33283, 32800, 4001, 2147, 17601]",33283,32800,4001,4
"[83, 401, 33283, 32800, 4801, 2225, 15201]",33283,32800,4801,4
"[83, 401, 33283, 32800, 7873, 945, 3937]",33283,32800,7873,4
"[83, 401, 33283, 32800, 9601, 2342, 8001]",33283,32800,9601,4
"[83, 401, 33283, 32800, 12401, 1059, 2801]",33283,32800,12401,4
"[83, 401, 33283, 32800, 14401, 10889, 24801]",33283,32800,14401,4
"[83, 401, 33283, 32800, 15601, 8562, 18001]",33283,32800,15601,4
"[83, 401, 33283, 32800, 16001, 10928, 22401]",33283,32800,16001,4
"[83, 401, 33283, 32800, 17713, 7440, 13777]",33283,32800,17713,4
"[83, 401, 33283, 32800, 18401, 3591, 6401]",33283,32800,18401,4
"[83, 401, 33283, 32800, 21601, 13172, 20001]",33283,32800,21601,4
"[83, 401, 33283, 32800, 21649, 14289, 21649]",33283,32800,21649,4
"[83, 401, 33283, 32800, 23201, 7923, 11201]",33283,32800,23201,4
"[83, 401, 33283, 32800, 24001, 19904, 27201]",33283,32800,24001,4
"[83, 401, 33283, 32800, 25601, 9367, 12001]",33283,32800,25601,4
"[83, 401, 33283, 32800, 26801, 14055, 17201]",33283,32800,26801,4
"[83, 401, 33283, 32800, 28001, 25953, 30401]",33283,32800,28001,4
"[83, 401, 33283, 32800, 29201, 357, 401]",33283,32800,29201,4
"[83, 401, 33283, 32800, 31489, 11337, 11809]",33283,32800,31489,4
"[83, 401, 33283, 32800, 31601, 20426, 21201]",33283,32800,31601,4
"[83, 401, 33283, 32800, 32401, 5928, 6001]",33283,32800,32401,4
"[83, 401, 33283, 32800, 33457, 4685, 4593]",33283,32800,33457,4
"[83, 401, 33283, 32800, 33601, 10655, 10401]",33283,32800,33601,4
"[83, 401, 33283, 32800, 35201, 6011, 5601]",33283,32800,35201,4
"[83, 401, 33283, 32800, 37201, 22231, 19601]",33283,32800,37201,4
"[83, 401, 33283, 32800, 40801, 11943, 9601]",33283,32800,40801,4
"[83, 401, 33283, 32800, 41201, 38690, 30801]",33283,32800,41201,4
"[83, 401, 33283, 32800, 43201, 1055, 801]",33283,32800,43201,4
"[83, 401, 33283, 32800, 50513, 21217, 13777]",33283,32800,50513,4
"[83, 401, 33283, 32800, 51169, 38890, 24929]",33283,32800,51169,4
"[83, 401, 33283, 32800, 53201, 1948, 1201]",33283,32800,53201,4
"[83, 401, 33283, 32800, 54001, 52027, 31601]",33283,32800,54001,4
"[83, 401, 33283, 32800, 54401, 33173, 20001]",33283,32800,54401,4
"[83, 401, 33283, 32800, 54449, 35938, 21649]",33283,32800,54449,4
"[83, 401, 33283, 32800, 55201, 26929, 16001]",33283,32800,55201,4
"[83, 401, 33283, 32800, 56401, 51588, 30001]",33283,32800,56401,4
"[83, 401, 33283, 32800, 56417, 47392, 27553]",33283,32800,56417,4
"[83, 401, 33283, 32800, 57073, 35387, 20337]",33283,32800,57073,4
"[83, 401, 33283, 32800, 57601, 25290, 14401]",33283,32800,57601,4
"[83, 401, 33283, 32800, 60353, 43456, 23617]",33283,32800,60353,4
"[83, 401, 33283, 32800, 62401, 56315, 29601]",33283,32800,62401,4
"[83, 401, 33283, 32800, 62801, 45188, 23601]",33283,32800,62801,4
"[83, 401, 33283, 32800, 63601, 16290, 8401]",33283,32800,63601,4
"[83, 401, 33283, 32800, 1231, 1031, 27471]",33283,32800,1231,3
"[83, 401, 33283, 32800, 3691, 969, 8611]",33283,32800,3691,3
"[83, 401, 33283, 32800, 6971, 1133, 5331]",33283,32800,6971,3
"[83, 401, 33283, 32800, 9431, 5541, 19271]",33283,32800,9431,3
"[83, 401, 33283, 32800, 11071, 5951, 17631]",33283,32800,11071,3
"[83, 401, 33283, 32800, 15991, 6197, 12711]",33283,32800,15991,3
"[83, 401, 33283, 32800, 16811, 14500, 28291]",33283,32800,16811,3
"[83, 401, 33283, 32800, 23371, 15484, 21731]",33283,32800,23371,3
"[83, 401, 33283, 32800, 33211, 12040, 11891]",33283,32800,33211,3
"[83, 401, 33283, 32800, 34031, 28502, 27471]",33283,32800,34031,3
"[83, 401, 33283, 32800, 35671, 28092, 25831]",33283,32800,35671,3
"[83, 401, 33283, 32800, 40591, 25878, 20911]",33283,32800,40591,3
"[83, 401, 33283, 32800, 41411, 4660, 3691]",33283,32800,41411,3
"[83, 401, 33283, 32800, 56171, 37215, 21731]",33283,32800,56171,3
"[83, 401, 33283, 32800, 58631, 5132, 2871]",33283,32800,58631,3
"[83, 401, 33283, 32800, 60271, 2262, 1231]",33283,32800,60271,3
"[83, 401, 33283, 32800, 61091, 31311, 16811]",33283,32800,61091,3
"[83, 401, 33283, 32800, 62731, 29015, 15171]",33283,32800,62731,3
"[83, 401, 33283, 32800, 601, 33, 1801]",33283,32800,601,2
"[83, 401, 33283, 32800, 1801, 33, 601]",33283,32800,1801,2
"[83, 401, 33283, 32800, 2297, 1585, 22633]",33283,32800,2297,2
"[83, 401, 33283, 32800, 2953, 1388, 15417]",33283,32800,2953,2
"[83, 401, 33283, 32800, 3001, 2873, 31401]",33283,32800,3001,2
"[83, 401, 33283, 32800, 4201, 1409, 11001]",33283,32800,4201,2
"[83, 401, 33283, 32800, 5801, 3502, 19801]",33283,32800,5801,2
"[83, 401, 33283, 32800, 7001, 2775, 13001]",33283,32800,7001,2
"[83, 401, 33283, 32800, 9001, 604, 2201]",33283,32800,9001,2
"[83, 401, 33283, 32800, 10169, 102, 329]",33283,32800,10169,2
"[83, 401, 33283, 32800, 10601, 9761, 30201]",33283,32800,10601,2
"[83, 401, 33283, 32800, 11801, 10722, 29801]",33283,32800,11801,2
"[83, 401, 33283, 32800, 12601, 4380, 11401]",33283,32800,12601,2
"[83, 401, 33283, 32800, 13001, 2775, 7001]",33283,32800,13001,2
"[83, 401, 33283, 32800, 15401, 2536, 5401]",33283,32800,15401,2
"[83, 401, 33283, 32800, 16073, 13984, 28537]",33283,32800,16073,2
"[83, 401, 33283, 32800, 16729, 13551, 26569]",33283,32800,16729,2
"[83, 401, 33283, 32800, 17401, 10717, 20201]",33283,32800,17401,2
"[83, 401, 33283, 32800, 19001, 18654, 32201]",33283,32800,19001,2
"[83, 401, 33283, 32800, 19801, 3502, 5801]",33283,32800,19801,2
"[83, 401, 33283, 32800, 20201, 10717, 17401]",33283,32800,20201,2
"[83, 401, 33283, 32800, 21001, 5507, 8601]",33283,32800,21001,2
"[83, 401, 33283, 32800, 21401, 3263, 5001]",33283,32800,21401,2
"[83, 401, 33283, 32800, 21977, 6374, 9513]",33283,32800,21977,2
"[83, 401, 33283, 32800, 23801, 7112, 9801]",33283,32800,23801,2
"[83, 401, 33283, 32800, 25801, 22498, 28601]",33283,32800,25801,2
"[83, 401, 33283, 32800, 25913, 4406, 5577]",33283,32800,25913,2
"[83, 401, 33283, 32800, 28201, 11522, 13401]",33283,32800,28201,2
"[83, 401, 33283, 32800, 28537, 13984, 16073]",33283,32800,28537,2
"[83, 401, 33283, 32800, 29401, 20976, 23401]",33283,32800,29401,2
"[83, 401, 33283, 32800, 31817, 18773, 19353]",33283,32800,31817,2
"[83, 401, 33283, 32800, 35401, 17054, 15801]",33283,32800,35401,2
"[83, 401, 33283, 32800, 35753, 16805, 15417]",33283,32800,35753,2
"[83, 401, 33283, 32800, 35801, 34274, 31401]",33283,32800,35801,2
"[83, 401, 33283, 32800, 38201, 17937, 15401]",33283,32800,38201,2
