"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[41, 257, 10537, 10240, 7681, 1921, 2561]",10537,10240,7681,100
"[41, 257, 10537, 10240, 14081, 8802, 6401]",10537,10240,14081,100
"[41, 257, 10537, 10240, 15361, 7682, 5121]",10537,10240,15361,100
"[41, 257, 10537, 10240, 17921, 4482, 2561]",10537,10240,17921,100
"[41, 257, 10537, 10240, 23041, 17283, 7681]",10537,10240,23041,100
"[41, 257, 10537, 10240, 25601, 12803, 5121]",10537,10240,25601,100
"[41, 257, 10537, 10240, 26881, 10083, 3841]",10537,10240,26881,100
"[41, 257, 10537, 10240, 40961, 4, 1]",10537,10240,40961,100
"[41, 257, 10537, 10240, 49921, 6245, 1281]",10537,10240,49921,100
"[41, 257, 10537, 10240, 57601, 21606, 3841]",10537,10240,57601,100
"[41, 257, 10537, 10240, 60161, 7526, 1281]",10537,10240,60161,100
"[41, 257, 10537, 10240, 61441, 6, 1]",10537,10240,61441,100
"[41, 257, 10537, 10240, 641, 601, 9601]",10537,10240,641,50
"[41, 257, 10537, 10240, 4481, 2521, 5761]",10537,10240,4481,50
"[41, 257, 10537, 10240, 9601, 601, 641]",10537,10240,9601,50
"[41, 257, 10537, 10240, 12161, 9882, 8321]",10537,10240,12161,50
"[41, 257, 10537, 10240, 13441, 9242, 7041]",10537,10240,13441,50
"[41, 257, 10537, 10240, 16001, 7002, 4481]",10537,10240,16001,50
"[41, 257, 10537, 10240, 19841, 1242, 641]",10537,10240,19841,50
"[41, 257, 10537, 10240, 21121, 19803, 9601]",10537,10240,21121,50
"[41, 257, 10537, 10240, 35201, 19804, 5761]",10537,10240,35201,50
"[41, 257, 10537, 10240, 39041, 7324, 1921]",10537,10240,39041,50
"[41, 257, 10537, 10240, 54401, 37406, 7041]",10537,10240,54401,50
"[41, 257, 10537, 10240, 55681, 31326, 5761]",10537,10240,55681,50
"[41, 257, 10537, 10240, 62081, 58207, 9601]",10537,10240,62081,50
"[41, 257, 10537, 10240, 63361, 51487, 8321]",10537,10240,63361,50
"[41, 257, 10537, 10240, 1601, 1351, 8641]",10537,10240,1601,25
"[41, 257, 10537, 10240, 4801, 2551, 5441]",10537,10240,4801,25
"[41, 257, 10537, 10240, 5441, 2551, 4801]",10537,10240,5441,25
"[41, 257, 10537, 10240, 8641, 1351, 1601]",10537,10240,8641,25
"[41, 257, 10537, 10240, 9281, 871, 961]",10537,10240,9281,25
"[41, 257, 10537, 10240, 13121, 9432, 7361]",10537,10240,13121,25
"[41, 257, 10537, 10240, 14401, 8552, 6081]",10537,10240,14401,25
"[41, 257, 10537, 10240, 20161, 632, 321]",10537,10240,20161,25
"[41, 257, 10537, 10240, 22721, 17753, 8001]",10537,10240,22721,25
"[41, 257, 10537, 10240, 24001, 15753, 6721]",10537,10240,24001,25
"[41, 257, 10537, 10240, 26561, 10793, 4161]",10537,10240,26561,25
"[41, 257, 10537, 10240, 29761, 2793, 961]",10537,10240,29761,25
"[41, 257, 10537, 10240, 32321, 27274, 8641]",10537,10240,32321,25
"[41, 257, 10537, 10240, 33601, 24154, 7361]",10537,10240,33601,25
"[41, 257, 10537, 10240, 35521, 18874, 5441]",10537,10240,35521,25
"[41, 257, 10537, 10240, 36161, 16954, 4801]",10537,10240,36161,25
"[41, 257, 10537, 10240, 37441, 12874, 3521]",10537,10240,37441,25
"[41, 257, 10537, 10240, 41281, 39995, 9921]",10537,10240,41281,25
"[41, 257, 10537, 10240, 43201, 33755, 8001]",10537,10240,43201,25
"[41, 257, 10537, 10240, 45121, 26795, 6081]",10537,10240,45121,25
"[41, 257, 10537, 10240, 47041, 19115, 4161]",10537,10240,47041,25
"[41, 257, 10537, 10240, 47681, 16395, 3521]",10537,10240,47681,25
"[41, 257, 10537, 10240, 51521, 49916, 9921]",10537,10240,51521,25
"[41, 257, 10537, 10240, 53441, 41756, 8001]",10537,10240,53441,25
"[41, 257, 10537, 10240, 54721, 35916, 6721]",10537,10240,54721,25
"[41, 257, 10537, 10240, 61121, 1916, 321]",10537,10240,61121,25
"[41, 257, 10537, 10240, 62401, 56557, 9281]",10537,10240,62401,25
"[41, 257, 10537, 10240, 257, 45, 1793]",10537,10240,257,22
"[41, 257, 10537, 10240, 769, 250, 3329]",10537,10240,769,22
"[41, 257, 10537, 10240, 3329, 250, 769]",10537,10240,3329,22
"[41, 257, 10537, 10240, 7937, 3374, 4353]",10537,10240,7937,22
