"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 37, 185, 144, 37, 28, 109]",185,144,37,100
"[5, 37, 185, 144, 73, 37, 73]",185,144,73,100
"[5, 37, 185, 144, 109, 28, 37]",185,144,109,100
"[5, 37, 185, 144, 181, 137, 109]",185,144,181,100
"[5, 37, 185, 144, 397, 102, 37]",185,144,397,100
"[5, 37, 185, 144, 433, 3, 1]",185,144,433,100
"[5, 37, 185, 144, 541, 139, 37]",185,144,541,100
"[5, 37, 185, 144, 577, 4, 1]",185,144,577,100
"[5, 37, 185, 144, 613, 464, 109]",185,144,613,100
"[5, 37, 185, 144, 757, 573, 109]",185,144,757,100
"[5, 37, 185, 144, 829, 213, 37]",185,144,829,100
"[5, 37, 185, 144, 937, 475, 73]",185,144,937,100
"[5, 37, 185, 144, 1009, 7, 1]",185,144,1009,100
"[5, 37, 185, 144, 1117, 287, 37]",185,144,1117,100
"[5, 37, 185, 144, 1153, 8, 1]",185,144,1153,100
"[5, 37, 185, 144, 1297, 9, 1]",185,144,1297,100
"[5, 37, 185, 144, 1549, 398, 37]",185,144,1549,100
"[5, 37, 185, 144, 1621, 1227, 109]",185,144,1621,100
"[5, 37, 185, 144, 1657, 840, 73]",185,144,1657,100
"[5, 37, 185, 144, 1693, 435, 37]",185,144,1693,100
"[5, 37, 185, 144, 1801, 913, 73]",185,144,1801,100
"[5, 37, 185, 144, 1873, 13, 1]",185,144,1873,100
"[5, 37, 185, 144, 2017, 14, 1]",185,144,2017,100
"[5, 37, 185, 144, 2053, 1554, 109]",185,144,2053,100
"[5, 37, 185, 144, 2089, 1059, 73]",185,144,2089,100
"[5, 37, 185, 144, 2161, 15, 1]",185,144,2161,100
"[5, 37, 185, 144, 2269, 583, 37]",185,144,2269,100
"[5, 37, 185, 144, 2341, 1772, 109]",185,144,2341,100
"[5, 37, 185, 144, 2377, 1205, 73]",185,144,2377,100
"[5, 37, 185, 144, 2521, 1278, 73]",185,144,2521,100
"[5, 37, 185, 144, 2557, 657, 37]",185,144,2557,100
"[5, 37, 185, 144, 2593, 18, 1]",185,144,2593,100
"[5, 37, 185, 144, 2917, 2208, 109]",185,144,2917,100
"[5, 37, 185, 144, 2953, 1497, 73]",185,144,2953,100
"[5, 37, 185, 144, 3061, 2317, 109]",185,144,3061,100
"[5, 37, 185, 144, 3169, 22, 1]",185,144,3169,100
"[5, 37, 185, 144, 3313, 23, 1]",185,144,3313,100
"[5, 37, 185, 144, 3457, 24, 1]",185,144,3457,100
"[5, 37, 185, 144, 3529, 1789, 73]",185,144,3529,100
"[5, 37, 185, 144, 3637, 2753, 109]",185,144,3637,100
"[5, 37, 185, 144, 3673, 1862, 73]",185,144,3673,100
"[5, 37, 185, 144, 3709, 953, 37]",185,144,3709,100
"[5, 37, 185, 144, 3853, 990, 37]",185,144,3853,100
"[5, 37, 185, 144, 3889, 27, 1]",185,144,3889,100
"[5, 37, 185, 144, 4177, 29, 1]",185,144,4177,100
"[5, 37, 185, 144, 4357, 3298, 109]",185,144,4357,100
"[5, 37, 185, 144, 4789, 3625, 109]",185,144,4789,100
"[5, 37, 185, 144, 4861, 1249, 37]",185,144,4861,100
"[5, 37, 185, 144, 4933, 3734, 109]",185,144,4933,100
"[5, 37, 185, 144, 4969, 2519, 73]",185,144,4969,100
"[5, 37, 185, 144, 5077, 3843, 109]",185,144,5077,100
"[5, 37, 185, 144, 5113, 2592, 73]",185,144,5113,100
"[5, 37, 185, 144, 5437, 1397, 37]",185,144,5437,100
"[5, 37, 185, 144, 5581, 1434, 37]",185,144,5581,100
"[5, 37, 185, 144, 5653, 4279, 109]",185,144,5653,100
"[5, 37, 185, 144, 5689, 2884, 73]",185,144,5689,100
"[5, 37, 185, 144, 5869, 1508, 37]",185,144,5869,100
"[5, 37, 185, 144, 6121, 3103, 73]",185,144,6121,100
"[5, 37, 185, 144, 6229, 4715, 109]",185,144,6229,100
"[5, 37, 185, 144, 6301, 1619, 37]",185,144,6301,100
"[5, 37, 185, 144, 6337, 44, 1]",185,144,6337,100
"[5, 37, 185, 144, 6373, 4824, 109]",185,144,6373,100
"[5, 37, 185, 144, 6481, 45, 1]",185,144,6481,100
"[5, 37, 185, 144, 6553, 3322, 73]",185,144,6553,100
"[5, 37, 185, 144, 6661, 5042, 109]",185,144,6661,100
"[5, 37, 185, 144, 6733, 1730, 37]",185,144,6733,100
"[5, 37, 185, 144, 6841, 3468, 73]",185,144,6841,100
"[5, 37, 185, 144, 6949, 5260, 109]",185,144,6949,100
"[5, 37, 185, 144, 7057, 49, 1]",185,144,7057,100
"[5, 37, 185, 144, 7129, 3614, 73]",185,144,7129,100
"[5, 37, 185, 144, 7237, 5478, 109]",185,144,7237,100
"[5, 37, 185, 144, 7309, 1878, 37]",185,144,7309,100
"[5, 37, 185, 144, 7417, 3760, 73]",185,144,7417,100
"[5, 37, 185, 144, 7489, 52, 1]",185,144,7489,100
"[5, 37, 185, 144, 7561, 3833, 73]",185,144,7561,100
"[5, 37, 185, 144, 7669, 5805, 109]",185,144,7669,100
"[5, 37, 185, 144, 7741, 1989, 37]",185,144,7741,100
"[5, 37, 185, 144, 7993, 4052, 73]",185,144,7993,100
"[5, 37, 185, 144, 8101, 6132, 109]",185,144,8101,100
"[5, 37, 185, 144, 8209, 57, 1]",185,144,8209,100
"[5, 37, 185, 144, 8317, 2137, 37]",185,144,8317,100
"[5, 37, 185, 144, 8353, 58, 1]",185,144,8353,100
"[5, 37, 185, 144, 8389, 6350, 109]",185,144,8389,100
"[5, 37, 185, 144, 8461, 2174, 37]",185,144,8461,100
"[5, 37, 185, 144, 8641, 60, 1]",185,144,8641,100
"[5, 37, 185, 144, 8677, 6568, 109]",185,144,8677,100
"[5, 37, 185, 144, 8713, 4417, 73]",185,144,8713,100
"[5, 37, 185, 144, 8821, 6677, 109]",185,144,8821,100
"[5, 37, 185, 144, 8893, 2285, 37]",185,144,8893,100
"[5, 37, 185, 144, 8929, 62, 1]",185,144,8929,100
"[5, 37, 185, 144, 9001, 4563, 73]",185,144,9001,100
"[5, 37, 185, 144, 9109, 6895, 109]",185,144,9109,100
"[5, 37, 185, 144, 9181, 2359, 37]",185,144,9181,100
"[5, 37, 185, 144, 9397, 7113, 109]",185,144,9397,100
"[5, 37, 185, 144, 9433, 4782, 73]",185,144,9433,100
"[5, 37, 185, 144, 9613, 2470, 37]",185,144,9613,100
