"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[7, 271, 1897, 1620, 271, 226, 1351]",1897,1620,271,100
"[7, 271, 1897, 1620, 541, 361, 1081]",1897,1620,541,100
"[7, 271, 1897, 1620, 811, 406, 811]",1897,1620,811,100
"[7, 271, 1897, 1620, 1621, 1, 1]",1897,1620,1621,100
"[7, 271, 1897, 1620, 2161, 1442, 1081]",1897,1620,2161,100
"[7, 271, 1897, 1620, 2971, 497, 271]",1897,1620,2971,100
"[7, 271, 1897, 1620, 3511, 2928, 1351]",1897,1620,3511,100
"[7, 271, 1897, 1620, 4051, 2028, 811]",1897,1620,4051,100
"[7, 271, 1897, 1620, 4591, 768, 271]",1897,1620,4591,100
"[7, 271, 1897, 1620, 4861, 3, 1]",1897,1620,4861,100
"[7, 271, 1897, 1620, 6211, 1039, 271]",1897,1620,6211,100
"[7, 271, 1897, 1620, 6481, 4, 1]",1897,1620,6481,100
"[7, 271, 1897, 1620, 7561, 2525, 541]",1897,1620,7561,100
"[7, 271, 1897, 1620, 8101, 5, 1]",1897,1620,8101,100
"[7, 271, 1897, 1620, 8641, 5766, 1081]",1897,1620,8641,100
"[7, 271, 1897, 1620, 9181, 3066, 541]",1897,1620,9181,100
"[7, 271, 1897, 1620, 9721, 6, 1]",1897,1620,9721,100
"[7, 271, 1897, 1620, 10531, 5272, 811]",1897,1620,10531,100
"[7, 271, 1897, 1620, 11071, 1852, 271]",1897,1620,11071,100
"[7, 271, 1897, 1620, 12421, 4148, 541]",1897,1620,12421,100
"[7, 271, 1897, 1620, 14851, 12385, 1351]",1897,1620,14851,100
"[7, 271, 1897, 1620, 15121, 10090, 1081]",1897,1620,15121,100
"[7, 271, 1897, 1620, 15391, 7705, 811]",1897,1620,15391,100
"[7, 271, 1897, 1620, 15661, 5230, 541]",1897,1620,15661,100
"[7, 271, 1897, 1620, 16741, 11171, 1081]",1897,1620,16741,100
"[7, 271, 1897, 1620, 17011, 8516, 811]",1897,1620,17011,100
"[7, 271, 1897, 1620, 17551, 2936, 271]",1897,1620,17551,100
"[7, 271, 1897, 1620, 19441, 12, 1]",1897,1620,19441,100
"[7, 271, 1897, 1620, 20521, 6853, 541]",1897,1620,20521,100
"[7, 271, 1897, 1620, 21061, 13, 1]",1897,1620,21061,100
"[7, 271, 1897, 1620, 21601, 14414, 1081]",1897,1620,21601,100
"[7, 271, 1897, 1620, 21871, 10949, 811]",1897,1620,21871,100
"[7, 271, 1897, 1620, 23761, 7935, 541]",1897,1620,23761,100
"[7, 271, 1897, 1620, 24571, 20491, 1351]",1897,1620,24571,100
"[7, 271, 1897, 1620, 24841, 16576, 1081]",1897,1620,24841,100
"[7, 271, 1897, 1620, 25111, 12571, 811]",1897,1620,25111,100
"[7, 271, 1897, 1620, 26731, 13382, 811]",1897,1620,26731,100
"[7, 271, 1897, 1620, 27271, 4562, 271]",1897,1620,27271,100
"[7, 271, 1897, 1620, 27541, 17, 1]",1897,1620,27541,100
"[7, 271, 1897, 1620, 28081, 18738, 1081]",1897,1620,28081,100
"[7, 271, 1897, 1620, 28351, 14193, 811]",1897,1620,28351,100
"[7, 271, 1897, 1620, 28621, 9558, 541]",1897,1620,28621,100
"[7, 271, 1897, 1620, 30241, 10099, 541]",1897,1620,30241,100
"[7, 271, 1897, 1620, 30781, 19, 1]",1897,1620,30781,100
"[7, 271, 1897, 1620, 31051, 25895, 1351]",1897,1620,31051,100
"[7, 271, 1897, 1620, 31321, 20900, 1081]",1897,1620,31321,100
"[7, 271, 1897, 1620, 32401, 20, 1]",1897,1620,32401,100
"[7, 271, 1897, 1620, 32941, 21981, 1081]",1897,1620,32941,100
"[7, 271, 1897, 1620, 33211, 16626, 811]",1897,1620,33211,100
"[7, 271, 1897, 1620, 33751, 5646, 271]",1897,1620,33751,100
"[7, 271, 1897, 1620, 35911, 29948, 1351]",1897,1620,35911,100
"[7, 271, 1897, 1620, 36451, 18248, 811]",1897,1620,36451,100
"[7, 271, 1897, 1620, 36721, 12263, 541]",1897,1620,36721,100
"[7, 271, 1897, 1620, 38611, 6459, 271]",1897,1620,38611,100
"[7, 271, 1897, 1620, 40231, 6730, 271]",1897,1620,40231,100
"[7, 271, 1897, 1620, 40771, 34001, 1351]",1897,1620,40771,100
"[7, 271, 1897, 1620, 41851, 7001, 271]",1897,1620,41851,100
"[7, 271, 1897, 1620, 42391, 35352, 1351]",1897,1620,42391,100
"[7, 271, 1897, 1620, 43201, 14427, 541]",1897,1620,43201,100
"[7, 271, 1897, 1620, 44281, 29548, 1081]",1897,1620,44281,100
"[7, 271, 1897, 1620, 45361, 28, 1]",1897,1620,45361,100
"[7, 271, 1897, 1620, 45631, 38054, 1351]",1897,1620,45631,100
"[7, 271, 1897, 1620, 46171, 23114, 811]",1897,1620,46171,100
"[7, 271, 1897, 1620, 46441, 15509, 541]",1897,1620,46441,100
"[7, 271, 1897, 1620, 47251, 39405, 1351]",1897,1620,47251,100
"[7, 271, 1897, 1620, 47521, 31710, 1081]",1897,1620,47521,100
"[7, 271, 1897, 1620, 47791, 23925, 811]",1897,1620,47791,100
"[7, 271, 1897, 1620, 48871, 40756, 1351]",1897,1620,48871,100
"[7, 271, 1897, 1620, 49411, 24736, 811]",1897,1620,49411,100
"[7, 271, 1897, 1620, 49681, 16591, 541]",1897,1620,49681,100
"[7, 271, 1897, 1620, 50221, 31, 1]",1897,1620,50221,100
"[7, 271, 1897, 1620, 51031, 25547, 811]",1897,1620,51031,100
"[7, 271, 1897, 1620, 53731, 44809, 1351]",1897,1620,53731,100
"[7, 271, 1897, 1620, 54001, 36034, 1081]",1897,1620,54001,100
"[7, 271, 1897, 1620, 54541, 18214, 541]",1897,1620,54541,100
"[7, 271, 1897, 1620, 55351, 46160, 1351]",1897,1620,55351,100
"[7, 271, 1897, 1620, 55621, 37115, 1081]",1897,1620,55621,100
"[7, 271, 1897, 1620, 56431, 9440, 271]",1897,1620,56431,100
"[7, 271, 1897, 1620, 56701, 35, 1]",1897,1620,56701,100
"[7, 271, 1897, 1620, 57241, 38196, 1081]",1897,1620,57241,100
"[7, 271, 1897, 1620, 57781, 19296, 541]",1897,1620,57781,100
"[7, 271, 1897, 1620, 58321, 36, 1]",1897,1620,58321,100
"[7, 271, 1897, 1620, 59671, 9982, 271]",1897,1620,59671,100
"[7, 271, 1897, 1620, 61291, 10253, 271]",1897,1620,61291,100
"[7, 271, 1897, 1620, 61561, 38, 1]",1897,1620,61561,100
"[7, 271, 1897, 1620, 65071, 54266, 1351]",1897,1620,65071,100
"[7, 271, 1897, 1620, 181, 161, 1441]",1897,1620,181,34
"[7, 271, 1897, 1620, 631, 386, 991]",1897,1620,631,34
"[7, 271, 1897, 1620, 991, 386, 631]",1897,1620,991,34
"[7, 271, 1897, 1620, 1171, 326, 451]",1897,1620,1171,34
"[7, 271, 1897, 1620, 1531, 86, 91]",1897,1620,1531,34
"[7, 271, 1897, 1620, 1801, 1602, 1441]",1897,1620,1801,34
"[7, 271, 1897, 1620, 2251, 1377, 991]",1897,1620,2251,34
"[7, 271, 1897, 1620, 2341, 1302, 901]",1897,1620,2341,34
"[7, 271, 1897, 1620, 2521, 1122, 721]",1897,1620,2521,34
"[7, 271, 1897, 1620, 2791, 777, 451]",1897,1620,2791,34
"[7, 271, 1897, 1620, 3061, 342, 181]",1897,1620,3061,34
"[7, 271, 1897, 1620, 3331, 3148, 1531]",1897,1620,3331,34
"[7, 271, 1897, 1620, 3691, 2668, 1171]",1897,1620,3691,34
"[7, 271, 1897, 1620, 4231, 1648, 631]",1897,1620,4231,34
"[7, 271, 1897, 1620, 4951, 4679, 1531]",1897,1620,4951,34
"[7, 271, 1897, 1620, 5581, 3104, 901]",1897,1620,5581,34
"[7, 271, 1897, 1620, 5851, 2279, 631]",1897,1620,5851,34
"[7, 271, 1897, 1620, 6121, 1364, 361]",1897,1620,6121,34
"[7, 271, 1897, 1620, 6301, 704, 181]",1897,1620,6301,34
"[7, 271, 1897, 1620, 6571, 6210, 1531]",1897,1620,6571,34
"[7, 271, 1897, 1620, 6661, 5925, 1441]",1897,1620,6661,34
"[7, 271, 1897, 1620, 6841, 5325, 1261]",1897,1620,6841,34
"[7, 271, 1897, 1620, 7741, 1725, 361]",1897,1620,7741,34
"[7, 271, 1897, 1620, 8011, 450, 91]",1897,1620,8011,34
"[7, 271, 1897, 1620, 8191, 7741, 1531]",1897,1620,8191,34
"[7, 271, 1897, 1620, 8461, 6586, 1261]",1897,1620,8461,34
