"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[11, 271, 2981, 2700, 271, 244, 2431]",2981,2700,271,99.93
"[11, 271, 2981, 2700, 541, 433, 2161]",2981,2700,541,99.93
"[11, 271, 2981, 2700, 811, 568, 1891]",2981,2700,811,99.93
"[11, 271, 2981, 2700, 1621, 649, 1081]",2981,2700,1621,99.93
"[11, 271, 2981, 2700, 2161, 433, 541]",2981,2700,2161,99.93
"[11, 271, 2981, 2700, 2971, 2675, 2431]",2981,2700,2971,99.93
"[11, 271, 2981, 2700, 3511, 2459, 1891]",2981,2700,3511,99.93
"[11, 271, 2981, 2700, 4051, 2027, 1351]",2981,2700,4051,99.93
"[11, 271, 2981, 2700, 4591, 1379, 811]",2981,2700,4591,99.93
"[11, 271, 2981, 2700, 4861, 974, 541]",2981,2700,4861,99.93
"[11, 271, 2981, 2700, 6211, 4350, 1891]",2981,2700,6211,99.93
"[11, 271, 2981, 2700, 6481, 3891, 1621]",2981,2700,6481,99.93
"[11, 271, 2981, 2700, 7561, 1515, 541]",2981,2700,7561,99.93
"[11, 271, 2981, 2700, 8101, 3, 1]",2981,2700,8101,99.93
"[11, 271, 2981, 2700, 8641, 6916, 2161]",2981,2700,8641,99.93
"[11, 271, 2981, 2700, 9181, 5512, 1621]",2981,2700,9181,99.93
"[11, 271, 2981, 2700, 9721, 3892, 1081]",2981,2700,9721,99.93
"[11, 271, 2981, 2700, 10531, 1057, 271]",2981,2700,10531,99.93
"[11, 271, 2981, 2700, 11071, 9968, 2431]",2981,2700,11071,99.93
"[11, 271, 2981, 2700, 12421, 4973, 1081]",2981,2700,12421,99.93
"[11, 271, 2981, 2700, 14851, 7431, 1351]",2981,2700,14851,99.93
"[11, 271, 2981, 2700, 15121, 6054, 1081]",2981,2700,15121,99.93
"[11, 271, 2981, 2700, 15391, 4623, 811]",2981,2700,15391,99.93
"[11, 271, 2981, 2700, 15661, 3138, 541]",2981,2700,15661,99.93
"[11, 271, 2981, 2700, 16741, 13399, 2161]",2981,2700,16741,99.93
"[11, 271, 2981, 2700, 17011, 11914, 1891]",2981,2700,17011,99.93
"[11, 271, 2981, 2700, 17551, 8782, 1351]",2981,2700,17551,99.93
"[11, 271, 2981, 2700, 19441, 15560, 2161]",2981,2700,19441,99.93
"[11, 271, 2981, 2700, 20521, 8216, 1081]",2981,2700,20521,99.93
"[11, 271, 2981, 2700, 21061, 4220, 541]",2981,2700,21061,99.93
"[11, 271, 2981, 2700, 21601, 8, 1]",2981,2700,21601,99.93
"[11, 271, 2981, 2700, 21871, 19692, 2431]",2981,2700,21871,99.93
"[11, 271, 2981, 2700, 23761, 4761, 541]",2981,2700,23761,99.93
"[11, 271, 2981, 2700, 24571, 22123, 2431]",2981,2700,24571,99.93
"[11, 271, 2981, 2700, 24841, 19882, 2161]",2981,2700,24841,99.93
"[11, 271, 2981, 2700, 25111, 17587, 1891]",2981,2700,25111,99.93
"[11, 271, 2981, 2700, 26731, 2683, 271]",2981,2700,26731,99.93
"[11, 271, 2981, 2700, 27271, 24554, 2431]",2981,2700,27271,99.93
"[11, 271, 2981, 2700, 27541, 22043, 2161]",2981,2700,27541,99.93
"[11, 271, 2981, 2700, 28081, 16859, 1621]",2981,2700,28081,99.93
"[11, 271, 2981, 2700, 28351, 14186, 1351]",2981,2700,28351,99.93
"[11, 271, 2981, 2700, 28621, 11459, 1081]",2981,2700,28621,99.93
"[11, 271, 2981, 2700, 30241, 24204, 2161]",2981,2700,30241,99.93
"[11, 271, 2981, 2700, 30781, 18480, 1621]",2981,2700,30781,99.93
"[11, 271, 2981, 2700, 31051, 15537, 1351]",2981,2700,31051,99.93
"[11, 271, 2981, 2700, 31321, 12540, 1081]",2981,2700,31321,99.93
"[11, 271, 2981, 2700, 32401, 12, 1]",2981,2700,32401,99.93
"[11, 271, 2981, 2700, 32941, 26365, 2161]",2981,2700,32941,99.93
"[11, 271, 2981, 2700, 33211, 23260, 1891]",2981,2700,33211,99.93
"[11, 271, 2981, 2700, 33751, 16888, 1351]",2981,2700,33751,99.93
"[11, 271, 2981, 2700, 35911, 25151, 1891]",2981,2700,35911,99.93
"[11, 271, 2981, 2700, 36451, 18239, 1351]",2981,2700,36451,99.93
"[11, 271, 2981, 2700, 36721, 14702, 1081]",2981,2700,36721,99.93
"[11, 271, 2981, 2700, 38611, 27042, 1891]",2981,2700,38611,99.93
"[11, 271, 2981, 2700, 40231, 4038, 271]",2981,2700,40231,99.93
"[11, 271, 2981, 2700, 40771, 36709, 2431]",2981,2700,40771,99.93
"[11, 271, 2981, 2700, 41851, 20941, 1351]",2981,2700,41851,99.93
"[11, 271, 2981, 2700, 42391, 12733, 811]",2981,2700,42391,99.93
"[11, 271, 2981, 2700, 43201, 16, 1]",2981,2700,43201,99.93
"[11, 271, 2981, 2700, 44281, 26585, 1621]",2981,2700,44281,99.93
"[11, 271, 2981, 2700, 45361, 9089, 541]",2981,2700,45361,99.93
"[11, 271, 2981, 2700, 45631, 4580, 271]",2981,2700,45631,99.93
"[11, 271, 2981, 2700, 46171, 41571, 2431]",2981,2700,46171,99.93
"[11, 271, 2981, 2700, 46441, 37170, 2161]",2981,2700,46441,99.93
"[11, 271, 2981, 2700, 47251, 23643, 1351]",2981,2700,47251,99.93
"[11, 271, 2981, 2700, 47521, 19026, 1081]",2981,2700,47521,99.93
"[11, 271, 2981, 2700, 47791, 14355, 811]",2981,2700,47791,99.93
"[11, 271, 2981, 2700, 48871, 44002, 2431]",2981,2700,48871,99.93
"[11, 271, 2981, 2700, 49411, 34606, 1891]",2981,2700,49411,99.93
"[11, 271, 2981, 2700, 49681, 29827, 1621]",2981,2700,49681,99.93
"[11, 271, 2981, 2700, 50221, 20107, 1081]",2981,2700,50221,99.93
"[11, 271, 2981, 2700, 51031, 5122, 271]",2981,2700,51031,99.93
"[11, 271, 2981, 2700, 53731, 5393, 271]",2981,2700,53731,99.93
"[11, 271, 2981, 2700, 54001, 20, 1]",2981,2700,54001,99.93
"[11, 271, 2981, 2700, 54541, 43653, 2161]",2981,2700,54541,99.93
"[11, 271, 2981, 2700, 55351, 27696, 1351]",2981,2700,55351,99.93
"[11, 271, 2981, 2700, 55621, 22269, 1081]",2981,2700,55621,99.93
"[11, 271, 2981, 2700, 56431, 5664, 271]",2981,2700,56431,99.93
"[11, 271, 2981, 2700, 56701, 21, 1]",2981,2700,56701,99.93
"[11, 271, 2981, 2700, 57241, 45814, 2161]",2981,2700,57241,99.93
"[11, 271, 2981, 2700, 57781, 34690, 1621]",2981,2700,57781,99.93
"[11, 271, 2981, 2700, 58321, 23350, 1081]",2981,2700,58321,99.93
"[11, 271, 2981, 2700, 59671, 53726, 2431]",2981,2700,59671,99.93
"[11, 271, 2981, 2700, 61291, 18410, 811]",2981,2700,61291,99.93
"[11, 271, 2981, 2700, 61561, 12335, 541]",2981,2700,61561,99.93
"[11, 271, 2981, 2700, 65071, 58588, 2431]",2981,2700,65071,99.93
"[11, 271, 2981, 2700, 181, 169, 2521]",2981,2700,181,33.49
"[11, 271, 2981, 2700, 631, 484, 2071]",2981,2700,631,33.49
"[11, 271, 2981, 2700, 991, 628, 1711]",2981,2700,991,33.49
"[11, 271, 2981, 2700, 1171, 664, 1531]",2981,2700,1171,33.49
"[11, 271, 2981, 2700, 1531, 664, 1171]",2981,2700,1531,33.49
"[11, 271, 2981, 2700, 1801, 601, 901]",2981,2700,1801,33.49
"[11, 271, 2981, 2700, 2251, 376, 451]",2981,2700,2251,33.49
"[11, 271, 2981, 2700, 2341, 313, 361]",2981,2700,2341,33.49
"[11, 271, 2981, 2700, 2521, 169, 181]",2981,2700,2521,33.49
"[11, 271, 2981, 2700, 2791, 2699, 2611]",2981,2700,2791,33.49
"[11, 271, 2981, 2700, 3061, 2654, 2341]",2981,2700,3061,33.49
"[11, 271, 2981, 2700, 3331, 2555, 2071]",2981,2700,3331,33.49
"[11, 271, 2981, 2700, 3691, 2339, 1711]",2981,2700,3691,33.49
"[11, 271, 2981, 2700, 4231, 1835, 1171]",2981,2700,4231,33.49
"[11, 271, 2981, 2700, 4951, 827, 451]",2981,2700,4951,33.49
"[11, 271, 2981, 2700, 5581, 5211, 2521]",2981,2700,5581,33.49
"[11, 271, 2981, 2700, 5851, 4878, 2251]",2981,2700,5851,33.49
"[11, 271, 2981, 2700, 6121, 4491, 1981]",2981,2700,6121,33.49
"[11, 271, 2981, 2700, 6301, 4203, 1801]",2981,2700,6301,33.49
"[11, 271, 2981, 2700, 6571, 3726, 1531]",2981,2700,6571,33.49
"[11, 271, 2981, 2700, 6661, 3555, 1441]",2981,2700,6661,33.49
"[11, 271, 2981, 2700, 6841, 3195, 1261]",2981,2700,6841,33.49
"[11, 271, 2981, 2700, 7741, 1035, 361]",2981,2700,7741,33.49
"[11, 271, 2981, 2700, 8011, 270, 91]",2981,2700,8011,33.49
"[11, 271, 2981, 2700, 8191, 7921, 2611]",2981,2700,8191,33.49
"[11, 271, 2981, 2700, 8461, 7336, 2341]",2981,2700,8461,33.49
"[11, 271, 2981, 2700, 8731, 6697, 2071]",2981,2700,8731,33.49
"[11, 271, 2981, 2700, 8821, 6472, 1981]",2981,2700,8821,33.49
"[11, 271, 2981, 2700, 9001, 6004, 1801]",2981,2700,9001,33.49
"[11, 271, 2981, 2700, 9091, 5761, 1711]",2981,2700,9091,33.49
"[11, 271, 2981, 2700, 9631, 4177, 1171]",2981,2700,9631,33.49
"[11, 271, 2981, 2700, 9811, 3601, 991]",2981,2700,9811,33.49
"[11, 271, 2981, 2700, 9901, 3304, 901]",2981,2700,9901,33.49
"[11, 271, 2981, 2700, 10711, 361, 91]",2981,2700,10711,33.49
"[11, 271, 2981, 2700, 10891, 10532, 2611]",2981,2700,10891,33.49
"[11, 271, 2981, 2700, 11161, 9677, 2341]",2981,2700,11161,33.49
"[11, 271, 2981, 2700, 11251, 9380, 2251]",2981,2700,11251,33.49
"[11, 271, 2981, 2700, 11701, 7805, 1801]",2981,2700,11701,33.49
"[11, 271, 2981, 2700, 11971, 6788, 1531]",2981,2700,11971,33.49
"[11, 271, 2981, 2700, 12241, 5717, 1261]",2981,2700,12241,33.49
"[11, 271, 2981, 2700, 12511, 4592, 991]",2981,2700,12511,33.49
"[11, 271, 2981, 2700, 12601, 4205, 901]",2981,2700,12601,33.49
"[11, 271, 2981, 2700, 12781, 3413, 721]",2981,2700,12781,33.49
"[11, 271, 2981, 2700, 13411, 452, 91]",2981,2700,13411,33.49
"[11, 271, 2981, 2700, 13591, 13143, 2611]",2981,2700,13591,33.49
"[11, 271, 2981, 2700, 13681, 12774, 2521]",2981,2700,13681,33.49
"[11, 271, 2981, 2700, 14221, 10434, 1981]",2981,2700,14221,33.49
"[11, 271, 2981, 2700, 14401, 9606, 1801]",2981,2700,14401,33.49
"[11, 271, 2981, 2700, 15031, 6519, 1171]",2981,2700,15031,33.49
"[11, 271, 2981, 2700, 16111, 543, 91]",2981,2700,16111,33.49
"[11, 271, 2981, 2700, 16381, 15295, 2521]",2981,2700,16381,33.49
"[11, 271, 2981, 2700, 16561, 14359, 2341]",2981,2700,16561,33.49
"[11, 271, 2981, 2700, 16651, 13882, 2251]",2981,2700,16651,33.49
"[11, 271, 2981, 2700, 16831, 12910, 2071]",2981,2700,16831,33.49
"[11, 271, 2981, 2700, 16921, 12415, 1981]",2981,2700,16921,33.49
"[11, 271, 2981, 2700, 17191, 10894, 1711]",2981,2700,17191,33.49
"[11, 271, 2981, 2700, 17911, 6574, 991]",2981,2700,17911,33.49
"[11, 271, 2981, 2700, 18181, 4855, 721]",2981,2700,18181,33.49
"[11, 271, 2981, 2700, 18451, 3082, 451]",2981,2700,18451,33.49
"[11, 271, 2981, 2700, 18541, 2479, 361]",2981,2700,18541,33.49
"[11, 271, 2981, 2700, 19081, 17816, 2521]",2981,2700,19081,33.49
"[11, 271, 2981, 2700, 19531, 14981, 2071]",2981,2700,19531,33.49
"[11, 271, 2981, 2700, 19801, 13208, 1801]",2981,2700,19801,33.49
"[11, 271, 2981, 2700, 19891, 12605, 1711]",2981,2700,19891,33.49
"[11, 271, 2981, 2700, 20071, 11381, 1531]",2981,2700,20071,33.49
"[11, 271, 2981, 2700, 20161, 10760, 1441]",2981,2700,20161,33.49
"[11, 271, 2981, 2700, 20341, 9500, 1261]",2981,2700,20341,33.49
"[11, 271, 2981, 2700, 20431, 8861, 1171]",2981,2700,20431,33.49
"[11, 271, 2981, 2700, 20611, 7565, 991]",2981,2700,20611,33.49
"[11, 271, 2981, 2700, 21961, 19041, 2341]",2981,2700,21961,33.49
"[11, 271, 2981, 2700, 22051, 18384, 2251]",2981,2700,22051,33.49
"[11, 271, 2981, 2700, 22501, 15009, 1801]",2981,2700,22501,33.49
"[11, 271, 2981, 2700, 22861, 12201, 1441]",2981,2700,22861,33.49
"[11, 271, 2981, 2700, 23041, 10761, 1261]",2981,2700,23041,33.49
"[11, 271, 2981, 2700, 23131, 10032, 1171]",2981,2700,23131,33.49
"[11, 271, 2981, 2700, 23311, 8556, 991]",2981,2700,23311,33.49
"[11, 271, 2981, 2700, 23581, 6297, 721]",2981,2700,23581,33.49
"[11, 271, 2981, 2700, 23671, 5532, 631]",2981,2700,23671,33.49
"[11, 271, 2981, 2700, 24121, 1617, 181]",2981,2700,24121,33.49
"[11, 271, 2981, 2700, 24391, 23587, 2611]",2981,2700,24391,33.49
"[11, 271, 2981, 2700, 24481, 22858, 2521]",2981,2700,24481,33.49
"[11, 271, 2981, 2700, 25471, 14443, 1531]",2981,2700,25471,33.49
"[11, 271, 2981, 2700, 25561, 13642, 1441]",2981,2700,25561,33.49
"[11, 271, 2981, 2700, 25741, 12022, 1261]",2981,2700,25741,33.49
"[11, 271, 2981, 2700, 26371, 6163, 631]",2981,2700,26371,33.49
