"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[11, 17, 187, 160, 241, 122, 81]",187,160,241,100
"[11, 17, 187, 160, 401, 203, 81]",187,160,401,100
"[11, 17, 187, 160, 641, 4, 1]",187,160,641,100
"[11, 17, 187, 160, 881, 446, 81]",187,160,881,100
"[11, 17, 187, 160, 1201, 608, 81]",187,160,1201,100
"[11, 17, 187, 160, 1361, 689, 81]",187,160,1361,100
"[11, 17, 187, 160, 1601, 10, 1]",187,160,1601,100
"[11, 17, 187, 160, 2081, 13, 1]",187,160,2081,100
"[11, 17, 187, 160, 2161, 1094, 81]",187,160,2161,100
"[11, 17, 187, 160, 2801, 1418, 81]",187,160,2801,100
"[11, 17, 187, 160, 3041, 19, 1]",187,160,3041,100
"[11, 17, 187, 160, 3121, 1580, 81]",187,160,3121,100
"[11, 17, 187, 160, 3361, 21, 1]",187,160,3361,100
"[11, 17, 187, 160, 3761, 1904, 81]",187,160,3761,100
"[11, 17, 187, 160, 4001, 25, 1]",187,160,4001,100
"[11, 17, 187, 160, 4241, 2147, 81]",187,160,4241,100
"[11, 17, 187, 160, 4481, 28, 1]",187,160,4481,100
"[11, 17, 187, 160, 4561, 2309, 81]",187,160,4561,100
"[11, 17, 187, 160, 4721, 2390, 81]",187,160,4721,100
"[11, 17, 187, 160, 4801, 30, 1]",187,160,4801,100
"[11, 17, 187, 160, 5281, 33, 1]",187,160,5281,100
"[11, 17, 187, 160, 5441, 34, 1]",187,160,5441,100
"[11, 17, 187, 160, 5521, 2795, 81]",187,160,5521,100
"[11, 17, 187, 160, 6481, 3281, 81]",187,160,6481,100
"[11, 17, 187, 160, 6961, 3524, 81]",187,160,6961,100
"[11, 17, 187, 160, 7121, 3605, 81]",187,160,7121,100
"[11, 17, 187, 160, 7681, 48, 1]",187,160,7681,100
"[11, 17, 187, 160, 7841, 49, 1]",187,160,7841,100
"[11, 17, 187, 160, 8081, 4091, 81]",187,160,8081,100
"[11, 17, 187, 160, 8161, 51, 1]",187,160,8161,100
"[11, 17, 187, 160, 8641, 54, 1]",187,160,8641,100
"[11, 17, 187, 160, 9041, 4577, 81]",187,160,9041,100
"[11, 17, 187, 160, 9281, 58, 1]",187,160,9281,100
"[11, 17, 187, 160, 9521, 4820, 81]",187,160,9521,100
"[11, 17, 187, 160, 9601, 60, 1]",187,160,9601,100
"[11, 17, 187, 160, 10321, 5225, 81]",187,160,10321,100
"[11, 17, 187, 160, 11681, 73, 1]",187,160,11681,100
"[11, 17, 187, 160, 12161, 76, 1]",187,160,12161,100
"[11, 17, 187, 160, 12241, 6197, 81]",187,160,12241,100
"[11, 17, 187, 160, 12401, 6278, 81]",187,160,12401,100
"[11, 17, 187, 160, 12641, 79, 1]",187,160,12641,100
"[11, 17, 187, 160, 12721, 6440, 81]",187,160,12721,100
"[11, 17, 187, 160, 13121, 82, 1]",187,160,13121,100
"[11, 17, 187, 160, 13441, 84, 1]",187,160,13441,100
"[11, 17, 187, 160, 13681, 6926, 81]",187,160,13681,100
"[11, 17, 187, 160, 13841, 7007, 81]",187,160,13841,100
"[11, 17, 187, 160, 13921, 87, 1]",187,160,13921,100
"[11, 17, 187, 160, 14081, 88, 1]",187,160,14081,100
"[11, 17, 187, 160, 14321, 7250, 81]",187,160,14321,100
"[11, 17, 187, 160, 14401, 90, 1]",187,160,14401,100
"[11, 17, 187, 160, 14561, 91, 1]",187,160,14561,100
"[11, 17, 187, 160, 15121, 7655, 81]",187,160,15121,100
"[11, 17, 187, 160, 15361, 96, 1]",187,160,15361,100
"[11, 17, 187, 160, 15601, 7898, 81]",187,160,15601,100
"[11, 17, 187, 160, 15761, 7979, 81]",187,160,15761,100
"[11, 17, 187, 160, 16001, 100, 1]",187,160,16001,100
"[11, 17, 187, 160, 16481, 103, 1]",187,160,16481,100
"[11, 17, 187, 160, 16561, 8384, 81]",187,160,16561,100
"[11, 17, 187, 160, 17041, 8627, 81]",187,160,17041,100
"[11, 17, 187, 160, 17681, 8951, 81]",187,160,17681,100
"[11, 17, 187, 160, 17761, 111, 1]",187,160,17761,100
"[11, 17, 187, 160, 17921, 112, 1]",187,160,17921,100
"[11, 17, 187, 160, 18401, 115, 1]",187,160,18401,100
"[11, 17, 187, 160, 18481, 9356, 81]",187,160,18481,100
"[11, 17, 187, 160, 19121, 9680, 81]",187,160,19121,100
"[11, 17, 187, 160, 19441, 9842, 81]",187,160,19441,100
"[11, 17, 187, 160, 19681, 123, 1]",187,160,19681,100
"[11, 17, 187, 160, 19841, 124, 1]",187,160,19841,100
"[11, 17, 187, 160, 20161, 126, 1]",187,160,20161,100
"[11, 17, 187, 160, 20641, 129, 1]",187,160,20641,100
"[11, 17, 187, 160, 21121, 132, 1]",187,160,21121,100
"[11, 17, 187, 160, 21521, 10895, 81]",187,160,21521,100
"[11, 17, 187, 160, 21601, 135, 1]",187,160,21601,100
"[11, 17, 187, 160, 21841, 11057, 81]",187,160,21841,100
"[11, 17, 187, 160, 22481, 11381, 81]",187,160,22481,100
"[11, 17, 187, 160, 22721, 142, 1]",187,160,22721,100
"[11, 17, 187, 160, 22961, 11624, 81]",187,160,22961,100
"[11, 17, 187, 160, 23041, 144, 1]",187,160,23041,100
"[11, 17, 187, 160, 23201, 145, 1]",187,160,23201,100
"[11, 17, 187, 160, 23761, 12029, 81]",187,160,23761,100
"[11, 17, 187, 160, 24001, 150, 1]",187,160,24001,100
"[11, 17, 187, 160, 24481, 153, 1]",187,160,24481,100
"[11, 17, 187, 160, 25121, 157, 1]",187,160,25121,100
"[11, 17, 187, 160, 25601, 160, 1]",187,160,25601,100
"[11, 17, 187, 160, 25841, 13082, 81]",187,160,25841,100
"[11, 17, 187, 160, 26161, 13244, 81]",187,160,26161,100
"[11, 17, 187, 160, 26321, 13325, 81]",187,160,26321,100
"[11, 17, 187, 160, 26561, 166, 1]",187,160,26561,100
"[11, 17, 187, 160, 26641, 13487, 81]",187,160,26641,100
"[11, 17, 187, 160, 26801, 13568, 81]",187,160,26801,100
"[11, 17, 187, 160, 26881, 168, 1]",187,160,26881,100
"[11, 17, 187, 160, 27281, 13811, 81]",187,160,27281,100
"[11, 17, 187, 160, 27361, 171, 1]",187,160,27361,100
"[11, 17, 187, 160, 28001, 175, 1]",187,160,28001,100
"[11, 17, 187, 160, 28081, 14216, 81]",187,160,28081,100
"[11, 17, 187, 160, 28961, 181, 1]",187,160,28961,100
"[11, 17, 187, 160, 29201, 14783, 81]",187,160,29201,100
