"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[41, 17, 697, 640, 241, 151, 401]",697,640,241,99.71
"[41, 17, 697, 640, 401, 151, 241]",697,640,401,99.71
"[41, 17, 697, 640, 641, 1, 1]",697,640,641,99.71
"[41, 17, 697, 640, 881, 552, 401]",697,640,881,99.71
"[41, 17, 697, 640, 1201, 152, 81]",697,640,1201,99.71
"[41, 17, 697, 640, 1361, 1193, 561]",697,640,1361,99.71
"[41, 17, 697, 640, 1601, 803, 321]",697,640,1601,99.71
"[41, 17, 697, 640, 2081, 1564, 481]",697,640,2081,99.71
"[41, 17, 697, 640, 2161, 1354, 401]",697,640,2161,99.71
"[41, 17, 697, 640, 2801, 1755, 401]",697,640,2801,99.71
"[41, 17, 697, 640, 3041, 765, 161]",697,640,3041,99.71
"[41, 17, 697, 640, 3121, 395, 81]",697,640,3121,99.71
"[41, 17, 697, 640, 3361, 2526, 481]",697,640,3361,99.71
"[41, 17, 697, 640, 3761, 476, 81]",697,640,3761,99.71
"[41, 17, 697, 640, 4001, 3007, 481]",697,640,4001,99.71
"[41, 17, 697, 640, 4241, 1597, 241]",697,640,4241,99.71
"[41, 17, 697, 640, 4481, 7, 1]",697,640,4481,99.71
"[41, 17, 697, 640, 4561, 3998, 561]",697,640,4561,99.71
"[41, 17, 697, 640, 4721, 2958, 401]",697,640,4721,99.71
"[41, 17, 697, 640, 4801, 2408, 321]",697,640,4801,99.71
"[41, 17, 697, 640, 5281, 3969, 481]",697,640,5281,99.71
"[41, 17, 697, 640, 5441, 2729, 321]",697,640,5441,99.71
"[41, 17, 697, 640, 5521, 2079, 241]",697,640,5521,99.71
"[41, 17, 697, 640, 6481, 5681, 561]",697,640,6481,99.71
"[41, 17, 697, 640, 6961, 881, 81]",697,640,6961,99.71
"[41, 17, 697, 640, 7121, 6242, 561]",697,640,7121,99.71
"[41, 17, 697, 640, 7681, 12, 1]",697,640,7681,99.71
"[41, 17, 697, 640, 7841, 5893, 481]",697,640,7841,99.71
"[41, 17, 697, 640, 8081, 3043, 241]",697,640,8081,99.71
"[41, 17, 697, 640, 8161, 2053, 161]",697,640,8161,99.71
"[41, 17, 697, 640, 8641, 4334, 321]",697,640,8641,99.71
"[41, 17, 697, 640, 9041, 7925, 561]",697,640,9041,99.71
"[41, 17, 697, 640, 9281, 4655, 321]",697,640,9281,99.71
"[41, 17, 697, 640, 9521, 1205, 81]",697,640,9521,99.71
"[41, 17, 697, 640, 9601, 15, 1]",697,640,9601,99.71
"[41, 17, 697, 640, 10321, 9047, 561]",697,640,10321,99.71
"[41, 17, 697, 640, 11681, 8779, 481]",697,640,11681,99.71
