"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[67, 389, 26063, 25608, 25609, 1, 1]",26063,25608,25609,99.99
"[67, 389, 26063, 25608, 51217, 2, 1]",26063,25608,51217,99.99
"[67, 389, 26063, 25608, 19207, 14406, 19207]",26063,25608,19207,50.12
"[67, 389, 26063, 25608, 8537, 2846, 8537]",26063,25608,8537,34.32
"[67, 389, 26063, 25608, 21341, 17785, 21341]",26063,25608,21341,34.32
"[67, 389, 26063, 25608, 59753, 19920, 8537]",26063,25608,59753,34.32
"[67, 389, 26063, 25608, 14939, 8715, 14939]",26063,25608,14939,17.2
"[67, 389, 26063, 25608, 27743, 2313, 2135]",26063,25608,27743,17.2
"[67, 389, 26063, 25608, 4657, 2117, 11641]",26063,25608,4657,10.44
"[67, 389, 26063, 25608, 5821, 794, 3493]",26063,25608,5821,10.44
"[67, 389, 26063, 25608, 10477, 3334, 8149]",26063,25608,10477,10.44
"[67, 389, 26063, 25608, 29101, 6615, 5821]",26063,25608,29101,10.44
"[67, 389, 26063, 25608, 33757, 13811, 10477]",26063,25608,33757,10.44
"[67, 389, 26063, 25608, 48889, 40002, 20953]",26063,25608,48889,10.44
"[67, 389, 26063, 25608, 50053, 34129, 17461]",26063,25608,50053,10.44
"[67, 389, 26063, 25608, 54709, 12436, 5821]",26063,25608,54709,10.44
"[67, 389, 26063, 25608, 57037, 7780, 3493]",26063,25608,57037,10.44
"[67, 389, 26063, 25608, 1747, 278, 4075]",26063,25608,1747,5.23
"[67, 389, 26063, 25608, 8731, 5358, 15715]",26063,25608,8731,5.23
"[67, 389, 26063, 25608, 11059, 7792, 18043]",26063,25608,11059,5.23
"[67, 389, 26063, 25608, 14551, 9591, 16879]",26063,25608,14551,5.23
"[67, 389, 26063, 25608, 16879, 9591, 14551]",26063,25608,16879,5.23
"[67, 389, 26063, 25608, 18043, 7792, 11059]",26063,25608,18043,5.23
"[67, 389, 26063, 25608, 22699, 22184, 25027]",26063,25608,22699,5.23
"[67, 389, 26063, 25608, 29683, 2025, 1747]",26063,25608,29683,5.23
"[67, 389, 26063, 25608, 37831, 14618, 9895]",26063,25608,37831,5.23
"[67, 389, 26063, 25608, 42487, 24142, 14551]",26063,25608,42487,5.23
"[67, 389, 26063, 25608, 43651, 18851, 11059]",26063,25608,43651,5.23
"[67, 389, 26063, 25608, 45979, 36576, 20371]",26063,25608,45979,5.23
"[67, 389, 26063, 25608, 47143, 5359, 2911]",26063,25608,47143,5.23
"[67, 389, 26063, 25608, 52963, 8428, 4075]",26063,25608,52963,5.23
"[67, 389, 26063, 25608, 55291, 3772, 1747]",26063,25608,55291,5.23
"[67, 389, 26063, 25608, 63439, 24513, 9895]",26063,25608,63439,5.23
"[67, 389, 26063, 25608, 389, 112, 7373]",26063,25608,389,4.47
"[67, 389, 26063, 25608, 1553, 1506, 24833]",26063,25608,1553,4.47
"[67, 389, 26063, 25608, 3881, 941, 6209]",26063,25608,3881,4.47
"[67, 389, 26063, 25608, 19013, 12388, 16685]",26063,25608,19013,4.47
"[67, 389, 26063, 25608, 20177, 10395, 13193]",26063,25608,20177,4.47
"[67, 389, 26063, 25608, 23669, 4663, 5045]",26063,25608,23669,4.47
"[67, 389, 26063, 25608, 25997, 7485, 7373]",26063,25608,25997,4.47
"[67, 389, 26063, 25608, 31817, 4822, 3881]",26063,25608,31817,4.47
"[67, 389, 26063, 25608, 36473, 25422, 17849]",26063,25608,36473,4.47
"[67, 389, 26063, 25608, 42293, 31401, 19013]",26063,25608,42293,4.47
"[67, 389, 26063, 25608, 43457, 18438, 10865]",26063,25608,43457,4.47
"[67, 389, 26063, 25608, 44621, 29073, 16685]",26063,25608,44621,4.47
"[67, 389, 26063, 25608, 49277, 9708, 5045]",26063,25608,49277,4.47
"[67, 389, 26063, 25608, 50441, 3059, 1553]",26063,25608,50441,4.47
"[67, 389, 26063, 25608, 52769, 51172, 24833]",26063,25608,52769,4.47
"[67, 389, 26063, 25608, 60917, 23077, 9701]",26063,25608,60917,4.47
"[67, 389, 26063, 25608, 62081, 43271, 17849]",26063,25608,62081,4.47
"[67, 389, 26063, 25608, 971, 743, 19595]",26063,25608,971,2.23
"[67, 389, 26063, 25608, 3299, 425, 3299]",26063,25608,3299,2.23
"[67, 389, 26063, 25608, 4463, 1995, 11447]",26063,25608,4463,2.23
"[67, 389, 26063, 25608, 6791, 3653, 13775]",26063,25608,6791,2.23
"[67, 389, 26063, 25608, 11447, 1995, 4463]",26063,25608,11447,2.23
"[67, 389, 26063, 25608, 12611, 5064, 10283]",26063,25608,12611,2.23
"[67, 389, 26063, 25608, 16103, 10126, 16103]",26063,25608,16103,2.23
"[67, 389, 26063, 25608, 20759, 14941, 18431]",26063,25608,20759,2.23
"[67, 389, 26063, 25608, 23087, 22913, 25415]",26063,25608,23087,2.23
"[67, 389, 26063, 25608, 24251, 16352, 17267]",26063,25608,24251,2.23
"[67, 389, 26063, 25608, 30071, 13442, 11447]",26063,25608,30071,2.23
"[67, 389, 26063, 25608, 33563, 7375, 5627]",26063,25608,33563,2.23
"[67, 389, 26063, 25608, 38219, 15347, 10283]",26063,25608,38219,2.23
"[67, 389, 26063, 25608, 39383, 10444, 6791]",26063,25608,39383,2.23
"[67, 389, 26063, 25608, 56843, 17658, 7955]",26063,25608,56843,2.23
"[67, 389, 26063, 25608, 397, 264, 17029]",26063,25608,397,1.27
"[67, 389, 26063, 25608, 661, 460, 17821]",26063,25608,661,1.27
"[67, 389, 26063, 25608, 1321, 109, 2113]",26063,25608,1321,1.27
"[67, 389, 26063, 25608, 1453, 1131, 19933]",26063,25608,1453,1.27
"[67, 389, 26063, 25608, 2113, 109, 1321]",26063,25608,2113,1.27
"[67, 389, 26063, 25608, 2377, 1936, 20857]",26063,25608,2377,1.27
"[67, 389, 26063, 25608, 3037, 1456, 12277]",26063,25608,3037,1.27
"[67, 389, 26063, 25608, 3169, 1993, 16105]",26063,25608,3169,1.27
"[67, 389, 26063, 25608, 3301, 2059, 15973]",26063,25608,3301,1.27
"[67, 389, 26063, 25608, 3433, 3150, 23497]",26063,25608,3433,1.27
"[67, 389, 26063, 25608, 3697, 1296, 8977]",26063,25608,3697,1.27
"[67, 389, 26063, 25608, 4093, 612, 3829]",26063,25608,4093,1.27
"[67, 389, 26063, 25608, 4357, 1999, 11749]",26063,25608,4357,1.27
"[67, 389, 26063, 25608, 4621, 24, 133]",26063,25608,4621,1.27
"[67, 389, 26063, 25608, 5281, 4519, 21913]",26063,25608,5281,1.27
"[67, 389, 26063, 25608, 5413, 1200, 5677]",26063,25608,5413,1.27
"[67, 389, 26063, 25608, 6073, 2755, 11617]",26063,25608,6073,1.27
"[67, 389, 26063, 25608, 6337, 4704, 19009]",26063,25608,6337,1.27
"[67, 389, 26063, 25608, 6469, 5769, 22837]",26063,25608,6469,1.27
"[67, 389, 26063, 25608, 6733, 3575, 13597]",26063,25608,6733,1.27
"[67, 389, 26063, 25608, 6997, 6312, 23101]",26063,25608,6997,1.27
"[67, 389, 26063, 25608, 7129, 3969, 14257]",26063,25608,7129,1.27
"[67, 389, 26063, 25608, 7393, 2363, 8185]",26063,25608,7393,1.27
"[67, 389, 26063, 25608, 7789, 4216, 13861]",26063,25608,7789,1.27
"[67, 389, 26063, 25608, 8053, 4774, 15181]",26063,25608,8053,1.27
"[67, 389, 26063, 25608, 8317, 7760, 23893]",26063,25608,8317,1.27
"[67, 389, 26063, 25608, 8581, 7564, 22573]",26063,25608,8581,1.27
"[67, 389, 26063, 25608, 8713, 5300, 15577]",26063,25608,8713,1.27
"[67, 389, 26063, 25608, 9109, 6433, 18085]",26063,25608,9109,1.27
"[67, 389, 26063, 25608, 9241, 7336, 20329]",26063,25608,9241,1.27
"[67, 389, 26063, 25608, 9769, 8158, 21385]",26063,25608,9769,1.27
"[67, 389, 26063, 25608, 9901, 868, 2245]",26063,25608,9901,1.27
"[67, 389, 26063, 25608, 10429, 5860, 14389]",26063,25608,10429,1.27
"[67, 389, 26063, 25608, 10957, 2542, 5941]",26063,25608,10957,1.27
"[67, 389, 26063, 25608, 11353, 7257, 16369]",26063,25608,11353,1.27
"[67, 389, 26063, 25608, 11617, 2755, 6073]",26063,25608,11617,1.27
"[67, 389, 26063, 25608, 12277, 1456, 3037]",26063,25608,12277,1.27
"[67, 389, 26063, 25608, 12409, 9723, 20065]",26063,25608,12409,1.27
"[67, 389, 26063, 25608, 12541, 453, 925]",26063,25608,12541,1.27
"[67, 389, 26063, 25608, 13597, 3575, 6733]",26063,25608,13597,1.27
"[67, 389, 26063, 25608, 13729, 13588, 25345]",26063,25608,13729,1.27
