"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[3, 41, 123, 80, 41, 21, 41]",123,80,41,98.36
"[3, 41, 123, 80, 241, 3, 1]",123,80,241,98.36
"[3, 41, 123, 80, 281, 144, 41]",123,80,281,98.36
"[3, 41, 123, 80, 401, 5, 1]",123,80,401,98.36
"[3, 41, 123, 80, 521, 267, 41]",123,80,521,98.36
"[3, 41, 123, 80, 601, 308, 41]",123,80,601,98.36
"[3, 41, 123, 80, 641, 8, 1]",123,80,641,98.36
"[3, 41, 123, 80, 761, 390, 41]",123,80,761,98.36
"[3, 41, 123, 80, 881, 11, 1]",123,80,881,98.36
"[3, 41, 123, 80, 1201, 15, 1]",123,80,1201,98.36
"[3, 41, 123, 80, 1321, 677, 41]",123,80,1321,98.36
"[3, 41, 123, 80, 1361, 17, 1]",123,80,1361,98.36
"[3, 41, 123, 80, 1481, 759, 41]",123,80,1481,98.36
"[3, 41, 123, 80, 1601, 20, 1]",123,80,1601,98.36
"[3, 41, 123, 80, 1721, 882, 41]",123,80,1721,98.36
"[3, 41, 123, 80, 1801, 923, 41]",123,80,1801,98.36
"[3, 41, 123, 80, 2081, 26, 1]",123,80,2081,98.36
"[3, 41, 123, 80, 2161, 27, 1]",123,80,2161,98.36
"[3, 41, 123, 80, 2281, 1169, 41]",123,80,2281,98.36
"[3, 41, 123, 80, 2441, 1251, 41]",123,80,2441,98.36
"[3, 41, 123, 80, 2521, 1292, 41]",123,80,2521,98.36
"[3, 41, 123, 80, 2801, 35, 1]",123,80,2801,98.36
"[3, 41, 123, 80, 3001, 1538, 41]",123,80,3001,98.36
"[3, 41, 123, 80, 3041, 38, 1]",123,80,3041,98.36
"[3, 41, 123, 80, 3121, 39, 1]",123,80,3121,98.36
"[3, 41, 123, 80, 3361, 42, 1]",123,80,3361,98.36
"[3, 41, 123, 80, 3761, 47, 1]",123,80,3761,98.36
"[3, 41, 123, 80, 3881, 1989, 41]",123,80,3881,98.36
"[3, 41, 123, 80, 4001, 50, 1]",123,80,4001,98.36
"[3, 41, 123, 80, 4201, 2153, 41]",123,80,4201,98.36
"[3, 41, 123, 80, 4241, 53, 1]",123,80,4241,98.36
"[3, 41, 123, 80, 4441, 2276, 41]",123,80,4441,98.36
"[3, 41, 123, 80, 4481, 56, 1]",123,80,4481,98.36
"[3, 41, 123, 80, 4561, 57, 1]",123,80,4561,98.36
"[3, 41, 123, 80, 4721, 59, 1]",123,80,4721,98.36
"[3, 41, 123, 80, 4801, 60, 1]",123,80,4801,98.36
"[3, 41, 123, 80, 5081, 2604, 41]",123,80,5081,98.36
"[3, 41, 123, 80, 5281, 66, 1]",123,80,5281,98.36
"[3, 41, 123, 80, 5441, 68, 1]",123,80,5441,98.36
"[3, 41, 123, 80, 5521, 69, 1]",123,80,5521,98.36
"[3, 41, 123, 80, 5641, 2891, 41]",123,80,5641,98.36
"[3, 41, 123, 80, 5801, 2973, 41]",123,80,5801,98.36
"[3, 41, 123, 80, 5881, 3014, 41]",123,80,5881,98.36
"[3, 41, 123, 80, 6121, 3137, 41]",123,80,6121,98.36
"[3, 41, 123, 80, 6361, 3260, 41]",123,80,6361,98.36
"[3, 41, 123, 80, 6481, 81, 1]",123,80,6481,98.36
"[3, 41, 123, 80, 6521, 3342, 41]",123,80,6521,98.36
"[3, 41, 123, 80, 6761, 3465, 41]",123,80,6761,98.36
"[3, 41, 123, 80, 6841, 3506, 41]",123,80,6841,98.36
"[3, 41, 123, 80, 6961, 87, 1]",123,80,6961,98.36
"[3, 41, 123, 80, 7001, 3588, 41]",123,80,7001,98.36
"[3, 41, 123, 80, 7121, 89, 1]",123,80,7121,98.36
"[3, 41, 123, 80, 7321, 3752, 41]",123,80,7321,98.36
"[3, 41, 123, 80, 7481, 3834, 41]",123,80,7481,98.36
"[3, 41, 123, 80, 7561, 3875, 41]",123,80,7561,98.36
"[3, 41, 123, 80, 7681, 96, 1]",123,80,7681,98.36
"[3, 41, 123, 80, 7841, 98, 1]",123,80,7841,98.36
"[3, 41, 123, 80, 8081, 101, 1]",123,80,8081,98.36
"[3, 41, 123, 80, 8161, 102, 1]",123,80,8161,98.36
"[3, 41, 123, 80, 8521, 4367, 41]",123,80,8521,98.36
"[3, 41, 123, 80, 8641, 108, 1]",123,80,8641,98.36
"[3, 41, 123, 80, 8681, 4449, 41]",123,80,8681,98.36
"[3, 41, 123, 80, 8761, 4490, 41]",123,80,8761,98.36
"[3, 41, 123, 80, 9001, 4613, 41]",123,80,9001,98.36
"[3, 41, 123, 80, 9041, 113, 1]",123,80,9041,98.36
"[3, 41, 123, 80, 9161, 4695, 41]",123,80,9161,98.36
"[3, 41, 123, 80, 9241, 4736, 41]",123,80,9241,98.36
"[3, 41, 123, 80, 9281, 116, 1]",123,80,9281,98.36
"[3, 41, 123, 80, 9521, 119, 1]",123,80,9521,98.36
"[3, 41, 123, 80, 9601, 120, 1]",123,80,9601,98.36
"[3, 41, 123, 80, 9721, 4982, 41]",123,80,9721,98.36
"[3, 41, 123, 80, 10321, 129, 1]",123,80,10321,98.36
"[3, 41, 123, 80, 10601, 5433, 41]",123,80,10601,98.36
"[3, 41, 123, 80, 11161, 5720, 41]",123,80,11161,98.36
"[3, 41, 123, 80, 11321, 5802, 41]",123,80,11321,98.36
"[3, 41, 123, 80, 11681, 146, 1]",123,80,11681,98.36
