"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 41, 205, 160, 41, 31, 121]",205,160,41,99.02
"[5, 41, 205, 160, 241, 122, 81]",205,160,241,99.02
"[5, 41, 205, 160, 281, 72, 41]",205,160,281,99.02
"[5, 41, 205, 160, 401, 203, 81]",205,160,401,99.02
"[5, 41, 205, 160, 521, 394, 121]",205,160,521,99.02
"[5, 41, 205, 160, 601, 154, 41]",205,160,601,99.02
"[5, 41, 205, 160, 641, 4, 1]",205,160,641,99.02
"[5, 41, 205, 160, 761, 195, 41]",205,160,761,99.02
"[5, 41, 205, 160, 881, 446, 81]",205,160,881,99.02
"[5, 41, 205, 160, 1201, 608, 81]",205,160,1201,99.02
"[5, 41, 205, 160, 1321, 999, 121]",205,160,1321,99.02
"[5, 41, 205, 160, 1361, 689, 81]",205,160,1361,99.02
"[5, 41, 205, 160, 1481, 1120, 121]",205,160,1481,99.02
"[5, 41, 205, 160, 1601, 10, 1]",205,160,1601,99.02
"[5, 41, 205, 160, 1721, 441, 41]",205,160,1721,99.02
"[5, 41, 205, 160, 1801, 1362, 121]",205,160,1801,99.02
"[5, 41, 205, 160, 2081, 13, 1]",205,160,2081,99.02
"[5, 41, 205, 160, 2161, 1094, 81]",205,160,2161,99.02
"[5, 41, 205, 160, 2281, 1725, 121]",205,160,2281,99.02
"[5, 41, 205, 160, 2441, 1846, 121]",205,160,2441,99.02
"[5, 41, 205, 160, 2521, 646, 41]",205,160,2521,99.02
"[5, 41, 205, 160, 2801, 1418, 81]",205,160,2801,99.02
"[5, 41, 205, 160, 3001, 769, 41]",205,160,3001,99.02
"[5, 41, 205, 160, 3041, 19, 1]",205,160,3041,99.02
"[5, 41, 205, 160, 3121, 1580, 81]",205,160,3121,99.02
"[5, 41, 205, 160, 3361, 21, 1]",205,160,3361,99.02
"[5, 41, 205, 160, 3761, 1904, 81]",205,160,3761,99.02
"[5, 41, 205, 160, 3881, 2935, 121]",205,160,3881,99.02
"[5, 41, 205, 160, 4001, 25, 1]",205,160,4001,99.02
"[5, 41, 205, 160, 4201, 3177, 121]",205,160,4201,99.02
"[5, 41, 205, 160, 4241, 2147, 81]",205,160,4241,99.02
"[5, 41, 205, 160, 4441, 1138, 41]",205,160,4441,99.02
"[5, 41, 205, 160, 4481, 28, 1]",205,160,4481,99.02
"[5, 41, 205, 160, 4561, 2309, 81]",205,160,4561,99.02
"[5, 41, 205, 160, 4721, 2390, 81]",205,160,4721,99.02
"[5, 41, 205, 160, 4801, 30, 1]",205,160,4801,99.02
"[5, 41, 205, 160, 5081, 1302, 41]",205,160,5081,99.02
"[5, 41, 205, 160, 5281, 33, 1]",205,160,5281,99.02
"[5, 41, 205, 160, 5441, 34, 1]",205,160,5441,99.02
"[5, 41, 205, 160, 5521, 2795, 81]",205,160,5521,99.02
"[5, 41, 205, 160, 5641, 4266, 121]",205,160,5641,99.02
"[5, 41, 205, 160, 5801, 4387, 121]",205,160,5801,99.02
"[5, 41, 205, 160, 5881, 1507, 41]",205,160,5881,99.02
"[5, 41, 205, 160, 6121, 4629, 121]",205,160,6121,99.02
"[5, 41, 205, 160, 6361, 1630, 41]",205,160,6361,99.02
"[5, 41, 205, 160, 6481, 3281, 81]",205,160,6481,99.02
"[5, 41, 205, 160, 6521, 1671, 41]",205,160,6521,99.02
"[5, 41, 205, 160, 6761, 5113, 121]",205,160,6761,99.02
"[5, 41, 205, 160, 6841, 1753, 41]",205,160,6841,99.02
"[5, 41, 205, 160, 6961, 3524, 81]",205,160,6961,99.02
"[5, 41, 205, 160, 7001, 1794, 41]",205,160,7001,99.02
"[5, 41, 205, 160, 7121, 3605, 81]",205,160,7121,99.02
"[5, 41, 205, 160, 7321, 1876, 41]",205,160,7321,99.02
"[5, 41, 205, 160, 7481, 1917, 41]",205,160,7481,99.02
"[5, 41, 205, 160, 7561, 5718, 121]",205,160,7561,99.02
"[5, 41, 205, 160, 7681, 48, 1]",205,160,7681,99.02
"[5, 41, 205, 160, 7841, 49, 1]",205,160,7841,99.02
"[5, 41, 205, 160, 8081, 4091, 81]",205,160,8081,99.02
"[5, 41, 205, 160, 8161, 51, 1]",205,160,8161,99.02
"[5, 41, 205, 160, 8521, 6444, 121]",205,160,8521,99.02
"[5, 41, 205, 160, 8641, 54, 1]",205,160,8641,99.02
"[5, 41, 205, 160, 8681, 6565, 121]",205,160,8681,99.02
"[5, 41, 205, 160, 8761, 2245, 41]",205,160,8761,99.02
"[5, 41, 205, 160, 9001, 6807, 121]",205,160,9001,99.02
"[5, 41, 205, 160, 9041, 4577, 81]",205,160,9041,99.02
"[5, 41, 205, 160, 9161, 6928, 121]",205,160,9161,99.02
"[5, 41, 205, 160, 9241, 2368, 41]",205,160,9241,99.02
"[5, 41, 205, 160, 9281, 58, 1]",205,160,9281,99.02
"[5, 41, 205, 160, 9521, 4820, 81]",205,160,9521,99.02
"[5, 41, 205, 160, 9601, 60, 1]",205,160,9601,99.02
"[5, 41, 205, 160, 9721, 2491, 41]",205,160,9721,99.02
"[5, 41, 205, 160, 10321, 5225, 81]",205,160,10321,99.02
"[5, 41, 205, 160, 10601, 8017, 121]",205,160,10601,99.02
"[5, 41, 205, 160, 11161, 2860, 41]",205,160,11161,99.02
"[5, 41, 205, 160, 11321, 2901, 41]",205,160,11321,99.02
"[5, 41, 205, 160, 11681, 73, 1]",205,160,11681,99.02
"[5, 41, 205, 160, 11801, 3024, 41]",205,160,11801,99.02
"[5, 41, 205, 160, 12041, 9106, 121]",205,160,12041,99.02
"[5, 41, 205, 160, 12161, 76, 1]",205,160,12161,99.02
"[5, 41, 205, 160, 12241, 6197, 81]",205,160,12241,99.02
"[5, 41, 205, 160, 12281, 3147, 41]",205,160,12281,99.02
"[5, 41, 205, 160, 12401, 6278, 81]",205,160,12401,99.02
"[5, 41, 205, 160, 12601, 3229, 41]",205,160,12601,99.02
"[5, 41, 205, 160, 12641, 79, 1]",205,160,12641,99.02
"[5, 41, 205, 160, 12721, 6440, 81]",205,160,12721,99.02
"[5, 41, 205, 160, 12841, 9711, 121]",205,160,12841,99.02
"[5, 41, 205, 160, 13001, 9832, 121]",205,160,13001,99.02
"[5, 41, 205, 160, 13121, 82, 1]",205,160,13121,99.02
"[5, 41, 205, 160, 13241, 3393, 41]",205,160,13241,99.02
"[5, 41, 205, 160, 13441, 84, 1]",205,160,13441,99.02
"[5, 41, 205, 160, 13681, 6926, 81]",205,160,13681,99.02
"[5, 41, 205, 160, 13721, 3516, 41]",205,160,13721,99.02
"[5, 41, 205, 160, 13841, 7007, 81]",205,160,13841,99.02
"[5, 41, 205, 160, 13921, 87, 1]",205,160,13921,99.02
"[5, 41, 205, 160, 14081, 88, 1]",205,160,14081,99.02
"[5, 41, 205, 160, 14281, 10800, 121]",205,160,14281,99.02
"[5, 41, 205, 160, 14321, 7250, 81]",205,160,14321,99.02
"[5, 41, 205, 160, 14401, 90, 1]",205,160,14401,99.02
"[5, 41, 205, 160, 14561, 91, 1]",205,160,14561,99.02
"[5, 41, 205, 160, 15121, 7655, 81]",205,160,15121,99.02
"[5, 41, 205, 160, 15161, 3885, 41]",205,160,15161,99.02
"[5, 41, 205, 160, 15241, 11526, 121]",205,160,15241,99.02
"[5, 41, 205, 160, 15361, 96, 1]",205,160,15361,99.02
"[5, 41, 205, 160, 15401, 11647, 121]",205,160,15401,99.02
"[5, 41, 205, 160, 15601, 7898, 81]",205,160,15601,99.02
"[5, 41, 205, 160, 15641, 4008, 41]",205,160,15641,99.02
"[5, 41, 205, 160, 15761, 7979, 81]",205,160,15761,99.02
"[5, 41, 205, 160, 15881, 12010, 121]",205,160,15881,99.02
"[5, 41, 205, 160, 16001, 100, 1]",205,160,16001,99.02
"[5, 41, 205, 160, 16361, 12373, 121]",205,160,16361,99.02
"[5, 41, 205, 160, 16481, 103, 1]",205,160,16481,99.02
"[5, 41, 205, 160, 16561, 8384, 81]",205,160,16561,99.02
"[5, 41, 205, 160, 16921, 4336, 41]",205,160,16921,99.02
"[5, 41, 205, 160, 17041, 8627, 81]",205,160,17041,99.02
"[5, 41, 205, 160, 17321, 13099, 121]",205,160,17321,99.02
"[5, 41, 205, 160, 17401, 4459, 41]",205,160,17401,99.02
"[5, 41, 205, 160, 17681, 8951, 81]",205,160,17681,99.02
"[5, 41, 205, 160, 17761, 111, 1]",205,160,17761,99.02
"[5, 41, 205, 160, 17881, 4582, 41]",205,160,17881,99.02
"[5, 41, 205, 160, 17921, 112, 1]",205,160,17921,99.02
"[5, 41, 205, 160, 18041, 4623, 41]",205,160,18041,99.02
"[5, 41, 205, 160, 18121, 13704, 121]",205,160,18121,99.02
"[5, 41, 205, 160, 18401, 115, 1]",205,160,18401,99.02
"[5, 41, 205, 160, 18481, 9356, 81]",205,160,18481,99.02
"[5, 41, 205, 160, 18521, 4746, 41]",205,160,18521,99.02
"[5, 41, 205, 160, 19001, 4869, 41]",205,160,19001,99.02
"[5, 41, 205, 160, 19081, 14430, 121]",205,160,19081,99.02
"[5, 41, 205, 160, 19121, 9680, 81]",205,160,19121,99.02
"[5, 41, 205, 160, 19441, 9842, 81]",205,160,19441,99.02
"[5, 41, 205, 160, 19681, 123, 1]",205,160,19681,99.02
"[5, 41, 205, 160, 19801, 5074, 41]",205,160,19801,99.02
"[5, 41, 205, 160, 19841, 124, 1]",205,160,19841,99.02
"[5, 41, 205, 160, 19961, 5115, 41]",205,160,19961,99.02
"[5, 41, 205, 160, 20161, 126, 1]",205,160,20161,99.02
"[5, 41, 205, 160, 20201, 15277, 121]",205,160,20201,99.02
"[5, 41, 205, 160, 20441, 5238, 41]",205,160,20441,99.02
"[5, 41, 205, 160, 20521, 15519, 121]",205,160,20521,99.02
"[5, 41, 205, 160, 20641, 129, 1]",205,160,20641,99.02
"[5, 41, 205, 160, 20681, 15640, 121]",205,160,20681,99.02
"[5, 41, 205, 160, 20921, 5361, 41]",205,160,20921,99.02
"[5, 41, 205, 160, 21001, 15882, 121]",205,160,21001,99.02
"[5, 41, 205, 160, 21121, 132, 1]",205,160,21121,99.02
"[5, 41, 205, 160, 21401, 5484, 41]",205,160,21401,99.02
"[5, 41, 205, 160, 21481, 16245, 121]",205,160,21481,99.02
"[5, 41, 205, 160, 21521, 10895, 81]",205,160,21521,99.02
"[5, 41, 205, 160, 21601, 135, 1]",205,160,21601,99.02
"[5, 41, 205, 160, 21841, 11057, 81]",205,160,21841,99.02
"[5, 41, 205, 160, 21881, 5607, 41]",205,160,21881,99.02
"[5, 41, 205, 160, 21961, 16608, 121]",205,160,21961,99.02
"[5, 41, 205, 160, 22441, 16971, 121]",205,160,22441,99.02
"[5, 41, 205, 160, 22481, 11381, 81]",205,160,22481,99.02
"[5, 41, 205, 160, 22721, 142, 1]",205,160,22721,99.02
"[5, 41, 205, 160, 22921, 17334, 121]",205,160,22921,99.02
"[5, 41, 205, 160, 22961, 11624, 81]",205,160,22961,99.02
"[5, 41, 205, 160, 23041, 144, 1]",205,160,23041,99.02
"[5, 41, 205, 160, 23081, 17455, 121]",205,160,23081,99.02
"[5, 41, 205, 160, 23201, 145, 1]",205,160,23201,99.02
"[5, 41, 205, 160, 23321, 5976, 41]",205,160,23321,99.02
"[5, 41, 205, 160, 23561, 17818, 121]",205,160,23561,99.02
"[5, 41, 205, 160, 23761, 12029, 81]",205,160,23761,99.02
"[5, 41, 205, 160, 23801, 6099, 41]",205,160,23801,99.02
"[5, 41, 205, 160, 24001, 150, 1]",205,160,24001,99.02
"[5, 41, 205, 160, 24121, 6181, 41]",205,160,24121,99.02
"[5, 41, 205, 160, 24281, 6222, 41]",205,160,24281,99.02
"[5, 41, 205, 160, 24481, 153, 1]",205,160,24481,99.02
"[5, 41, 205, 160, 24841, 18786, 121]",205,160,24841,99.02
"[5, 41, 205, 160, 25121, 157, 1]",205,160,25121,99.02
"[5, 41, 205, 160, 25321, 19149, 121]",205,160,25321,99.02
"[5, 41, 205, 160, 25561, 6550, 41]",205,160,25561,99.02
"[5, 41, 205, 160, 25601, 160, 1]",205,160,25601,99.02
"[5, 41, 205, 160, 25801, 19512, 121]",205,160,25801,99.02
"[5, 41, 205, 160, 25841, 13082, 81]",205,160,25841,99.02
"[5, 41, 205, 160, 26041, 6673, 41]",205,160,26041,99.02
"[5, 41, 205, 160, 26161, 13244, 81]",205,160,26161,99.02
"[5, 41, 205, 160, 26321, 13325, 81]",205,160,26321,99.02
"[5, 41, 205, 160, 26561, 166, 1]",205,160,26561,99.02
"[5, 41, 205, 160, 26641, 13487, 81]",205,160,26641,99.02
"[5, 41, 205, 160, 26681, 6837, 41]",205,160,26681,99.02
"[5, 41, 205, 160, 26801, 13568, 81]",205,160,26801,99.02
"[5, 41, 205, 160, 26881, 168, 1]",205,160,26881,99.02
"[5, 41, 205, 160, 26921, 20359, 121]",205,160,26921,99.02
"[5, 41, 205, 160, 27241, 20601, 121]",205,160,27241,99.02
"[5, 41, 205, 160, 27281, 13811, 81]",205,160,27281,99.02
"[5, 41, 205, 160, 27361, 171, 1]",205,160,27361,99.02
"[5, 41, 205, 160, 27481, 7042, 41]",205,160,27481,99.02
"[5, 41, 205, 160, 27961, 7165, 41]",205,160,27961,99.02
"[5, 41, 205, 160, 28001, 175, 1]",205,160,28001,99.02
"[5, 41, 205, 160, 28081, 14216, 81]",205,160,28081,99.02
"[5, 41, 205, 160, 28201, 21327, 121]",205,160,28201,99.02
"[5, 41, 205, 160, 28921, 7411, 41]",205,160,28921,99.02
"[5, 41, 205, 160, 28961, 181, 1]",205,160,28961,99.02
"[5, 41, 205, 160, 29201, 14783, 81]",205,160,29201,99.02
"[5, 41, 205, 160, 29401, 7534, 41]",205,160,29401,99.02
"[5, 41, 205, 160, 29641, 22416, 121]",205,160,29641,99.02
"[5, 41, 205, 160, 29761, 186, 1]",205,160,29761,99.02
"[5, 41, 205, 160, 29881, 7657, 41]",205,160,29881,99.02
