"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[7, 389, 2723, 2328, 4657, 2, 1]",2723,2328,4657,100
"[7, 389, 2723, 2328, 5821, 2913, 1165]",2723,2328,5821,100
"[7, 389, 2723, 2328, 10477, 5243, 1165]",2723,2328,10477,100
"[7, 389, 2723, 2328, 25609, 11, 1]",2723,2328,25609,100
"[7, 389, 2723, 2328, 29101, 14563, 1165]",2723,2328,29101,100
"[7, 389, 2723, 2328, 33757, 16893, 1165]",2723,2328,33757,100
"[7, 389, 2723, 2328, 48889, 21, 1]",2723,2328,48889,100
"[7, 389, 2723, 2328, 50053, 25048, 1165]",2723,2328,50053,100
"[7, 389, 2723, 2328, 51217, 22, 1]",2723,2328,51217,100
"[7, 389, 2723, 2328, 54709, 27378, 1165]",2723,2328,54709,100
"[7, 389, 2723, 2328, 57037, 28543, 1165]",2723,2328,57037,100
"[7, 389, 2723, 2328, 1747, 1311, 1747]",2723,2328,1747,50
"[7, 389, 2723, 2328, 8731, 6552, 1747]",2723,2328,8731,50
"[7, 389, 2723, 2328, 11059, 8299, 1747]",2723,2328,11059,50
"[7, 389, 2723, 2328, 14551, 3644, 583]",2723,2328,14551,50
"[7, 389, 2723, 2328, 16879, 4227, 583]",2723,2328,16879,50
"[7, 389, 2723, 2328, 18043, 13540, 1747]",2723,2328,18043,50
"[7, 389, 2723, 2328, 19207, 4810, 583]",2723,2328,19207,50
"[7, 389, 2723, 2328, 22699, 17034, 1747]",2723,2328,22699,50
"[7, 389, 2723, 2328, 29683, 22275, 1747]",2723,2328,29683,50
"[7, 389, 2723, 2328, 37831, 9474, 583]",2723,2328,37831,50
"[7, 389, 2723, 2328, 42487, 10640, 583]",2723,2328,42487,50
"[7, 389, 2723, 2328, 43651, 32757, 1747]",2723,2328,43651,50
"[7, 389, 2723, 2328, 45979, 34504, 1747]",2723,2328,45979,50
"[7, 389, 2723, 2328, 47143, 11806, 583]",2723,2328,47143,50
"[7, 389, 2723, 2328, 52963, 39745, 1747]",2723,2328,52963,50
"[7, 389, 2723, 2328, 55291, 41492, 1747]",2723,2328,55291,50
