"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[3, 89, 267, 176, 89, 45, 89]",267,176,89,99.25
"[3, 89, 267, 176, 353, 2, 1]",267,176,353,99.25
"[3, 89, 267, 176, 617, 312, 89]",267,176,617,99.25
"[3, 89, 267, 176, 881, 5, 1]",267,176,881,99.25
"[3, 89, 267, 176, 1321, 668, 89]",267,176,1321,99.25
"[3, 89, 267, 176, 1409, 8, 1]",267,176,1409,99.25
"[3, 89, 267, 176, 2113, 12, 1]",267,176,2113,99.25
"[3, 89, 267, 176, 2377, 1202, 89]",267,176,2377,99.25
"[3, 89, 267, 176, 2729, 1380, 89]",267,176,2729,99.25
"[3, 89, 267, 176, 3169, 18, 1]",267,176,3169,99.25
"[3, 89, 267, 176, 3257, 1647, 89]",267,176,3257,99.25
"[3, 89, 267, 176, 3433, 1736, 89]",267,176,3433,99.25
"[3, 89, 267, 176, 3697, 21, 1]",267,176,3697,99.25
"[3, 89, 267, 176, 4049, 23, 1]",267,176,4049,99.25
"[3, 89, 267, 176, 5281, 30, 1]",267,176,5281,99.25
"[3, 89, 267, 176, 5897, 2982, 89]",267,176,5897,99.25
"[3, 89, 267, 176, 6073, 3071, 89]",267,176,6073,99.25
"[3, 89, 267, 176, 6337, 36, 1]",267,176,6337,99.25
"[3, 89, 267, 176, 6689, 38, 1]",267,176,6689,99.25
"[3, 89, 267, 176, 7129, 3605, 89]",267,176,7129,99.25
"[3, 89, 267, 176, 7393, 42, 1]",267,176,7393,99.25
"[3, 89, 267, 176, 7481, 3783, 89]",267,176,7481,99.25
"[3, 89, 267, 176, 8009, 4050, 89]",267,176,8009,99.25
"[3, 89, 267, 176, 8273, 47, 1]",267,176,8273,99.25
"[3, 89, 267, 176, 8537, 4317, 89]",267,176,8537,99.25
"[3, 89, 267, 176, 8713, 4406, 89]",267,176,8713,99.25
"[3, 89, 267, 176, 9241, 4673, 89]",267,176,9241,99.25
"[3, 89, 267, 176, 9769, 4940, 89]",267,176,9769,99.25
"[3, 89, 267, 176, 9857, 56, 1]",267,176,9857,99.25
"[3, 89, 267, 176, 11177, 5652, 89]",267,176,11177,99.25
"[3, 89, 267, 176, 11353, 5741, 89]",267,176,11353,99.25
"[3, 89, 267, 176, 11617, 66, 1]",267,176,11617,99.25
"[3, 89, 267, 176, 11969, 68, 1]",267,176,11969,99.25
"[3, 89, 267, 176, 12409, 6275, 89]",267,176,12409,99.25
"[3, 89, 267, 176, 12497, 71, 1]",267,176,12497,99.25
"[3, 89, 267, 176, 13553, 77, 1]",267,176,13553,99.25
"[3, 89, 267, 176, 13729, 78, 1]",267,176,13729,99.25
