"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 37, 185, 144, 37, 28, 109]",185,144,37,98.91
"[5, 37, 185, 144, 73, 37, 73]",185,144,73,98.91
"[5, 37, 185, 144, 109, 28, 37]",185,144,109,98.91
"[5, 37, 185, 144, 181, 137, 109]",185,144,181,98.91
"[5, 37, 185, 144, 397, 102, 37]",185,144,397,98.91
"[5, 37, 185, 144, 433, 3, 1]",185,144,433,98.91
"[5, 37, 185, 144, 541, 139, 37]",185,144,541,98.91
"[5, 37, 185, 144, 577, 4, 1]",185,144,577,98.91
"[5, 37, 185, 144, 613, 464, 109]",185,144,613,98.91
"[5, 37, 185, 144, 757, 573, 109]",185,144,757,98.91
"[5, 37, 185, 144, 829, 213, 37]",185,144,829,98.91
"[5, 37, 185, 144, 937, 475, 73]",185,144,937,98.91
"[5, 37, 185, 144, 1009, 7, 1]",185,144,1009,98.91
"[5, 37, 185, 144, 1117, 287, 37]",185,144,1117,98.91
"[5, 37, 185, 144, 1153, 8, 1]",185,144,1153,98.91
"[5, 37, 185, 144, 1297, 9, 1]",185,144,1297,98.91
"[5, 37, 185, 144, 1549, 398, 37]",185,144,1549,98.91
"[5, 37, 185, 144, 1621, 1227, 109]",185,144,1621,98.91
"[5, 37, 185, 144, 1657, 840, 73]",185,144,1657,98.91
"[5, 37, 185, 144, 1693, 435, 37]",185,144,1693,98.91
"[5, 37, 185, 144, 1801, 913, 73]",185,144,1801,98.91
"[5, 37, 185, 144, 1873, 13, 1]",185,144,1873,98.91
"[5, 37, 185, 144, 2017, 14, 1]",185,144,2017,98.91
"[5, 37, 185, 144, 2053, 1554, 109]",185,144,2053,98.91
"[5, 37, 185, 144, 2089, 1059, 73]",185,144,2089,98.91
"[5, 37, 185, 144, 2161, 15, 1]",185,144,2161,98.91
"[5, 37, 185, 144, 2269, 583, 37]",185,144,2269,98.91
"[5, 37, 185, 144, 2341, 1772, 109]",185,144,2341,98.91
"[5, 37, 185, 144, 2377, 1205, 73]",185,144,2377,98.91
"[5, 37, 185, 144, 2521, 1278, 73]",185,144,2521,98.91
"[5, 37, 185, 144, 2557, 657, 37]",185,144,2557,98.91
"[5, 37, 185, 144, 2593, 18, 1]",185,144,2593,98.91
"[5, 37, 185, 144, 2917, 2208, 109]",185,144,2917,98.91
"[5, 37, 185, 144, 2953, 1497, 73]",185,144,2953,98.91
"[5, 37, 185, 144, 3061, 2317, 109]",185,144,3061,98.91
"[5, 37, 185, 144, 3169, 22, 1]",185,144,3169,98.91
"[5, 37, 185, 144, 3313, 23, 1]",185,144,3313,98.91
"[5, 37, 185, 144, 3457, 24, 1]",185,144,3457,98.91
"[5, 37, 185, 144, 3529, 1789, 73]",185,144,3529,98.91
"[5, 37, 185, 144, 3637, 2753, 109]",185,144,3637,98.91
"[5, 37, 185, 144, 3673, 1862, 73]",185,144,3673,98.91
"[5, 37, 185, 144, 3709, 953, 37]",185,144,3709,98.91
"[5, 37, 185, 144, 3853, 990, 37]",185,144,3853,98.91
"[5, 37, 185, 144, 3889, 27, 1]",185,144,3889,98.91
"[5, 37, 185, 144, 4177, 29, 1]",185,144,4177,98.91
"[5, 37, 185, 144, 4357, 3298, 109]",185,144,4357,98.91
"[5, 37, 185, 144, 4789, 3625, 109]",185,144,4789,98.91
"[5, 37, 185, 144, 4861, 1249, 37]",185,144,4861,98.91
"[5, 37, 185, 144, 4933, 3734, 109]",185,144,4933,98.91
"[5, 37, 185, 144, 4969, 2519, 73]",185,144,4969,98.91
"[5, 37, 185, 144, 5077, 3843, 109]",185,144,5077,98.91
"[5, 37, 185, 144, 5113, 2592, 73]",185,144,5113,98.91
"[5, 37, 185, 144, 5437, 1397, 37]",185,144,5437,98.91
"[5, 37, 185, 144, 5581, 1434, 37]",185,144,5581,98.91
"[5, 37, 185, 144, 5653, 4279, 109]",185,144,5653,98.91
"[5, 37, 185, 144, 5689, 2884, 73]",185,144,5689,98.91
"[5, 37, 185, 144, 5869, 1508, 37]",185,144,5869,98.91
"[5, 37, 185, 144, 6121, 3103, 73]",185,144,6121,98.91
"[5, 37, 185, 144, 6229, 4715, 109]",185,144,6229,98.91
"[5, 37, 185, 144, 6301, 1619, 37]",185,144,6301,98.91
"[5, 37, 185, 144, 6337, 44, 1]",185,144,6337,98.91
"[5, 37, 185, 144, 6373, 4824, 109]",185,144,6373,98.91
"[5, 37, 185, 144, 6481, 45, 1]",185,144,6481,98.91
"[5, 37, 185, 144, 6553, 3322, 73]",185,144,6553,98.91
"[5, 37, 185, 144, 6661, 5042, 109]",185,144,6661,98.91
"[5, 37, 185, 144, 6733, 1730, 37]",185,144,6733,98.91
"[5, 37, 185, 144, 6841, 3468, 73]",185,144,6841,98.91
"[5, 37, 185, 144, 6949, 5260, 109]",185,144,6949,98.91
"[5, 37, 185, 144, 7057, 49, 1]",185,144,7057,98.91
"[5, 37, 185, 144, 7129, 3614, 73]",185,144,7129,98.91
"[5, 37, 185, 144, 7237, 5478, 109]",185,144,7237,98.91
"[5, 37, 185, 144, 7309, 1878, 37]",185,144,7309,98.91
"[5, 37, 185, 144, 7417, 3760, 73]",185,144,7417,98.91
"[5, 37, 185, 144, 7489, 52, 1]",185,144,7489,98.91
"[5, 37, 185, 144, 7561, 3833, 73]",185,144,7561,98.91
"[5, 37, 185, 144, 7669, 5805, 109]",185,144,7669,98.91
"[5, 37, 185, 144, 7741, 1989, 37]",185,144,7741,98.91
"[5, 37, 185, 144, 7993, 4052, 73]",185,144,7993,98.91
"[5, 37, 185, 144, 8101, 6132, 109]",185,144,8101,98.91
"[5, 37, 185, 144, 8209, 57, 1]",185,144,8209,98.91
"[5, 37, 185, 144, 8317, 2137, 37]",185,144,8317,98.91
"[5, 37, 185, 144, 8353, 58, 1]",185,144,8353,98.91
"[5, 37, 185, 144, 8389, 6350, 109]",185,144,8389,98.91
"[5, 37, 185, 144, 8461, 2174, 37]",185,144,8461,98.91
"[5, 37, 185, 144, 8641, 60, 1]",185,144,8641,98.91
"[5, 37, 185, 144, 8677, 6568, 109]",185,144,8677,98.91
"[5, 37, 185, 144, 8713, 4417, 73]",185,144,8713,98.91
"[5, 37, 185, 144, 8821, 6677, 109]",185,144,8821,98.91
"[5, 37, 185, 144, 8893, 2285, 37]",185,144,8893,98.91
"[5, 37, 185, 144, 8929, 62, 1]",185,144,8929,98.91
"[5, 37, 185, 144, 9001, 4563, 73]",185,144,9001,98.91
"[5, 37, 185, 144, 9109, 6895, 109]",185,144,9109,98.91
"[5, 37, 185, 144, 9181, 2359, 37]",185,144,9181,98.91
"[5, 37, 185, 144, 9397, 7113, 109]",185,144,9397,98.91
"[5, 37, 185, 144, 9433, 4782, 73]",185,144,9433,98.91
"[5, 37, 185, 144, 9613, 2470, 37]",185,144,9613,98.91
"[5, 37, 185, 144, 9649, 67, 1]",185,144,9649,98.91
"[5, 37, 185, 144, 9721, 4928, 73]",185,144,9721,98.91
"[5, 37, 185, 144, 9829, 7440, 109]",185,144,9829,98.91
"[5, 37, 185, 144, 9901, 2544, 37]",185,144,9901,98.91
"[5, 37, 185, 144, 9973, 7549, 109]",185,144,9973,98.91
"[5, 37, 185, 144, 10009, 5074, 73]",185,144,10009,98.91
"[5, 37, 185, 144, 10333, 2655, 37]",185,144,10333,98.91
"[5, 37, 185, 144, 10369, 72, 1]",185,144,10369,98.91
"[5, 37, 185, 144, 10477, 2692, 37]",185,144,10477,98.91
"[5, 37, 185, 144, 10513, 73, 1]",185,144,10513,98.91
"[5, 37, 185, 144, 10657, 74, 1]",185,144,10657,98.91
"[5, 37, 185, 144, 10729, 5439, 73]",185,144,10729,98.91
"[5, 37, 185, 144, 10837, 8203, 109]",185,144,10837,98.91
"[5, 37, 185, 144, 10909, 2803, 37]",185,144,10909,98.91
"[5, 37, 185, 144, 11161, 5658, 73]",185,144,11161,98.91
"[5, 37, 185, 144, 11197, 2877, 37]",185,144,11197,98.91
"[5, 37, 185, 144, 11593, 5877, 73]",185,144,11593,98.91
"[5, 37, 185, 144, 11701, 8857, 109]",185,144,11701,98.91
"[5, 37, 185, 144, 11953, 83, 1]",185,144,11953,98.91
"[5, 37, 185, 144, 12097, 84, 1]",185,144,12097,98.91
"[5, 37, 185, 144, 12241, 85, 1]",185,144,12241,98.91
"[5, 37, 185, 144, 12277, 9293, 109]",185,144,12277,98.91
"[5, 37, 185, 144, 12421, 9402, 109]",185,144,12421,98.91
"[5, 37, 185, 144, 12457, 6315, 73]",185,144,12457,98.91
"[5, 37, 185, 144, 12601, 6388, 73]",185,144,12601,98.91
"[5, 37, 185, 144, 12637, 3247, 37]",185,144,12637,98.91
"[5, 37, 185, 144, 12781, 3284, 37]",185,144,12781,98.91
"[5, 37, 185, 144, 12853, 9729, 109]",185,144,12853,98.91
"[5, 37, 185, 144, 12889, 6534, 73]",185,144,12889,98.91
"[5, 37, 185, 144, 13033, 6607, 73]",185,144,13033,98.91
"[5, 37, 185, 144, 13177, 6680, 73]",185,144,13177,98.91
"[5, 37, 185, 144, 13249, 92, 1]",185,144,13249,98.91
"[5, 37, 185, 144, 13537, 94, 1]",185,144,13537,98.91
"[5, 37, 185, 144, 13681, 95, 1]",185,144,13681,98.91
"[5, 37, 185, 144, 13789, 3543, 37]",185,144,13789,98.91
"[5, 37, 185, 144, 13933, 3580, 37]",185,144,13933,98.91
"[5, 37, 185, 144, 14149, 10710, 109]",185,144,14149,98.91
"[5, 37, 185, 144, 14221, 3654, 37]",185,144,14221,98.91
"[5, 37, 185, 144, 14293, 10819, 109]",185,144,14293,98.91
"[5, 37, 185, 144, 14401, 100, 1]",185,144,14401,98.91
"[5, 37, 185, 144, 14437, 10928, 109]",185,144,14437,98.91
"[5, 37, 185, 144, 14653, 3765, 37]",185,144,14653,98.91
"[5, 37, 185, 144, 14797, 3802, 37]",185,144,14797,98.91
"[5, 37, 185, 144, 14869, 11255, 109]",185,144,14869,98.91
"[5, 37, 185, 144, 15013, 11364, 109]",185,144,15013,98.91
"[5, 37, 185, 144, 15121, 105, 1]",185,144,15121,98.91
"[5, 37, 185, 144, 15193, 7702, 73]",185,144,15193,98.91
"[5, 37, 185, 144, 15373, 3950, 37]",185,144,15373,98.91
"[5, 37, 185, 144, 15661, 4024, 37]",185,144,15661,98.91
"[5, 37, 185, 144, 15733, 11909, 109]",185,144,15733,98.91
"[5, 37, 185, 144, 15877, 12018, 109]",185,144,15877,98.91
"[5, 37, 185, 144, 15913, 8067, 73]",185,144,15913,98.91
"[5, 37, 185, 144, 16057, 8140, 73]",185,144,16057,98.91
"[5, 37, 185, 144, 16273, 113, 1]",185,144,16273,98.91
"[5, 37, 185, 144, 16381, 4209, 37]",185,144,16381,98.91
"[5, 37, 185, 144, 16417, 114, 1]",185,144,16417,98.91
"[5, 37, 185, 144, 16453, 12454, 109]",185,144,16453,98.91
"[5, 37, 185, 144, 16561, 115, 1]",185,144,16561,98.91
"[5, 37, 185, 144, 16633, 8432, 73]",185,144,16633,98.91
"[5, 37, 185, 144, 16741, 12672, 109]",185,144,16741,98.91
"[5, 37, 185, 144, 16921, 8578, 73]",185,144,16921,98.91
"[5, 37, 185, 144, 16993, 118, 1]",185,144,16993,98.91
"[5, 37, 185, 144, 17029, 12890, 109]",185,144,17029,98.91
"[5, 37, 185, 144, 17137, 119, 1]",185,144,17137,98.91
"[5, 37, 185, 144, 17209, 8724, 73]",185,144,17209,98.91
"[5, 37, 185, 144, 17317, 13108, 109]",185,144,17317,98.91
"[5, 37, 185, 144, 17389, 4468, 37]",185,144,17389,98.91
"[5, 37, 185, 144, 17497, 8870, 73]",185,144,17497,98.91
"[5, 37, 185, 144, 17569, 122, 1]",185,144,17569,98.91
"[5, 37, 185, 144, 17713, 123, 1]",185,144,17713,98.91
"[5, 37, 185, 144, 17749, 13435, 109]",185,144,17749,98.91
"[5, 37, 185, 144, 17929, 9089, 73]",185,144,17929,98.91
"[5, 37, 185, 144, 18181, 13762, 109]",185,144,18181,98.91
"[5, 37, 185, 144, 18217, 9235, 73]",185,144,18217,98.91
"[5, 37, 185, 144, 18253, 4690, 37]",185,144,18253,98.91
"[5, 37, 185, 144, 18289, 127, 1]",185,144,18289,98.91
"[5, 37, 185, 144, 18397, 4727, 37]",185,144,18397,98.91
"[5, 37, 185, 144, 18433, 128, 1]",185,144,18433,98.91
"[5, 37, 185, 144, 18541, 4764, 37]",185,144,18541,98.91
"[5, 37, 185, 144, 18757, 14198, 109]",185,144,18757,98.91
"[5, 37, 185, 144, 18793, 9527, 73]",185,144,18793,98.91
"[5, 37, 185, 144, 18973, 4875, 37]",185,144,18973,98.91
"[5, 37, 185, 144, 19009, 132, 1]",185,144,19009,98.91
"[5, 37, 185, 144, 19081, 9673, 73]",185,144,19081,98.91
"[5, 37, 185, 144, 19333, 14634, 109]",185,144,19333,98.91
"[5, 37, 185, 144, 19441, 135, 1]",185,144,19441,98.91
"[5, 37, 185, 144, 19477, 14743, 109]",185,144,19477,98.91
"[5, 37, 185, 144, 19801, 10038, 73]",185,144,19801,98.91
"[5, 37, 185, 144, 20089, 10184, 73]",185,144,20089,98.91
"[5, 37, 185, 144, 20161, 140, 1]",185,144,20161,98.91
"[5, 37, 185, 144, 20233, 10257, 73]",185,144,20233,98.91
"[5, 37, 185, 144, 20269, 5208, 37]",185,144,20269,98.91
"[5, 37, 185, 144, 20341, 15397, 109]",185,144,20341,98.91
"[5, 37, 185, 144, 20521, 10403, 73]",185,144,20521,98.91
"[5, 37, 185, 144, 20593, 143, 1]",185,144,20593,98.91
"[5, 37, 185, 144, 20773, 15724, 109]",185,144,20773,98.91
"[5, 37, 185, 144, 20809, 10549, 73]",185,144,20809,98.91
"[5, 37, 185, 144, 21061, 15942, 109]",185,144,21061,98.91
"[5, 37, 185, 144, 21169, 147, 1]",185,144,21169,98.91
"[5, 37, 185, 144, 21277, 5467, 37]",185,144,21277,98.91
"[5, 37, 185, 144, 21313, 148, 1]",185,144,21313,98.91
"[5, 37, 185, 144, 21493, 16269, 109]",185,144,21493,98.91
"[5, 37, 185, 144, 21529, 10914, 73]",185,144,21529,98.91
"[5, 37, 185, 144, 21601, 150, 1]",185,144,21601,98.91
"[5, 37, 185, 144, 21673, 10987, 73]",185,144,21673,98.91
"[5, 37, 185, 144, 21817, 11060, 73]",185,144,21817,98.91
"[5, 37, 185, 144, 21961, 11133, 73]",185,144,21961,98.91
"[5, 37, 185, 144, 21997, 5652, 37]",185,144,21997,98.91
"[5, 37, 185, 144, 22501, 17032, 109]",185,144,22501,98.91
"[5, 37, 185, 144, 22573, 5800, 37]",185,144,22573,98.91
"[5, 37, 185, 144, 22717, 5837, 37]",185,144,22717,98.91
"[5, 37, 185, 144, 22861, 5874, 37]",185,144,22861,98.91
"[5, 37, 185, 144, 23041, 160, 1]",185,144,23041,98.91
"[5, 37, 185, 144, 23293, 5985, 37]",185,144,23293,98.91
"[5, 37, 185, 144, 23473, 163, 1]",185,144,23473,98.91
"[5, 37, 185, 144, 23509, 17795, 109]",185,144,23509,98.91
"[5, 37, 185, 144, 23581, 6059, 37]",185,144,23581,98.91
"[5, 37, 185, 144, 23689, 12009, 73]",185,144,23689,98.91
"[5, 37, 185, 144, 23761, 165, 1]",185,144,23761,98.91
"[5, 37, 185, 144, 23833, 12082, 73]",185,144,23833,98.91
"[5, 37, 185, 144, 23869, 6133, 37]",185,144,23869,98.91
"[5, 37, 185, 144, 23977, 12155, 73]",185,144,23977,98.91
"[5, 37, 185, 144, 24049, 167, 1]",185,144,24049,98.91
"[5, 37, 185, 144, 24121, 12228, 73]",185,144,24121,98.91
"[5, 37, 185, 144, 24229, 18340, 109]",185,144,24229,98.91
"[5, 37, 185, 144, 24337, 169, 1]",185,144,24337,98.91
"[5, 37, 185, 144, 24373, 18449, 109]",185,144,24373,98.91
"[5, 37, 185, 144, 24481, 170, 1]",185,144,24481,98.91
"[5, 37, 185, 144, 24517, 18558, 109]",185,144,24517,98.91
"[5, 37, 185, 144, 24697, 12520, 73]",185,144,24697,98.91
"[5, 37, 185, 144, 24733, 6355, 37]",185,144,24733,98.91
"[5, 37, 185, 144, 24841, 12593, 73]",185,144,24841,98.91
"[5, 37, 185, 144, 24877, 6392, 37]",185,144,24877,98.91
"[5, 37, 185, 144, 25057, 174, 1]",185,144,25057,98.91
"[5, 37, 185, 144, 25237, 19103, 109]",185,144,25237,98.91
"[5, 37, 185, 144, 25309, 6503, 37]",185,144,25309,98.91
"[5, 37, 185, 144, 25453, 6540, 37]",185,144,25453,98.91
"[5, 37, 185, 144, 25561, 12958, 73]",185,144,25561,98.91
"[5, 37, 185, 144, 25633, 178, 1]",185,144,25633,98.91
"[5, 37, 185, 144, 25741, 6614, 37]",185,144,25741,98.91
"[5, 37, 185, 144, 25849, 13104, 73]",185,144,25849,98.91
"[5, 37, 185, 144, 26029, 6688, 37]",185,144,26029,98.91
"[5, 37, 185, 144, 26209, 182, 1]",185,144,26209,98.91
"[5, 37, 185, 144, 26317, 6762, 37]",185,144,26317,98.91
"[5, 37, 185, 144, 26497, 184, 1]",185,144,26497,98.91
"[5, 37, 185, 144, 26641, 185, 1]",185,144,26641,98.91
"[5, 37, 185, 144, 26713, 13542, 73]",185,144,26713,98.91
"[5, 37, 185, 144, 26821, 20302, 109]",185,144,26821,98.91
"[5, 37, 185, 144, 26893, 6910, 37]",185,144,26893,98.91
"[5, 37, 185, 144, 27073, 188, 1]",185,144,27073,98.91
"[5, 37, 185, 144, 27109, 20520, 109]",185,144,27109,98.91
"[5, 37, 185, 144, 27253, 20629, 109]",185,144,27253,98.91
"[5, 37, 185, 144, 27361, 190, 1]",185,144,27361,98.91
"[5, 37, 185, 144, 27397, 20738, 109]",185,144,27397,98.91
"[5, 37, 185, 144, 27541, 20847, 109]",185,144,27541,98.91
"[5, 37, 185, 144, 27793, 193, 1]",185,144,27793,98.91
"[5, 37, 185, 144, 27901, 7169, 37]",185,144,27901,98.91
"[5, 37, 185, 144, 28081, 195, 1]",185,144,28081,98.91
"[5, 37, 185, 144, 28297, 14345, 73]",185,144,28297,98.91
"[5, 37, 185, 144, 28477, 7317, 37]",185,144,28477,98.91
"[5, 37, 185, 144, 28513, 198, 1]",185,144,28513,98.91
"[5, 37, 185, 144, 28549, 21610, 109]",185,144,28549,98.91
"[5, 37, 185, 144, 28621, 7354, 37]",185,144,28621,98.91
"[5, 37, 185, 144, 28657, 199, 1]",185,144,28657,98.91
"[5, 37, 185, 144, 28729, 14564, 73]",185,144,28729,98.91
"[5, 37, 185, 144, 28837, 21828, 109]",185,144,28837,98.91
"[5, 37, 185, 144, 28909, 7428, 37]",185,144,28909,98.91
"[5, 37, 185, 144, 29017, 14710, 73]",185,144,29017,98.91
"[5, 37, 185, 144, 29269, 22155, 109]",185,144,29269,98.91
"[5, 37, 185, 144, 29629, 7613, 37]",185,144,29629,98.91
"[5, 37, 185, 144, 29881, 15148, 73]",185,144,29881,98.91
"[5, 37, 185, 144, 29917, 7687, 37]",185,144,29917,98.91
"[5, 37, 185, 144, 29989, 22700, 109]",185,144,29989,98.91
"[5, 37, 185, 144, 30097, 209, 1]",185,144,30097,98.91
"[5, 37, 185, 144, 30133, 22809, 109]",185,144,30133,98.91
"[5, 37, 185, 144, 30169, 15294, 73]",185,144,30169,98.91
"[5, 37, 185, 144, 30241, 210, 1]",185,144,30241,98.91
"[5, 37, 185, 144, 30313, 15367, 73]",185,144,30313,98.91
"[5, 37, 185, 144, 30493, 7835, 37]",185,144,30493,98.91
"[5, 37, 185, 144, 30529, 212, 1]",185,144,30529,98.91
"[5, 37, 185, 144, 30637, 7872, 37]",185,144,30637,98.91
"[5, 37, 185, 144, 30781, 7909, 37]",185,144,30781,98.91
"[5, 37, 185, 144, 30817, 214, 1]",185,144,30817,98.91
"[5, 37, 185, 144, 30853, 23354, 109]",185,144,30853,98.91
"[5, 37, 185, 144, 31033, 15732, 73]",185,144,31033,98.91
"[5, 37, 185, 144, 31069, 7983, 37]",185,144,31069,98.91
"[5, 37, 185, 144, 31177, 15805, 73]",185,144,31177,98.91
"[5, 37, 185, 144, 31249, 217, 1]",185,144,31249,98.91
"[5, 37, 185, 144, 31321, 15878, 73]",185,144,31321,98.91
"[5, 37, 185, 144, 31357, 8057, 37]",185,144,31357,98.91
"[5, 37, 185, 144, 31393, 218, 1]",185,144,31393,98.91
"[5, 37, 185, 144, 31573, 23899, 109]",185,144,31573,98.91
"[5, 37, 185, 144, 32077, 8242, 37]",185,144,32077,98.91
"[5, 37, 185, 144, 32257, 224, 1]",185,144,32257,98.91
"[5, 37, 185, 144, 32401, 225, 1]",185,144,32401,98.91
"[5, 37, 185, 144, 32653, 8390, 37]",185,144,32653,98.91
"[5, 37, 185, 144, 32797, 8427, 37]",185,144,32797,98.91
"[5, 37, 185, 144, 32833, 228, 1]",185,144,32833,98.91
"[5, 37, 185, 144, 32869, 24880, 109]",185,144,32869,98.91
"[5, 37, 185, 144, 32941, 8464, 37]",185,144,32941,98.91
"[5, 37, 185, 144, 33013, 24989, 109]",185,144,33013,98.91
"[5, 37, 185, 144, 33049, 16754, 73]",185,144,33049,98.91
"[5, 37, 185, 144, 33301, 25207, 109]",185,144,33301,98.91
"[5, 37, 185, 144, 33409, 232, 1]",185,144,33409,98.91
