"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[257, 353, 90721, 90112, 14081, 11881, 76033]",90721,90112,14081,100
"[257, 353, 90721, 90112, 30977, 20329, 59137]",90721,90112,30977,100
"[257, 353, 90721, 90112, 1409, 1387, 88705]",90721,90112,1409,50.19
"[257, 353, 90721, 90112, 9857, 8779, 80257]",90721,90112,9857,50.19
"[257, 353, 90721, 90112, 21121, 16171, 68993]",90721,90112,21121,50.19
"[257, 353, 90721, 90112, 29569, 19867, 60545]",90721,90112,29569,50.19
"[257, 353, 90721, 90112, 35201, 21451, 54913]",90721,90112,35201,50.19
"[257, 353, 90721, 90112, 43649, 22507, 46465]",90721,90112,43649,50.19
"[257, 353, 90721, 90112, 63361, 18811, 26753]",90721,90112,63361,50.19
"[257, 353, 90721, 90112, 2113, 1007, 42945]",90721,90112,2113,25.29
"[257, 353, 90721, 90112, 6337, 2723, 38721]",90721,90112,6337,25.29
"[257, 353, 90721, 90112, 11969, 4395, 33089]",90721,90112,11969,25.29
"[257, 353, 90721, 90112, 16193, 5187, 28865]",90721,90112,16193,25.29
"[257, 353, 90721, 90112, 19009, 5495, 26049]",90721,90112,19009,25.29
"[257, 353, 90721, 90112, 27457, 5363, 17601]",90721,90112,27457,25.29
"[257, 353, 90721, 90112, 37313, 3207, 7745]",90721,90112,37313,25.29
"[257, 353, 90721, 90112, 40129, 2195, 4929]",90721,90112,40129,25.29
"[257, 353, 90721, 90112, 353, 131, 33441]",90721,90112,353,12.84
"[257, 353, 90721, 90112, 3169, 1077, 30625]",90721,90112,3169,12.84
"[257, 353, 90721, 90112, 5281, 1671, 28513]",90721,90112,5281,12.84
"[257, 353, 90721, 90112, 6689, 2012, 27105]",90721,90112,6689,12.84
"[257, 353, 90721, 90112, 7393, 2166, 26401]",90721,90112,7393,12.84
"[257, 353, 90721, 90112, 11617, 2859, 22177]",90721,90112,11617,12.84
"[257, 353, 90721, 90112, 13729, 3057, 20065]",90721,90112,13729,12.84
"[257, 353, 90721, 90112, 15137, 3134, 18657]",90721,90112,15137,12.84
"[257, 353, 90721, 90112, 27809, 1847, 5985]",90721,90112,27809,12.84
"[257, 353, 90721, 90112, 28513, 1671, 5281]",90721,90112,28513,12.84
"[257, 353, 90721, 90112, 29921, 1286, 3873]",90721,90112,29921,12.84
"[257, 353, 90721, 90112, 34849, 34441, 89057]",90721,90112,34849,12.84
"[257, 353, 90721, 90112, 46817, 40051, 77089]",90721,90112,46817,12.84
"[257, 353, 90721, 90112, 47521, 40282, 76385]",90721,90112,47521,12.84
"[257, 353, 90721, 90112, 49633, 40909, 74273]",90721,90112,49633,12.84
