"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[23, 257, 5911, 5632, 14081, 7043, 2817]",5911,5632,14081,99.97
"[23, 257, 5911, 5632, 30977, 15494, 2817]",5911,5632,30977,99.97
"[23, 257, 5911, 5632, 1409, 1057, 4225]",5911,5632,1409,50.15
"[23, 257, 5911, 5632, 9857, 2466, 1409]",5911,5632,9857,50.15
"[23, 257, 5911, 5632, 21121, 5284, 1409]",5911,5632,21121,50.15
"[23, 257, 5911, 5632, 29569, 22182, 4225]",5911,5632,29569,50.15
"[23, 257, 5911, 5632, 35201, 26407, 4225]",5911,5632,35201,50.15
"[23, 257, 5911, 5632, 43649, 10920, 1409]",5911,5632,43649,50.15
"[23, 257, 5911, 5632, 63361, 47532, 4225]",5911,5632,63361,50.15
"[23, 257, 5911, 5632, 2113, 1321, 3521]",5911,5632,2113,25.25
"[23, 257, 5911, 5632, 6337, 5546, 4929]",5911,5632,6337,25.25
"[23, 257, 5911, 5632, 11969, 10475, 4929]",5911,5632,11969,25.25
"[23, 257, 5911, 5632, 16193, 2027, 705]",5911,5632,16193,25.25
"[23, 257, 5911, 5632, 19009, 11884, 3521]",5911,5632,19009,25.25
"[23, 257, 5911, 5632, 27457, 3437, 705]",5911,5632,27457,25.25
"[23, 257, 5911, 5632, 37313, 13999, 2113]",5911,5632,37313,25.25
"[23, 257, 5911, 5632, 40129, 35120, 4929]",5911,5632,40129,25.25
"[23, 257, 5911, 5632, 257, 222, 4865]",5911,5632,257,12.99
"[23, 257, 5911, 5632, 769, 105, 769]",5911,5632,769,12.99
"[23, 257, 5911, 5632, 3329, 2573, 4353]",5911,5632,3329,12.99
"[23, 257, 5911, 5632, 7681, 4191, 3073]",5911,5632,7681,12.99
"[23, 257, 5911, 5632, 7937, 5413, 3841]",5911,5632,7937,12.99
"[23, 257, 5911, 5632, 9473, 3877, 2305]",5911,5632,9473,12.99
"[23, 257, 5911, 5632, 10753, 1957, 1025]",5911,5632,10753,12.99
"[23, 257, 5911, 5632, 11777, 3214, 1537]",5911,5632,11777,12.99
"[23, 257, 5911, 5632, 12289, 11174, 5121]",5911,5632,12289,12.99
"[23, 257, 5911, 5632, 13313, 7264, 3073]",5911,5632,13313,12.99
"[23, 257, 5911, 5632, 14593, 11279, 4353]",5911,5632,14593,12.99
"[23, 257, 5911, 5632, 15361, 6985, 2561]",5911,5632,15361,12.99
"[23, 257, 5911, 5632, 17921, 16295, 5121]",5911,5632,17921,12.99
"[23, 257, 5911, 5632, 18433, 1679, 513]",5911,5632,18433,12.99
"[23, 257, 5911, 5632, 19457, 14154, 4097]",5911,5632,19457,12.99
"[23, 257, 5911, 5632, 22273, 5066, 1281]",5911,5632,22273,12.99
"[23, 257, 5911, 5632, 23041, 6288, 1537]",5911,5632,23041,12.99
"[23, 257, 5911, 5632, 23297, 3181, 769]",5911,5632,23297,12.99
"[23, 257, 5911, 5632, 25601, 9314, 2049]",5911,5632,25601,12.99
"[23, 257, 5911, 5632, 26113, 16622, 3585]",5911,5632,26113,12.99
"[23, 257, 5911, 5632, 26881, 15889, 3329]",5911,5632,26881,12.99
"[23, 257, 5911, 5632, 31489, 24338, 4353]",5911,5632,31489,12.99
"[23, 257, 5911, 5632, 32257, 14668, 2561]",5911,5632,32257,12.99
"[23, 257, 5911, 5632, 36097, 24618, 3841]",5911,5632,36097,12.99
"[23, 257, 5911, 5632, 36353, 26445, 4097]",5911,5632,36353,12.99
