"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 353, 1765, 1408, 353, 265, 1057]",1765,1408,353,100
"[5, 353, 1765, 1408, 1409, 1, 1]",1765,1408,1409,100
"[5, 353, 1765, 1408, 2113, 1058, 705]",1765,1408,2113,100
"[5, 353, 1765, 1408, 3169, 2379, 1057]",1765,1408,3169,100
"[5, 353, 1765, 1408, 5281, 1324, 353]",1765,1408,5281,100
"[5, 353, 1765, 1408, 6337, 3173, 705]",1765,1408,6337,100
"[5, 353, 1765, 1408, 6689, 1677, 353]",1765,1408,6689,100
"[5, 353, 1765, 1408, 7393, 5550, 1057]",1765,1408,7393,100
"[5, 353, 1765, 1408, 9857, 7, 1]",1765,1408,9857,100
"[5, 353, 1765, 1408, 11617, 8721, 1057]",1765,1408,11617,100
"[5, 353, 1765, 1408, 11969, 5993, 705]",1765,1408,11969,100
"[5, 353, 1765, 1408, 13729, 3442, 353]",1765,1408,13729,100
"[5, 353, 1765, 1408, 14081, 10, 1]",1765,1408,14081,100
"[5, 353, 1765, 1408, 15137, 3795, 353]",1765,1408,15137,100
"[5, 353, 1765, 1408, 16193, 8108, 705]",1765,1408,16193,100
"[5, 353, 1765, 1408, 19009, 9518, 705]",1765,1408,19009,100
"[5, 353, 1765, 1408, 21121, 15, 1]",1765,1408,21121,100
"[5, 353, 1765, 1408, 27457, 13748, 705]",1765,1408,27457,100
"[5, 353, 1765, 1408, 27809, 6972, 353]",1765,1408,27809,100
"[5, 353, 1765, 1408, 28513, 21405, 1057]",1765,1408,28513,100
"[5, 353, 1765, 1408, 29569, 21, 1]",1765,1408,29569,100
"[5, 353, 1765, 1408, 29921, 22462, 1057]",1765,1408,29921,100
"[5, 353, 1765, 1408, 30977, 22, 1]",1765,1408,30977,100
"[5, 353, 1765, 1408, 34849, 8737, 353]",1765,1408,34849,100
"[5, 353, 1765, 1408, 35201, 25, 1]",1765,1408,35201,100
"[5, 353, 1765, 1408, 37313, 18683, 705]",1765,1408,37313,100
"[5, 353, 1765, 1408, 40129, 20093, 705]",1765,1408,40129,100
"[5, 353, 1765, 1408, 43649, 31, 1]",1765,1408,43649,100
"[5, 353, 1765, 1408, 46817, 35146, 1057]",1765,1408,46817,100
"[5, 353, 1765, 1408, 47521, 11914, 353]",1765,1408,47521,100
"[5, 353, 1765, 1408, 49633, 37260, 1057]",1765,1408,49633,100
"[5, 353, 1765, 1408, 53857, 40431, 1057]",1765,1408,53857,100
"[5, 353, 1765, 1408, 63361, 45, 1]",1765,1408,63361,100
"[5, 353, 1765, 1408, 881, 331, 529]",1765,1408,881,50
"[5, 353, 1765, 1408, 3697, 1389, 529]",1765,1408,3697,50
"[5, 353, 1765, 1408, 4049, 509, 177]",1765,1408,4049,50
"[5, 353, 1765, 1408, 8273, 1040, 177]",1765,1408,8273,50
"[5, 353, 1765, 1408, 12497, 1571, 177]",1765,1408,12497,50
"[5, 353, 1765, 1408, 13553, 5092, 529]",1765,1408,13553,50
"[5, 353, 1765, 1408, 15313, 1925, 177]",1765,1408,15313,50
"[5, 353, 1765, 1408, 16369, 6150, 529]",1765,1408,16369,50
"[5, 353, 1765, 1408, 18481, 16184, 1233]",1765,1408,18481,50
"[5, 353, 1765, 1408, 19889, 17417, 1233]",1765,1408,19889,50
"[5, 353, 1765, 1408, 20593, 7737, 529]",1765,1408,20593,50
"[5, 353, 1765, 1408, 21649, 13546, 881]",1765,1408,21649,50
"[5, 353, 1765, 1408, 23057, 14427, 881]",1765,1408,23057,50
"[5, 353, 1765, 1408, 23761, 2987, 177]",1765,1408,23761,50
"[5, 353, 1765, 1408, 24113, 21116, 1233]",1765,1408,24113,50
"[5, 353, 1765, 1408, 25169, 3164, 177]",1765,1408,25169,50
"[5, 353, 1765, 1408, 25873, 16189, 881]",1765,1408,25873,50
"[5, 353, 1765, 1408, 27281, 17070, 881]",1765,1408,27281,50
"[5, 353, 1765, 1408, 30097, 18832, 881]",1765,1408,30097,50
"[5, 353, 1765, 1408, 30449, 11440, 529]",1765,1408,30449,50
"[5, 353, 1765, 1408, 31153, 27281, 1233]",1765,1408,31153,50
"[5, 353, 1765, 1408, 32561, 28514, 1233]",1765,1408,32561,50
"[5, 353, 1765, 1408, 33617, 4226, 177]",1765,1408,33617,50
"[5, 353, 1765, 1408, 34673, 13027, 529]",1765,1408,34673,50
"[5, 353, 1765, 1408, 35729, 22356, 881]",1765,1408,35729,50
"[5, 353, 1765, 1408, 36433, 4580, 177]",1765,1408,36433,50
"[5, 353, 1765, 1408, 37489, 14085, 529]",1765,1408,37489,50
"[5, 353, 1765, 1408, 39953, 24999, 881]",1765,1408,39953,50
"[5, 353, 1765, 1408, 45233, 39611, 1233]",1765,1408,45233,50
"[5, 353, 1765, 1408, 46993, 29404, 881]",1765,1408,46993,50
"[5, 353, 1765, 1408, 48049, 42077, 1233]",1765,1408,48049,50
"[5, 353, 1765, 1408, 50513, 6350, 177]",1765,1408,50513,50
"[5, 353, 1765, 1408, 51217, 32047, 881]",1765,1408,51217,50
"[5, 353, 1765, 1408, 53681, 47009, 1233]",1765,1408,53681,50
"[5, 353, 1765, 1408, 55441, 34690, 881]",1765,1408,55441,50
"[5, 353, 1765, 1408, 55793, 20962, 529]",1765,1408,55793,50
"[5, 353, 1765, 1408, 60017, 22549, 529]",1765,1408,60017,50
"[5, 353, 1765, 1408, 62129, 54407, 1233]",1765,1408,62129,50
"[5, 353, 1765, 1408, 89, 39, 617]",1765,1408,89,25
"[5, 353, 1765, 1408, 617, 39, 89]",1765,1408,617,25
"[5, 353, 1765, 1408, 1321, 744, 793]",1765,1408,1321,25
"[5, 353, 1765, 1408, 2377, 1933, 1145]",1765,1408,2377,25
"[5, 353, 1765, 1408, 2729, 1537, 793]",1765,1408,2729,25
"[5, 353, 1765, 1408, 3257, 613, 265]",1765,1408,3257,25
"[5, 353, 1765, 1408, 3433, 217, 89]",1765,1408,3433,25
"[5, 353, 1765, 1408, 5897, 1847, 441]",1765,1408,5897,25
"[5, 353, 1765, 1408, 6073, 1143, 265]",1765,1408,6073,25
"[5, 353, 1765, 1408, 7129, 3124, 617]",1765,1408,7129,25
"[5, 353, 1765, 1408, 7481, 1408, 265]",1765,1408,7481,25
"[5, 353, 1765, 1408, 8009, 6513, 1145]",1765,1408,8009,25
"[5, 353, 1765, 1408, 8537, 3741, 617]",1765,1408,8537,25
"[5, 353, 1765, 1408, 8713, 2729, 441]",1765,1408,8713,25
"[5, 353, 1765, 1408, 9241, 8670, 1321]",1765,1408,9241,25
"[5, 353, 1765, 1408, 9769, 5502, 793]",1765,1408,9769,25
"[5, 353, 1765, 1408, 11177, 6295, 793]",1765,1408,11177,25
"[5, 353, 1765, 1408, 11353, 4975, 617]",1765,1408,11353,25
"[5, 353, 1765, 1408, 12409, 8540, 969]",1765,1408,12409,25
"[5, 353, 1765, 1408, 15401, 8674, 793]",1765,1408,15401,25
"[5, 353, 1765, 1408, 16633, 11447, 969]",1765,1408,16633,25
"[5, 353, 1765, 1408, 18041, 12416, 969]",1765,1408,18041,25
"[5, 353, 1765, 1408, 18217, 10260, 793]",1765,1408,18217,25
"[5, 353, 1765, 1408, 19273, 15673, 1145]",1765,1408,19273,25
"[5, 353, 1765, 1408, 19801, 8677, 617]",1765,1408,19801,25
"[5, 353, 1765, 1408, 20681, 16818, 1145]",1765,1408,20681,25
"[5, 353, 1765, 1408, 20857, 14354, 969]",1765,1408,20857,25
"[5, 353, 1765, 1408, 21737, 1374, 89]",1765,1408,21737,25
"[5, 353, 1765, 1408, 22441, 12639, 793]",1765,1408,22441,25
"[5, 353, 1765, 1408, 23321, 21880, 1321]",1765,1408,23321,25
"[5, 353, 1765, 1408, 23497, 19108, 1145]",1765,1408,23497,25
"[5, 353, 1765, 1408, 25609, 8021, 441]",1765,1408,25609,25
"[5, 353, 1765, 1408, 26489, 18230, 969]",1765,1408,26489,25
