"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[17, 353, 6001, 5632, 353, 331, 5281]",6001,5632,353,99.97
"[17, 353, 6001, 5632, 1409, 1057, 4225]",6001,5632,1409,99.97
"[17, 353, 6001, 5632, 2113, 1321, 3521]",6001,5632,2113,99.97
"[17, 353, 6001, 5632, 3169, 1387, 2465]",6001,5632,3169,99.97
"[17, 353, 6001, 5632, 5281, 331, 353]",6001,5632,5281,99.97
"[17, 353, 6001, 5632, 6337, 5546, 4929]",6001,5632,6337,99.97
"[17, 353, 6001, 5632, 6689, 5436, 4577]",6001,5632,6689,99.97
"[17, 353, 6001, 5632, 7393, 5084, 3873]",6001,5632,7393,99.97
"[17, 353, 6001, 5632, 9857, 2466, 1409]",6001,5632,9857,99.97
"[17, 353, 6001, 5632, 11617, 10893, 5281]",6001,5632,11617,99.97
"[17, 353, 6001, 5632, 11969, 10475, 4929]",6001,5632,11969,99.97
"[17, 353, 6001, 5632, 13729, 7725, 3169]",6001,5632,13729,99.97
"[17, 353, 6001, 5632, 14081, 7043, 2817]",6001,5632,14081,99.97
"[17, 353, 6001, 5632, 15137, 4733, 1761]",6001,5632,15137,99.97
"[17, 353, 6001, 5632, 16193, 2027, 705]",6001,5632,16193,99.97
"[17, 353, 6001, 5632, 19009, 11884, 3521]",6001,5632,19009,99.97
"[17, 353, 6001, 5632, 21121, 5284, 1409]",6001,5632,21121,99.97
"[17, 353, 6001, 5632, 27457, 3437, 705]",6001,5632,27457,99.97
"[17, 353, 6001, 5632, 27809, 1743, 353]",6001,5632,27809,99.97
"[17, 353, 6001, 5632, 28513, 26736, 5281]",6001,5632,28513,99.97
"[17, 353, 6001, 5632, 29569, 22182, 4225]",6001,5632,29569,99.97
"[17, 353, 6001, 5632, 29921, 20576, 3873]",6001,5632,29921,99.97
"[17, 353, 6001, 5632, 30977, 15494, 2817]",6001,5632,30977,99.97
"[17, 353, 6001, 5632, 34849, 28321, 4577]",6001,5632,34849,99.97
"[17, 353, 6001, 5632, 35201, 26407, 4225]",6001,5632,35201,99.97
"[17, 353, 6001, 5632, 37313, 13999, 2113]",6001,5632,37313,99.97
"[17, 353, 6001, 5632, 40129, 35120, 4929]",6001,5632,40129,99.97
"[17, 353, 6001, 5632, 43649, 10920, 1409]",6001,5632,43649,99.97
"[17, 353, 6001, 5632, 46817, 32195, 3873]",6001,5632,46817,99.97
"[17, 353, 6001, 5632, 47521, 26739, 3169]",6001,5632,47521,99.97
"[17, 353, 6001, 5632, 49633, 9315, 1057]",6001,5632,49633,99.97
"[17, 353, 6001, 5632, 53857, 23572, 2465]",6001,5632,53857,99.97
"[17, 353, 6001, 5632, 63361, 47532, 4225]",6001,5632,63361,99.97
"[17, 353, 6001, 5632, 881, 303, 1937]",6001,5632,881,50.1
"[17, 353, 6001, 5632, 3697, 3120, 4753]",6001,5632,3697,50.1
"[17, 353, 6001, 5632, 4049, 3164, 4401]",6001,5632,4049,50.1
"[17, 353, 6001, 5632, 8273, 260, 177]",6001,5632,8273,50.1
"[17, 353, 6001, 5632, 12497, 3517, 1585]",6001,5632,12497,50.1
"[17, 353, 6001, 5632, 13553, 1273, 529]",6001,5632,13553,50.1
"[17, 353, 6001, 5632, 15313, 11966, 4401]",6001,5632,15313,50.1
"[17, 353, 6001, 5632, 16369, 9722, 3345]",6001,5632,16369,50.1
"[17, 353, 6001, 5632, 18481, 4046, 1233]",6001,5632,18481,50.1
"[17, 353, 6001, 5632, 19889, 19271, 5457]",6001,5632,19889,50.1
"[17, 353, 6001, 5632, 20593, 17379, 4753]",6001,5632,20593,50.1
"[17, 353, 6001, 5632, 21649, 14211, 3697]",6001,5632,21649,50.1
"[17, 353, 6001, 5632, 23057, 9371, 2289]",6001,5632,23057,50.1
"[17, 353, 6001, 5632, 23761, 6687, 1585]",6001,5632,23761,50.1
"[17, 353, 6001, 5632, 24113, 5279, 1233]",6001,5632,24113,50.1
"[17, 353, 6001, 5632, 25169, 791, 177]",6001,5632,25169,50.1
"[17, 353, 6001, 5632, 25873, 23452, 5105]",6001,5632,25873,50.1
"[17, 353, 6001, 5632, 27281, 17908, 3697]",6001,5632,27281,50.1
"[17, 353, 6001, 5632, 30097, 4708, 881]",6001,5632,30097,50.1
"[17, 353, 6001, 5632, 30449, 2860, 529]",6001,5632,30449,50.1
"[17, 353, 6001, 5632, 31153, 30185, 5457]",6001,5632,31153,50.1
"[17, 353, 6001, 5632, 32561, 23409, 4049]",6001,5632,32561,50.1
"[17, 353, 6001, 5632, 33617, 17865, 2993]",6001,5632,33617,50.1
"[17, 353, 6001, 5632, 34673, 11925, 1937]",6001,5632,34673,50.1
"[17, 353, 6001, 5632, 35729, 5589, 881]",6001,5632,35729,50.1
"[17, 353, 6001, 5632, 36433, 1145, 177]",6001,5632,36433,50.1
"[17, 353, 6001, 5632, 37489, 31638, 4753]",6001,5632,37489,50.1
"[17, 353, 6001, 5632, 39953, 16238, 2289]",6001,5632,39953,50.1
"[17, 353, 6001, 5632, 45233, 21211, 2641]",6001,5632,45233,50.1
"[17, 353, 6001, 5632, 46993, 7351, 881]",6001,5632,46993,50.1
"[17, 353, 6001, 5632, 48049, 46556, 5457]",6001,5632,48049,50.1
"[17, 353, 6001, 5632, 50513, 26844, 2993]",6001,5632,50513,50.1
"[17, 353, 6001, 5632, 51217, 20816, 2289]",6001,5632,51217,50.1
"[17, 353, 6001, 5632, 53681, 52013, 5457]",6001,5632,53681,50.1
"[17, 353, 6001, 5632, 55441, 36393, 3697]",6001,5632,55441,50.1
"[17, 353, 6001, 5632, 55793, 33137, 3345]",6001,5632,55793,50.1
"[17, 353, 6001, 5632, 60017, 50650, 4753]",6001,5632,60017,50.1
"[17, 353, 6001, 5632, 62129, 29134, 2641]",6001,5632,62129,50.1
"[17, 353, 6001, 5632, 89, 32, 2025]",6001,5632,89,13.3
"[17, 353, 6001, 5632, 617, 164, 1497]",6001,5632,617,13.3
"[17, 353, 6001, 5632, 1321, 186, 793]",6001,5632,1321,13.3
"[17, 353, 6001, 5632, 2377, 2266, 5369]",6001,5632,2377,13.3
"[17, 353, 6001, 5632, 2729, 2431, 5017]",6001,5632,2729,13.3
"[17, 353, 6001, 5632, 3257, 2596, 4489]",6001,5632,3257,13.3
"[17, 353, 6001, 5632, 3433, 2629, 4313]",6001,5632,3433,13.3
"[17, 353, 6001, 5632, 5897, 1936, 1849]",6001,5632,5897,13.3
"[17, 353, 6001, 5632, 6073, 1804, 1673]",6001,5632,6073,13.3
"[17, 353, 6001, 5632, 7129, 781, 617]",6001,5632,7129,13.3
"[17, 353, 6001, 5632, 7481, 352, 265]",6001,5632,7481,13.3
"[17, 353, 6001, 5632, 8009, 7635, 5369]",6001,5632,8009,13.3
"[17, 353, 6001, 5632, 8537, 7338, 4841]",6001,5632,8537,13.3
