"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[3, 353, 1059, 704, 353, 177, 353]",1059,704,353,100
"[3, 353, 1059, 704, 1409, 2, 1]",1059,704,1409,100
"[3, 353, 1059, 704, 2113, 3, 1]",1059,704,2113,100
"[3, 353, 1059, 704, 3169, 1589, 353]",1059,704,3169,100
"[3, 353, 1059, 704, 5281, 2648, 353]",1059,704,5281,100
"[3, 353, 1059, 704, 6337, 9, 1]",1059,704,6337,100
"[3, 353, 1059, 704, 6689, 3354, 353]",1059,704,6689,100
"[3, 353, 1059, 704, 7393, 3707, 353]",1059,704,7393,100
"[3, 353, 1059, 704, 9857, 14, 1]",1059,704,9857,100
"[3, 353, 1059, 704, 11617, 5825, 353]",1059,704,11617,100
"[3, 353, 1059, 704, 11969, 17, 1]",1059,704,11969,100
"[3, 353, 1059, 704, 13729, 6884, 353]",1059,704,13729,100
"[3, 353, 1059, 704, 14081, 20, 1]",1059,704,14081,100
"[3, 353, 1059, 704, 15137, 7590, 353]",1059,704,15137,100
"[3, 353, 1059, 704, 16193, 23, 1]",1059,704,16193,100
"[3, 353, 1059, 704, 19009, 27, 1]",1059,704,19009,100
"[3, 353, 1059, 704, 21121, 30, 1]",1059,704,21121,100
"[3, 353, 1059, 704, 27457, 39, 1]",1059,704,27457,100
"[3, 353, 1059, 704, 27809, 13944, 353]",1059,704,27809,100
"[3, 353, 1059, 704, 28513, 14297, 353]",1059,704,28513,100
"[3, 353, 1059, 704, 29569, 42, 1]",1059,704,29569,100
"[3, 353, 1059, 704, 29921, 15003, 353]",1059,704,29921,100
"[3, 353, 1059, 704, 30977, 44, 1]",1059,704,30977,100
"[3, 353, 1059, 704, 34849, 17474, 353]",1059,704,34849,100
"[3, 353, 1059, 704, 35201, 50, 1]",1059,704,35201,100
"[3, 353, 1059, 704, 37313, 53, 1]",1059,704,37313,100
"[3, 353, 1059, 704, 40129, 57, 1]",1059,704,40129,100
"[3, 353, 1059, 704, 43649, 62, 1]",1059,704,43649,100
"[3, 353, 1059, 704, 46817, 23475, 353]",1059,704,46817,100
"[3, 353, 1059, 704, 47521, 23828, 353]",1059,704,47521,100
"[3, 353, 1059, 704, 49633, 24887, 353]",1059,704,49633,100
"[3, 353, 1059, 704, 53857, 27005, 353]",1059,704,53857,100
"[3, 353, 1059, 704, 63361, 90, 1]",1059,704,63361,100
"[3, 353, 1059, 704, 881, 662, 529]",1059,704,881,50
"[3, 353, 1059, 704, 3697, 2778, 529]",1059,704,3697,50
"[3, 353, 1059, 704, 4049, 1018, 177]",1059,704,4049,50
"[3, 353, 1059, 704, 8273, 2080, 177]",1059,704,8273,50
"[3, 353, 1059, 704, 12497, 3142, 177]",1059,704,12497,50
"[3, 353, 1059, 704, 13553, 10184, 529]",1059,704,13553,50
"[3, 353, 1059, 704, 15313, 3850, 177]",1059,704,15313,50
"[3, 353, 1059, 704, 16369, 12300, 529]",1059,704,16369,50
"[3, 353, 1059, 704, 18481, 13887, 529]",1059,704,18481,50
"[3, 353, 1059, 704, 19889, 14945, 529]",1059,704,19889,50
"[3, 353, 1059, 704, 20593, 15474, 529]",1059,704,20593,50
"[3, 353, 1059, 704, 21649, 5443, 177]",1059,704,21649,50
"[3, 353, 1059, 704, 23057, 5797, 177]",1059,704,23057,50
