"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[19, 457, 8683, 8208, 6841, 1141, 1369]",8683,8208,6841,100
"[19, 457, 8683, 8208, 8209, 1, 1]",8683,8208,8209,100
"[19, 457, 8683, 8208, 13681, 4562, 2737]",8683,8208,13681,100
"[19, 457, 8683, 8208, 16417, 2, 1]",8683,8208,16417,100
"[19, 457, 8683, 8208, 20521, 10263, 4105]",8683,8208,20521,100
"[19, 457, 8683, 8208, 27361, 18244, 5473]",8683,8208,27361,100
"[19, 457, 8683, 8208, 28729, 14368, 4105]",8683,8208,28729,100
"[19, 457, 8683, 8208, 30097, 10036, 2737]",8683,8208,30097,100
"[19, 457, 8683, 8208, 32833, 4, 1]",8683,8208,32833,100
"[19, 457, 8683, 8208, 35569, 23717, 5473]",8683,8208,35569,100
"[19, 457, 8683, 8208, 42409, 35346, 6841]",8683,8208,42409,100
"[19, 457, 8683, 8208, 43777, 29190, 5473]",8683,8208,43777,100
"[19, 457, 8683, 8208, 47881, 7986, 1369]",8683,8208,47881,100
"[19, 457, 8683, 8208, 53353, 26683, 4105]",8683,8208,53353,100
"[19, 457, 8683, 8208, 54721, 18247, 2737]",8683,8208,54721,100
"[19, 457, 8683, 8208, 57457, 7, 1]",8683,8208,57457,100
"[19, 457, 8683, 8208, 61561, 30788, 4105]",8683,8208,61561,100
"[19, 457, 8683, 8208, 62929, 20984, 2737]",8683,8208,62929,100
"[19, 457, 8683, 8208, 2053, 1540, 6157]",8683,8208,2053,50
"[19, 457, 8683, 8208, 4789, 1996, 3421]",8683,8208,4789,50
"[19, 457, 8683, 8208, 8893, 8153, 7525]",8683,8208,8893,50
"[19, 457, 8683, 8208, 15733, 1313, 685]",8683,8208,15733,50
"[19, 457, 8683, 8208, 22573, 5646, 2053]",8683,8208,22573,50
"[19, 457, 8683, 8208, 25309, 23203, 7525]",8683,8208,25309,50
"[19, 457, 8683, 8208, 30781, 7699, 2053]",8683,8208,30781,50
"[19, 457, 8683, 8208, 40357, 3368, 685]",8683,8208,40357,50
"[19, 457, 8683, 8208, 43093, 32325, 6157]",8683,8208,43093,50
"[19, 457, 8683, 8208, 54037, 22522, 3421]",8683,8208,54037,50
"[19, 457, 8683, 8208, 56773, 4738, 685]",8683,8208,56773,50
"[19, 457, 8683, 8208, 59509, 44639, 6157]",8683,8208,59509,50
"[19, 457, 8683, 8208, 457, 127, 2281]",8683,8208,457,37
"[19, 457, 8683, 8208, 2281, 127, 457]",8683,8208,2281,37
"[19, 457, 8683, 8208, 4561, 3548, 6385]",8683,8208,4561,37
"[19, 457, 8683, 8208, 7297, 3244, 3649]",8683,8208,7297,37
"[19, 457, 8683, 8208, 7753, 3016, 3193]",8683,8208,7753,37
"[19, 457, 8683, 8208, 14593, 8109, 4561]",8683,8208,14593,37
"[19, 457, 8683, 8208, 19609, 18522, 7753]",8683,8208,19609,37
"[19, 457, 8683, 8208, 21433, 15482, 5929]",8683,8208,21433,37
"[19, 457, 8683, 8208, 24169, 9402, 3193]",8683,8208,24169,37
"[19, 457, 8683, 8208, 25537, 5678, 1825]",8683,8208,25537,37
"[19, 457, 8683, 8208, 26449, 2942, 913]",8683,8208,26449,37
"[19, 457, 8683, 8208, 27817, 26275, 7753]",8683,8208,27817,37
"[19, 457, 8683, 8208, 29641, 21411, 5929]",8683,8208,29641,37
"[19, 457, 8683, 8208, 30553, 18675, 5017]",8683,8208,30553,37
"[19, 457, 8683, 8208, 32377, 12595, 3193]",8683,8208,32377,37
"[19, 457, 8683, 8208, 33289, 9251, 2281]",8683,8208,33289,37
"[19, 457, 8683, 8208, 39217, 21792, 4561]",8683,8208,39217,37
"[19, 457, 8683, 8208, 40129, 17840, 3649]",8683,8208,40129,37
"[19, 457, 8683, 8208, 41953, 9328, 1825]",8683,8208,41953,37
"[19, 457, 8683, 8208, 43321, 2412, 457]",8683,8208,43321,37
"[19, 457, 8683, 8208, 48337, 21489, 3649]",8683,8208,48337,37
"[19, 457, 8683, 8208, 55633, 30914, 4561]",8683,8208,55633,37
"[19, 457, 8683, 8208, 58369, 12978, 1825]",8683,8208,58369,37
"[19, 457, 8683, 8208, 59281, 6594, 913]",8683,8208,59281,37
"[19, 457, 8683, 8208, 60649, 57287, 7753]",8683,8208,60649,37
