"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[73, 457, 33361, 32832, 6841, 5416, 25993]",33361,32832,6841,99.99
"[73, 457, 33361, 32832, 8209, 6157, 24625]",33361,32832,8209,99.99
"[73, 457, 33361, 32832, 13681, 7981, 19153]",33361,32832,13681,99.99
"[73, 457, 33361, 32832, 16417, 8209, 16417]",33361,32832,16417,99.99
"[73, 457, 33361, 32832, 20521, 7696, 12313]",33361,32832,20521,99.99
"[73, 457, 33361, 32832, 27361, 4561, 5473]",33361,32832,27361,99.99
"[73, 457, 33361, 32832, 28729, 3592, 4105]",33361,32832,28729,99.99
"[73, 457, 33361, 32832, 30097, 2509, 2737]",33361,32832,30097,99.99
"[73, 457, 33361, 32832, 32833, 1, 1]",33361,32832,32833,99.99
"[73, 457, 33361, 32832, 35569, 32606, 30097]",33361,32832,35569,99.99
"[73, 457, 33361, 32832, 42409, 30041, 23257]",33361,32832,42409,99.99
"[73, 457, 33361, 32832, 43777, 29186, 21889]",33361,32832,43777,99.99
"[73, 457, 33361, 32832, 47881, 25937, 17785]",33361,32832,47881,99.99
"[73, 457, 33361, 32832, 53353, 20009, 12313]",33361,32832,53353,99.99
"[73, 457, 33361, 32832, 54721, 18242, 10945]",33361,32832,54721,99.99
"[73, 457, 33361, 32832, 57457, 14366, 8209]",33361,32832,57457,99.99
"[73, 457, 33361, 32832, 61561, 7697, 4105]",33361,32832,61561,99.99
"[73, 457, 33361, 32832, 62929, 5246, 2737]",33361,32832,62929,99.99
"[73, 457, 33361, 32832, 457, 146, 10489]",33361,32832,457,34.24
"[73, 457, 33361, 32832, 2281, 602, 8665]",33361,32832,2281,34.24
"[73, 457, 33361, 32832, 4561, 887, 6385]",33361,32832,4561,34.24
"[73, 457, 33361, 32832, 7297, 811, 3649]",33361,32832,7297,34.24
"[73, 457, 33361, 32832, 7753, 754, 3193]",33361,32832,7753,34.24
"[73, 457, 33361, 32832, 14593, 12972, 29185]",33361,32832,14593,34.24
"[73, 457, 33361, 32832, 19609, 14435, 24169]",33361,32832,19609,34.24
"[73, 457, 33361, 32832, 21433, 14587, 22345]",33361,32832,21433,34.24
"[73, 457, 33361, 32832, 24169, 14435, 19609]",33361,32832,24169,34.24
"[73, 457, 33361, 32832, 25537, 14188, 18241]",33361,32832,25537,34.24
"[73, 457, 33361, 32832, 26449, 13960, 17329]",33361,32832,26449,34.24
"[73, 457, 33361, 32832, 27817, 13523, 15961]",33361,32832,27817,34.24
"[73, 457, 33361, 32832, 29641, 12763, 14137]",33361,32832,29641,34.24
"[73, 457, 33361, 32832, 30553, 12307, 13225]",33361,32832,30553,34.24
"[73, 457, 33361, 32832, 32377, 11243, 11401]",33361,32832,32377,34.24
"[73, 457, 33361, 32832, 33289, 10635, 10489]",33361,32832,33289,34.24
"[73, 457, 33361, 32832, 39217, 5448, 4561]",33361,32832,39217,34.24
"[73, 457, 33361, 32832, 40129, 4460, 3649]",33361,32832,40129,34.24
"[73, 457, 33361, 32832, 41953, 2332, 1825]",33361,32832,41953,34.24
"[73, 457, 33361, 32832, 43321, 603, 457]",33361,32832,43321,34.24
"[73, 457, 33361, 32832, 48337, 41625, 28273]",33361,32832,48337,34.24
"[73, 457, 33361, 32832, 55633, 35545, 20977]",33361,32832,55633,34.24
"[73, 457, 33361, 32832, 58369, 32429, 18241]",33361,32832,58369,34.24
"[73, 457, 33361, 32832, 59281, 31289, 17329]",33361,32832,59281,34.24
"[73, 457, 33361, 32832, 60649, 29484, 15961]",33361,32832,60649,34.24
"[73, 457, 33361, 32832, 62017, 27565, 14593]",33361,32832,62017,34.24
"[73, 457, 33361, 32832, 62473, 26900, 14137]",33361,32832,62473,34.24
"[73, 457, 33361, 32832, 63841, 24829, 12769]",33361,32832,63841,34.24
"[73, 457, 33361, 32832, 2053, 385, 6157]",33361,32832,2053,25.39
"[73, 457, 33361, 32832, 4789, 499, 3421]",33361,32832,4789,25.39
"[73, 457, 33361, 32832, 8893, 8708, 32149]",33361,32832,8893,25.39
"[73, 457, 33361, 32832, 15733, 12128, 25309]",33361,32832,15733,25.39
"[73, 457, 33361, 32832, 22573, 12698, 18469]",33361,32832,22573,25.39
"[73, 457, 33361, 32832, 25309, 12128, 15733]",33361,32832,25309,25.39
"[73, 457, 33361, 32832, 30781, 9620, 10261]",33361,32832,30781,25.39
"[73, 457, 33361, 32832, 40357, 842, 685]",33361,32832,40357,25.39
"[73, 457, 33361, 32832, 43093, 40401, 30781]",33361,32832,43093,25.39
"[73, 457, 33361, 32832, 54037, 32649, 19837]",33361,32832,54037,25.39
"[73, 457, 33361, 32832, 56773, 29571, 17101]",33361,32832,56773,25.39
"[73, 457, 33361, 32832, 59509, 26037, 14365]",33361,32832,59509,25.39
"[73, 457, 33361, 32832, 229, 132, 18925]",33361,32832,229,8.91
"[73, 457, 33361, 32832, 1597, 854, 17557]",33361,32832,1597,8.91
"[73, 457, 33361, 32832, 3877, 1804, 15277]",33361,32832,3877,8.91
"[73, 457, 33361, 32832, 5701, 2336, 13453]",33361,32832,5701,8.91
"[73, 457, 33361, 32832, 7069, 2602, 12085]",33361,32832,7069,8.91
"[73, 457, 33361, 32832, 9349, 2792, 9805]",33361,32832,9349,8.91
"[73, 457, 33361, 32832, 11173, 2716, 7981]",33361,32832,11173,8.91
"[73, 457, 33361, 32832, 12541, 2526, 6613]",33361,32832,12541,8.91
"[73, 457, 33361, 32832, 14821, 1956, 4333]",33361,32832,14821,8.91
"[73, 457, 33361, 32832, 15277, 1804, 3877]",33361,32832,15277,8.91
"[73, 457, 33361, 32832, 16189, 1462, 2965]",33361,32832,16189,8.91
"[73, 457, 33361, 32832, 18013, 626, 1141]",33361,32832,18013,8.91
"[73, 457, 33361, 32832, 19381, 19247, 32605]",33361,32832,19381,8.91
"[73, 457, 33361, 32832, 20749, 19741, 31237]",33361,32832,20749,8.91
"[73, 457, 33361, 32832, 21661, 20007, 30325]",33361,32832,21661,8.91
"[73, 457, 33361, 32832, 23029, 20311, 28957]",33361,32832,23029,8.91
"[73, 457, 33361, 32832, 31237, 19741, 20749]",33361,32832,31237,8.91
"[73, 457, 33361, 32832, 34429, 18411, 17557]",33361,32832,34429,8.91
"[73, 457, 33361, 32832, 35797, 17651, 16189]",33361,32832,35797,8.91
"[73, 457, 33361, 32832, 36709, 17081, 15277]",33361,32832,36709,8.91
"[73, 457, 33361, 32832, 39901, 14687, 12085]",33361,32832,39901,8.91
"[73, 457, 33361, 32832, 40813, 13889, 11173]",33361,32832,40813,8.91
"[73, 457, 33361, 32832, 41269, 13471, 10717]",33361,32832,41269,8.91
"[73, 457, 33361, 32832, 42181, 12597, 9805]",33361,32832,42181,8.91
"[73, 457, 33361, 32832, 44917, 9671, 7069]",33361,32832,44917,8.91
"[73, 457, 33361, 32832, 47653, 6289, 4333]",33361,32832,47653,8.91
"[73, 457, 33361, 32832, 48109, 5681, 3877]",33361,32832,48109,8.91
"[73, 457, 33361, 32832, 49477, 3781, 2509]",33361,32832,49477,8.91
"[73, 457, 33361, 32832, 54493, 50332, 30325]",33361,32832,54493,8.91
"[73, 457, 33361, 32832, 54949, 49990, 29869]",33361,32832,54949,8.91
"[73, 457, 33361, 32832, 59053, 46342, 25765]",33361,32832,59053,8.91
"[73, 457, 33361, 32832, 61333, 43872, 23485]",33361,32832,61333,8.91
"[73, 457, 33361, 32832, 62701, 42238, 22117]",33361,32832,62701,8.91
"[73, 457, 33361, 32832, 65437, 38628, 19381]",33361,32832,65437,8.91
"[73, 457, 33361, 32832, 3079, 2598, 27703]",33361,32832,3079,6.54
"[73, 457, 33361, 32832, 4447, 3567, 26335]",33361,32832,4447,6.54
"[73, 457, 33361, 32832, 7867, 3524, 14707]",33361,32832,7867,6.54
"[73, 457, 33361, 32832, 11287, 6702, 19495]",33361,32832,11287,6.54
"[73, 457, 33361, 32832, 11971, 3866, 10603]",33361,32832,11971,6.54
"[73, 457, 33361, 32832, 13339, 3752, 9235]",33361,32832,13339,6.54
"[73, 457, 33361, 32832, 15391, 7215, 15391]",33361,32832,15391,6.54
"[73, 457, 33361, 32832, 16759, 7158, 14023]",33361,32832,16759,6.54
"[73, 457, 33361, 32832, 17443, 2726, 5131]",33361,32832,17443,6.54
