"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[37, 457, 16909, 16416, 6841, 3991, 9577]",16909,16416,6841,100
"[37, 457, 16909, 16416, 8209, 4105, 8209]",16909,16416,8209,100
"[37, 457, 16909, 16416, 13681, 2281, 2737]",16909,16416,13681,100
"[37, 457, 16909, 16416, 16417, 1, 1]",16909,16416,16417,100
"[37, 457, 16909, 16416, 20521, 15392, 12313]",16909,16416,20521,100
"[37, 457, 16909, 16416, 27361, 9122, 5473]",16909,16416,27361,100
"[37, 457, 16909, 16416, 28729, 7184, 4105]",16909,16416,28729,100
"[37, 457, 16909, 16416, 30097, 5018, 2737]",16909,16416,30097,100
"[37, 457, 16909, 16416, 32833, 2, 1]",16909,16416,32833,100
"[37, 457, 16909, 16416, 35569, 29643, 13681]",16909,16416,35569,100
"[37, 457, 16909, 16416, 42409, 17673, 6841]",16909,16416,42409,100
"[37, 457, 16909, 16416, 43777, 14595, 5473]",16909,16416,43777,100
"[37, 457, 16909, 16416, 47881, 3993, 1369]",16909,16416,47881,100
"[37, 457, 16909, 16416, 53353, 40018, 12313]",16909,16416,53353,100
"[37, 457, 16909, 16416, 54721, 36484, 10945]",16909,16416,54721,100
"[37, 457, 16909, 16416, 57457, 28732, 8209]",16909,16416,57457,100
"[37, 457, 16909, 16416, 61561, 15394, 4105]",16909,16416,61561,100
"[37, 457, 16909, 16416, 62929, 10492, 2737]",16909,16416,62929,100
"[37, 457, 16909, 16416, 2053, 770, 6157]",16909,16416,2053,50
"[37, 457, 16909, 16416, 4789, 998, 3421]",16909,16416,4789,50
"[37, 457, 16909, 16416, 8893, 8523, 15733]",16909,16416,8893,50
"[37, 457, 16909, 16416, 15733, 8523, 8893]",16909,16416,15733,50
"[37, 457, 16909, 16416, 22573, 2823, 2053]",16909,16416,22573,50
"[37, 457, 16909, 16416, 25309, 24256, 15733]",16909,16416,25309,50
"[37, 457, 16909, 16416, 30781, 19240, 10261]",16909,16416,30781,50
"[37, 457, 16909, 16416, 40357, 1684, 685]",16909,16416,40357,50
"[37, 457, 16909, 16416, 43093, 37709, 14365]",16909,16416,43093,50
"[37, 457, 16909, 16416, 54037, 11261, 3421]",16909,16416,54037,50
"[37, 457, 16909, 16416, 56773, 2369, 685]",16909,16416,56773,50
"[37, 457, 16909, 16416, 59509, 52074, 14365]",16909,16416,59509,50
"[37, 457, 16909, 16416, 457, 292, 10489]",16909,16416,457,35
"[37, 457, 16909, 16416, 2281, 1204, 8665]",16909,16416,2281,35
"[37, 457, 16909, 16416, 4561, 1774, 6385]",16909,16416,4561,35
"[37, 457, 16909, 16416, 7297, 1622, 3649]",16909,16416,7297,35
"[37, 457, 16909, 16416, 7753, 1508, 3193]",16909,16416,7753,35
"[37, 457, 16909, 16416, 14593, 11351, 12769]",16909,16416,14593,35
"[37, 457, 16909, 16416, 19609, 9261, 7753]",16909,16416,19609,35
"[37, 457, 16909, 16416, 21433, 7741, 5929]",16909,16416,21433,35
"[37, 457, 16909, 16416, 24169, 4701, 3193]",16909,16416,24169,35
"[37, 457, 16909, 16416, 25537, 2839, 1825]",16909,16416,25537,35
"[37, 457, 16909, 16416, 26449, 1471, 913]",16909,16416,26449,35
"[37, 457, 16909, 16416, 27817, 27046, 15961]",16909,16416,27817,35
"[37, 457, 16909, 16416, 29641, 25526, 14137]",16909,16416,29641,35
"[37, 457, 16909, 16416, 30553, 24614, 13225]",16909,16416,30553,35
"[37, 457, 16909, 16416, 32377, 22486, 11401]",16909,16416,32377,35
"[37, 457, 16909, 16416, 33289, 21270, 10489]",16909,16416,33289,35
"[37, 457, 16909, 16416, 39217, 10896, 4561]",16909,16416,39217,35
"[37, 457, 16909, 16416, 40129, 8920, 3649]",16909,16416,40129,35
"[37, 457, 16909, 16416, 41953, 4664, 1825]",16909,16416,41953,35
"[37, 457, 16909, 16416, 43321, 1206, 457]",16909,16416,43321,35
"[37, 457, 16909, 16416, 48337, 34913, 11857]",16909,16416,48337,35
"[37, 457, 16909, 16416, 55633, 15457, 4561]",16909,16416,55633,35
"[37, 457, 16909, 16416, 58369, 6489, 1825]",16909,16416,58369,35
"[37, 457, 16909, 16416, 59281, 3297, 913]",16909,16416,59281,35
"[37, 457, 16909, 16416, 60649, 58968, 15961]",16909,16416,60649,35
"[37, 457, 16909, 16416, 62017, 55130, 14593]",16909,16416,62017,35
"[37, 457, 16909, 16416, 62473, 53800, 14137]",16909,16416,62473,35
"[37, 457, 16909, 16416, 63841, 49658, 12769]",16909,16416,63841,35
"[37, 457, 16909, 16416, 229, 35, 2509]",16909,16416,229,18
"[37, 457, 16909, 16416, 1597, 111, 1141]",16909,16416,1597,18
"[37, 457, 16909, 16416, 3877, 3608, 15277]",16909,16416,3877,18
"[37, 457, 16909, 16416, 5701, 4672, 13453]",16909,16416,5701,18
"[37, 457, 16909, 16416, 7069, 5204, 12085]",16909,16416,7069,18
"[37, 457, 16909, 16416, 9349, 5584, 9805]",16909,16416,9349,18
"[37, 457, 16909, 16416, 11173, 5432, 7981]",16909,16416,11173,18
"[37, 457, 16909, 16416, 12541, 5052, 6613]",16909,16416,12541,18
"[37, 457, 16909, 16416, 14821, 3912, 4333]",16909,16416,14821,18
"[37, 457, 16909, 16416, 15277, 3608, 3877]",16909,16416,15277,18
"[37, 457, 16909, 16416, 16189, 2924, 2965]",16909,16416,16189,18
"[37, 457, 16909, 16416, 18013, 1252, 1141]",16909,16416,18013,18
"[37, 457, 16909, 16416, 19381, 19113, 16189]",16909,16416,19381,18
"[37, 457, 16909, 16416, 20749, 18733, 14821]",16909,16416,20749,18
"[37, 457, 16909, 16416, 21661, 18353, 13909]",16909,16416,21661,18
"[37, 457, 16909, 16416, 23029, 17593, 12541]",16909,16416,23029,18
"[37, 457, 16909, 16416, 31237, 8245, 4333]",16909,16416,31237,18
"[37, 457, 16909, 16416, 34429, 2393, 1141]",16909,16416,34429,18
"[37, 457, 16909, 16416, 35797, 35302, 16189]",16909,16416,35797,18
"[37, 457, 16909, 16416, 36709, 34162, 15277]",16909,16416,36709,18
"[37, 457, 16909, 16416, 39901, 29374, 12085]",16909,16416,39901,18
"[37, 457, 16909, 16416, 40813, 27778, 11173]",16909,16416,40813,18
"[37, 457, 16909, 16416, 41269, 26942, 10717]",16909,16416,41269,18
"[37, 457, 16909, 16416, 42181, 25194, 9805]",16909,16416,42181,18
"[37, 457, 16909, 16416, 44917, 19342, 7069]",16909,16416,44917,18
"[37, 457, 16909, 16416, 47653, 12578, 4333]",16909,16416,47653,18
"[37, 457, 16909, 16416, 48109, 11362, 3877]",16909,16416,48109,18
"[37, 457, 16909, 16416, 49477, 7562, 2509]",16909,16416,49477,18
"[37, 457, 16909, 16416, 54493, 46171, 13909]",16909,16416,54493,18
"[37, 457, 16909, 16416, 54949, 45031, 13453]",16909,16416,54949,18
"[37, 457, 16909, 16416, 59053, 33631, 9349]",16909,16416,59053,18
"[37, 457, 16909, 16416, 61333, 26411, 7069]",16909,16416,61333,18
"[37, 457, 16909, 16416, 62701, 21775, 5701]",16909,16416,62701,18
"[37, 457, 16909, 16416, 65437, 11819, 2965]",16909,16416,65437,18
"[37, 457, 16909, 16416, 3079, 2117, 11287]",16909,16416,3079,13
"[37, 457, 16909, 16416, 4447, 2687, 9919]",16909,16416,4447,13
"[37, 457, 16909, 16416, 7867, 7048, 14707]",16909,16416,7867,13
"[37, 457, 16909, 16416, 11287, 2117, 3079]",16909,16416,11287,13
"[37, 457, 16909, 16416, 11971, 7732, 10603]",16909,16416,11971,13
"[37, 457, 16909, 16416, 13339, 7504, 9235]",16909,16416,13339,13
"[37, 457, 16909, 16416, 15391, 14430, 15391]",16909,16416,15391,13
"[37, 457, 16909, 16416, 16759, 14316, 14023]",16909,16416,16759,13
"[37, 457, 16909, 16416, 17443, 5452, 5131]",16909,16416,17443,13
"[37, 457, 16909, 16416, 18127, 13974, 12655]",16909,16416,18127,13
"[37, 457, 16909, 16416, 23599, 10326, 7183]",16909,16416,23599,13
"[37, 457, 16909, 16416, 24967, 8844, 5815]",16909,16416,24967,13
"[37, 457, 16909, 16416, 28387, 18335, 10603]",16909,16416,28387,13
"[37, 457, 16909, 16416, 31123, 14915, 7867]",16909,16416,31123,13
"[37, 457, 16909, 16416, 32491, 12863, 6499]",16909,16416,32491,13
"[37, 457, 16909, 16416, 34543, 26629, 12655]",16909,16416,34543,13
"[37, 457, 16909, 16416, 35227, 8075, 3763]",16909,16416,35227,13
"[37, 457, 16909, 16416, 35911, 24691, 11287]",16909,16416,35911,13
"[37, 457, 16909, 16416, 37963, 2375, 1027]",16909,16416,37963,13
"[37, 457, 16909, 16416, 40699, 36462, 14707]",16909,16416,40699,13
"[37, 457, 16909, 16416, 42751, 11581, 4447]",16909,16416,42751,13
"[37, 457, 16909, 16416, 44119, 8275, 3079]",16909,16416,44119,13
"[37, 457, 16909, 16416, 46171, 25974, 9235]",16909,16416,46171,13
"[37, 457, 16909, 16416, 48907, 19362, 6499]",16909,16416,48907,13
"[37, 457, 16909, 16416, 56431, 24692, 7183]",16909,16416,56431,13
