"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[7, 257, 1799, 1536, 769, 385, 769]",1799,1536,769,99.89
"[7, 257, 1799, 1536, 7681, 5, 1]",1799,1536,7681,99.89
"[7, 257, 1799, 1536, 10753, 7, 1]",1799,1536,10753,99.89
"[7, 257, 1799, 1536, 12289, 8, 1]",1799,1536,12289,99.89
"[7, 257, 1799, 1536, 14593, 7306, 769]",1799,1536,14593,99.89
"[7, 257, 1799, 1536, 15361, 10, 1]",1799,1536,15361,99.89
"[7, 257, 1799, 1536, 18433, 12, 1]",1799,1536,18433,99.89
"[7, 257, 1799, 1536, 22273, 11151, 769]",1799,1536,22273,99.89
"[7, 257, 1799, 1536, 23041, 15, 1]",1799,1536,23041,99.89
"[7, 257, 1799, 1536, 26113, 17, 1]",1799,1536,26113,99.89
"[7, 257, 1799, 1536, 26881, 13458, 769]",1799,1536,26881,99.89
"[7, 257, 1799, 1536, 31489, 15765, 769]",1799,1536,31489,99.89
"[7, 257, 1799, 1536, 32257, 21, 1]",1799,1536,32257,99.89
"[7, 257, 1799, 1536, 36097, 18072, 769]",1799,1536,36097,99.89
"[7, 257, 1799, 1536, 37633, 18841, 769]",1799,1536,37633,99.89
"[7, 257, 1799, 1536, 39937, 26, 1]",1799,1536,39937,99.89
"[7, 257, 1799, 1536, 43777, 21917, 769]",1799,1536,43777,99.89
"[7, 257, 1799, 1536, 49921, 24993, 769]",1799,1536,49921,99.89
"[7, 257, 1799, 1536, 57601, 28838, 769]",1799,1536,57601,99.89
"[7, 257, 1799, 1536, 58369, 38, 1]",1799,1536,58369,99.89
"[7, 257, 1799, 1536, 61441, 40, 1]",1799,1536,61441,99.89
"[7, 257, 1799, 1536, 64513, 42, 1]",1799,1536,64513,99.89
"[7, 257, 1799, 1536, 1153, 289, 385]",1799,1536,1153,50.06
"[7, 257, 1799, 1536, 2689, 674, 385]",1799,1536,2689,50.06
"[7, 257, 1799, 1536, 3457, 2595, 1153]",1799,1536,3457,50.06
"[7, 257, 1799, 1536, 4993, 3748, 1153]",1799,1536,4993,50.06
"[7, 257, 1799, 1536, 6529, 4901, 1153]",1799,1536,6529,50.06
"[7, 257, 1799, 1536, 7297, 1829, 385]",1799,1536,7297,50.06
"[7, 257, 1799, 1536, 9601, 7207, 1153]",1799,1536,9601,50.06
"[7, 257, 1799, 1536, 10369, 2599, 385]",1799,1536,10369,50.06
"[7, 257, 1799, 1536, 13441, 3369, 385]",1799,1536,13441,50.06
"[7, 257, 1799, 1536, 18049, 4524, 385]",1799,1536,18049,50.06
"[7, 257, 1799, 1536, 20353, 15278, 1153]",1799,1536,20353,50.06
"[7, 257, 1799, 1536, 21121, 5294, 385]",1799,1536,21121,50.06
"[7, 257, 1799, 1536, 26497, 19890, 1153]",1799,1536,26497,50.06
"[7, 257, 1799, 1536, 29569, 22196, 1153]",1799,1536,29569,50.06
"[7, 257, 1799, 1536, 31873, 7989, 385]",1799,1536,31873,50.06
"[7, 257, 1799, 1536, 33409, 8374, 385]",1799,1536,33409,50.06
"[7, 257, 1799, 1536, 45697, 11454, 385]",1799,1536,45697,50.06
"[7, 257, 1799, 1536, 49537, 37185, 1153]",1799,1536,49537,50.06
"[7, 257, 1799, 1536, 52609, 39491, 1153]",1799,1536,52609,50.06
"[7, 257, 1799, 1536, 53377, 13379, 385]",1799,1536,53377,50.06
"[7, 257, 1799, 1536, 55681, 41797, 1153]",1799,1536,55681,50.06
"[7, 257, 1799, 1536, 60289, 45256, 1153]",1799,1536,60289,50.06
"[7, 257, 1799, 1536, 61057, 15304, 385]",1799,1536,61057,50.06
"[7, 257, 1799, 1536, 63361, 47562, 1153]",1799,1536,63361,50.06
"[7, 257, 1799, 1536, 257, 43, 257]",1799,1536,257,42.71
"[7, 257, 1799, 1536, 3329, 557, 257]",1799,1536,3329,42.71
"[7, 257, 1799, 1536, 7937, 1328, 257]",1799,1536,7937,42.71
"[7, 257, 1799, 1536, 9473, 1585, 257]",1799,1536,9473,42.71
"[7, 257, 1799, 1536, 11777, 7859, 1025]",1799,1536,11777,42.71
"[7, 257, 1799, 1536, 13313, 8884, 1025]",1799,1536,13313,42.71
"[7, 257, 1799, 1536, 14081, 2356, 257]",1799,1536,14081,42.71
"[7, 257, 1799, 1536, 17921, 11959, 1025]",1799,1536,17921,42.71
"[7, 257, 1799, 1536, 19457, 12984, 1025]",1799,1536,19457,42.71
"[7, 257, 1799, 1536, 23297, 3898, 257]",1799,1536,23297,42.71
"[7, 257, 1799, 1536, 25601, 17084, 1025]",1799,1536,25601,42.71
"[7, 257, 1799, 1536, 30977, 5183, 257]",1799,1536,30977,42.71
"[7, 257, 1799, 1536, 36353, 24259, 1025]",1799,1536,36353,42.71
"[7, 257, 1799, 1536, 37889, 25284, 1025]",1799,1536,37889,42.71
"[7, 257, 1799, 1536, 40193, 6725, 257]",1799,1536,40193,42.71
"[7, 257, 1799, 1536, 40961, 27334, 1025]",1799,1536,40961,42.71
"[7, 257, 1799, 1536, 41729, 6982, 257]",1799,1536,41729,42.71
"[7, 257, 1799, 1536, 45569, 30409, 1025]",1799,1536,45569,42.71
"[7, 257, 1799, 1536, 46337, 7753, 257]",1799,1536,46337,42.71
"[7, 257, 1799, 1536, 49409, 8267, 257]",1799,1536,49409,42.71
"[7, 257, 1799, 1536, 50177, 33484, 1025]",1799,1536,50177,42.71
"[7, 257, 1799, 1536, 51713, 34509, 1025]",1799,1536,51713,42.71
"[7, 257, 1799, 1536, 57089, 9552, 257]",1799,1536,57089,42.71
"[7, 257, 1799, 1536, 59393, 39634, 1025]",1799,1536,59393,42.71
"[7, 257, 1799, 1536, 60161, 10066, 257]",1799,1536,60161,42.71
"[7, 257, 1799, 1536, 193, 169, 1345]",1799,1536,193,25.14
"[7, 257, 1799, 1536, 577, 361, 961]",1799,1536,577,25.14
"[7, 257, 1799, 1536, 2113, 1322, 961]",1799,1536,2113,25.14
"[7, 257, 1799, 1536, 4801, 4204, 1345]",1799,1536,4801,25.14
"[7, 257, 1799, 1536, 5569, 2092, 577]",1799,1536,5569,25.14
"[7, 257, 1799, 1536, 5953, 748, 193]",1799,1536,5953,25.14
"[7, 257, 1799, 1536, 6337, 5549, 1345]",1799,1536,6337,25.14
"[7, 257, 1799, 1536, 7489, 941, 193]",1799,1536,7489,25.14
"[7, 257, 1799, 1536, 7873, 6894, 1345]",1799,1536,7873,25.14
"[7, 257, 1799, 1536, 8641, 3246, 577]",1799,1536,8641,25.14
"[7, 257, 1799, 1536, 10177, 3823, 577]",1799,1536,10177,25.14
"[7, 257, 1799, 1536, 11329, 7088, 961]",1799,1536,11329,25.14
"[7, 257, 1799, 1536, 12097, 1520, 193]",1799,1536,12097,25.14
"[7, 257, 1799, 1536, 13249, 4977, 577]",1799,1536,13249,25.14
"[7, 257, 1799, 1536, 13633, 1713, 193]",1799,1536,13633,25.14
"[7, 257, 1799, 1536, 14401, 9010, 961]",1799,1536,14401,25.14
"[7, 257, 1799, 1536, 15937, 9971, 961]",1799,1536,15937,25.14
"[7, 257, 1799, 1536, 19009, 11893, 961]",1799,1536,19009,25.14
"[7, 257, 1799, 1536, 19777, 2485, 193]",1799,1536,19777,25.14
"[7, 257, 1799, 1536, 20161, 17654, 1345]",1799,1536,20161,25.14
"[7, 257, 1799, 1536, 20929, 7862, 577]",1799,1536,20929,25.14
"[7, 257, 1799, 1536, 21313, 2678, 193]",1799,1536,21313,25.14
"[7, 257, 1799, 1536, 24001, 9016, 577]",1799,1536,24001,25.14
"[7, 257, 1799, 1536, 25153, 15737, 961]",1799,1536,25153,25.14
"[7, 257, 1799, 1536, 25537, 9593, 577]",1799,1536,25537,25.14
"[7, 257, 1799, 1536, 27073, 10170, 577]",1799,1536,27073,25.14
"[7, 257, 1799, 1536, 27457, 3450, 193]",1799,1536,27457,25.14
