"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[193, 257, 49601, 49152, 769, 757, 48385]",49601,49152,769,100
"[193, 257, 49601, 49152, 7681, 6481, 41473]",49601,49152,7681,100
"[193, 257, 49601, 49152, 10753, 8401, 38401]",49601,49152,10753,100
"[193, 257, 49601, 49152, 12289, 9217, 36865]",49601,49152,12289,100
"[193, 257, 49601, 49152, 14593, 10261, 34561]",49601,49152,14593,100
"[193, 257, 49601, 49152, 15361, 10561, 33793]",49601,49152,15361,100
"[193, 257, 49601, 49152, 18433, 11521, 30721]",49601,49152,18433,100
"[193, 257, 49601, 49152, 22273, 12181, 26881]",49601,49152,22273,100
"[193, 257, 49601, 49152, 23041, 12241, 26113]",49601,49152,23041,100
"[193, 257, 49601, 49152, 26113, 12241, 23041]",49601,49152,26113,100
"[193, 257, 49601, 49152, 26881, 12181, 22273]",49601,49152,26881,100
"[193, 257, 49601, 49152, 31489, 11317, 17665]",49601,49152,31489,100
"[193, 257, 49601, 49152, 32257, 11089, 16897]",49601,49152,32257,100
"[193, 257, 49601, 49152, 36097, 9589, 13057]",49601,49152,36097,100
"[193, 257, 49601, 49152, 37633, 8821, 11521]",49601,49152,37633,100
"[193, 257, 49601, 49152, 39937, 7489, 9217]",49601,49152,39937,100
"[193, 257, 49601, 49152, 43777, 4789, 5377]",49601,49152,43777,100
"[193, 257, 49601, 49152, 49921, 49142, 48385]",49601,49152,49921,100
"[193, 257, 49601, 49152, 57601, 47702, 40705]",49601,49152,57601,100
"[193, 257, 49601, 49152, 58369, 47426, 39937]",49601,49152,58369,100
"[193, 257, 49601, 49152, 61441, 46082, 36865]",49601,49152,61441,100
"[193, 257, 49601, 49152, 64513, 44354, 33793]",49601,49152,64513,100
"[193, 257, 49601, 49152, 1153, 1126, 48001]",49601,49152,1153,50.19
"[193, 257, 49601, 49152, 2689, 2542, 46465]",49601,49152,2689,50.19
"[193, 257, 49601, 49152, 3457, 3214, 45697]",49601,49152,3457,50.19
"[193, 257, 49601, 49152, 4993, 4486, 44161]",49601,49152,4993,50.19
"[193, 257, 49601, 49152, 6529, 5662, 42625]",49601,49152,6529,50.19
"[193, 257, 49601, 49152, 7297, 6214, 41857]",49601,49152,7297,50.19
"[193, 257, 49601, 49152, 9601, 7726, 39553]",49601,49152,9601,50.19
"[193, 257, 49601, 49152, 10369, 8182, 38785]",49601,49152,10369,50.19
"[193, 257, 49601, 49152, 13441, 9766, 35713]",49601,49152,13441,50.19
"[193, 257, 49601, 49152, 18049, 11422, 31105]",49601,49152,18049,50.19
"[193, 257, 49601, 49152, 20353, 11926, 28801]",49601,49152,20353,50.19
"[193, 257, 49601, 49152, 21121, 12046, 28033]",49601,49152,21121,50.19
"[193, 257, 49601, 49152, 26497, 12214, 22657]",49601,49152,26497,50.19
"[193, 257, 49601, 49152, 29569, 11782, 19585]",49601,49152,29569,50.19
"[193, 257, 49601, 49152, 31873, 11206, 17281]",49601,49152,31873,50.19
"[193, 257, 49601, 49152, 33409, 10702, 15745]",49601,49152,33409,50.19
"[193, 257, 49601, 49152, 45697, 3214, 3457]",49601,49152,45697,50.19
"[193, 257, 49601, 49152, 49537, 49151, 48769]",49601,49152,49537,50.19
"[193, 257, 49601, 49152, 52609, 48911, 45697]",49601,49152,52609,50.19
"[193, 257, 49601, 49152, 53377, 48791, 44929]",49601,49152,53377,50.19
"[193, 257, 49601, 49152, 55681, 48287, 42625]",49601,49152,55681,50.19
"[193, 257, 49601, 49152, 60289, 46631, 38017]",49601,49152,60289,50.19
"[193, 257, 49601, 49152, 61057, 46271, 37249]",49601,49152,61057,50.19
"[193, 257, 49601, 49152, 63361, 45047, 34945]",49601,49152,63361,50.19
"[193, 257, 49601, 49152, 257, 170, 32513]",49601,49152,257,33.67
"[193, 257, 49601, 49152, 3329, 1994, 29441]",49601,49152,3329,33.67
"[193, 257, 49601, 49152, 7937, 4010, 24833]",49601,49152,7937,33.67
"[193, 257, 49601, 49152, 9473, 4490, 23297]",49601,49152,9473,33.67
"[193, 257, 49601, 49152, 11777, 5030, 20993]",49601,49152,11777,33.67
"[193, 257, 49601, 49152, 13313, 5270, 19457]",49601,49152,13313,33.67
"[193, 257, 49601, 49152, 14081, 5354, 18689]",49601,49152,14081,33.67
"[193, 257, 49601, 49152, 17921, 5414, 14849]",49601,49152,17921,33.67
"[193, 257, 49601, 49152, 19457, 5270, 13313]",49601,49152,19457,33.67
"[193, 257, 49601, 49152, 23297, 4490, 9473]",49601,49152,23297,33.67
"[193, 257, 49601, 49152, 25601, 3734, 7169]",49601,49152,25601,33.67
"[193, 257, 49601, 49152, 30977, 1130, 1793]",49601,49152,30977,33.67
"[193, 257, 49601, 49152, 36353, 33703, 45569]",49601,49152,36353,33.67
"[193, 257, 49601, 49152, 37889, 33943, 44033]",49601,49152,37889,33.67
"[193, 257, 49601, 49152, 40193, 34123, 41729]",49601,49152,40193,33.67
"[193, 257, 49601, 49152, 40961, 34135, 40961]",49601,49152,40961,33.67
"[193, 257, 49601, 49152, 41729, 34123, 40193]",49601,49152,41729,33.67
"[193, 257, 49601, 49152, 45569, 33703, 36353]",49601,49152,45569,33.67
"[193, 257, 49601, 49152, 46337, 33547, 35585]",49601,49152,46337,33.67
"[193, 257, 49601, 49152, 49409, 32683, 32513]",49601,49152,49409,33.67
"[193, 257, 49601, 49152, 50177, 32407, 31745]",49601,49152,50177,33.67
"[193, 257, 49601, 49152, 51713, 31783, 30209]",49601,49152,51713,33.67
"[193, 257, 49601, 49152, 57089, 28843, 24833]",49601,49152,57089,33.67
"[193, 257, 49601, 49152, 59393, 27223, 22529]",49601,49152,59393,33.67
"[193, 257, 49601, 49152, 60161, 26635, 21761]",49601,49152,60161,33.67
"[193, 257, 49601, 49152, 193, 144, 36673]",49601,49152,193,25.29
"[193, 257, 49601, 49152, 577, 426, 36289]",49601,49152,577,25.29
"[193, 257, 49601, 49152, 2113, 1494, 34753]",49601,49152,2113,25.29
"[193, 257, 49601, 49152, 4801, 3132, 32065]",49601,49152,4801,25.29
"[193, 257, 49601, 49152, 5569, 3546, 31297]",49601,49152,5569,25.29
"[193, 257, 49601, 49152, 5953, 3744, 30913]",49601,49152,5953,25.29
"[193, 257, 49601, 49152, 6337, 3936, 30529]",49601,49152,6337,25.29
"[193, 257, 49601, 49152, 7489, 4476, 29377]",49601,49152,7489,25.29
"[193, 257, 49601, 49152, 7873, 4644, 28993]",49601,49152,7873,25.29
"[193, 257, 49601, 49152, 8641, 4962, 28225]",49601,49152,8641,25.29
"[193, 257, 49601, 49152, 10177, 5526, 26689]",49601,49152,10177,25.29
"[193, 257, 49601, 49152, 11329, 5886, 25537]",49601,49152,11329,25.29
"[193, 257, 49601, 49152, 12097, 6096, 24769]",49601,49152,12097,25.29
"[193, 257, 49601, 49152, 13249, 6366, 23617]",49601,49152,13249,25.29
"[193, 257, 49601, 49152, 13633, 6444, 23233]",49601,49152,13633,25.29
"[193, 257, 49601, 49152, 14401, 6582, 22465]",49601,49152,14401,25.29
"[193, 257, 49601, 49152, 15937, 6786, 20929]",49601,49152,15937,25.29
"[193, 257, 49601, 49152, 19009, 6906, 17857]",49601,49152,19009,25.29
"[193, 257, 49601, 49152, 19777, 6876, 17089]",49601,49152,19777,25.29
"[193, 257, 49601, 49152, 20161, 6852, 16705]",49601,49152,20161,25.29
"[193, 257, 49601, 49152, 20929, 6786, 15937]",49601,49152,20929,25.29
"[193, 257, 49601, 49152, 21313, 6744, 15553]",49601,49152,21313,25.29
"[193, 257, 49601, 49152, 24001, 6282, 12865]",49601,49152,24001,25.29
"[193, 257, 49601, 49152, 25153, 5994, 11713]",49601,49152,25153,25.29
"[193, 257, 49601, 49152, 25537, 5886, 11329]",49601,49152,25537,25.29
"[193, 257, 49601, 49152, 27073, 5394, 9793]",49601,49152,27073,25.29
"[193, 257, 49601, 49152, 27457, 5256, 9409]",49601,49152,27457,25.29
"[193, 257, 49601, 49152, 29761, 4302, 7105]",49601,49152,29761,25.29
"[193, 257, 49601, 49152, 30529, 3936, 6337]",49601,49152,30529,25.29
"[193, 257, 49601, 49152, 32833, 2694, 4033]",49601,49152,32833,25.29
"[193, 257, 49601, 49152, 33601, 2232, 3265]",49601,49152,33601,25.29
"[193, 257, 49601, 49152, 34369, 1746, 2497]",49601,49152,34369,25.29
"[193, 257, 49601, 49152, 35521, 972, 1345]",49601,49152,35521,25.29
"[193, 257, 49601, 49152, 37057, 36913, 48961]",49601,49152,37057,25.29
"[193, 257, 49601, 49152, 37441, 37003, 48577]",49601,49152,37441,25.29
"[193, 257, 49601, 49152, 38593, 37237, 47425]",49601,49152,38593,25.29
"[193, 257, 49601, 49152, 38977, 37303, 47041]",49601,49152,38977,25.29
"[193, 257, 49601, 49152, 40129, 37465, 45889]",49601,49152,40129,25.29
"[193, 257, 49601, 49152, 40897, 37543, 45121]",49601,49152,40897,25.29
"[193, 257, 49601, 49152, 41281, 37573, 44737]",49601,49152,41281,25.29
"[193, 257, 49601, 49152, 42433, 37627, 43585]",49601,49152,42433,25.29
