"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 61, 305, 240, 61, 46, 181]",305,240,61,99.34
"[5, 61, 305, 240, 181, 46, 61]",305,240,181,99.34
"[5, 61, 305, 240, 241, 1, 1]",305,240,241,99.34
"[5, 61, 305, 240, 421, 107, 61]",305,240,421,99.34
"[5, 61, 305, 240, 541, 408, 181]",305,240,541,99.34
"[5, 61, 305, 240, 601, 303, 121]",305,240,601,99.34
"[5, 61, 305, 240, 661, 168, 61]",305,240,661,99.34
"[5, 61, 305, 240, 1021, 770, 181]",305,240,1021,99.34
"[5, 61, 305, 240, 1201, 5, 1]",305,240,1201,99.34
"[5, 61, 305, 240, 1321, 666, 121]",305,240,1321,99.34
"[5, 61, 305, 240, 1381, 351, 61]",305,240,1381,99.34
"[5, 61, 305, 240, 1621, 412, 61]",305,240,1621,99.34
"[5, 61, 305, 240, 1741, 1313, 181]",305,240,1741,99.34
"[5, 61, 305, 240, 1801, 908, 121]",305,240,1801,99.34
"[5, 61, 305, 240, 1861, 473, 61]",305,240,1861,99.34
"[5, 61, 305, 240, 2161, 9, 1]",305,240,2161,99.34
"[5, 61, 305, 240, 2221, 1675, 181]",305,240,2221,99.34
"[5, 61, 305, 240, 2281, 1150, 121]",305,240,2281,99.34
"[5, 61, 305, 240, 2341, 595, 61]",305,240,2341,99.34
"[5, 61, 305, 240, 2521, 1271, 121]",305,240,2521,99.34
"[5, 61, 305, 240, 3001, 1513, 121]",305,240,3001,99.34
"[5, 61, 305, 240, 3061, 778, 61]",305,240,3061,99.34
"[5, 61, 305, 240, 3121, 13, 1]",305,240,3121,99.34
"[5, 61, 305, 240, 3181, 2399, 181]",305,240,3181,99.34
"[5, 61, 305, 240, 3301, 839, 61]",305,240,3301,99.34
"[5, 61, 305, 240, 3361, 14, 1]",305,240,3361,99.34
"[5, 61, 305, 240, 3541, 900, 61]",305,240,3541,99.34
"[5, 61, 305, 240, 4021, 1022, 61]",305,240,4021,99.34
"[5, 61, 305, 240, 4201, 2118, 121]",305,240,4201,99.34
"[5, 61, 305, 240, 4261, 1083, 61]",305,240,4261,99.34
"[5, 61, 305, 240, 4441, 2239, 121]",305,240,4441,99.34
"[5, 61, 305, 240, 4561, 19, 1]",305,240,4561,99.34
"[5, 61, 305, 240, 4621, 3485, 181]",305,240,4621,99.34
"[5, 61, 305, 240, 4801, 20, 1]",305,240,4801,99.34
"[5, 61, 305, 240, 4861, 3666, 181]",305,240,4861,99.34
"[5, 61, 305, 240, 5101, 3847, 181]",305,240,5101,99.34
"[5, 61, 305, 240, 5281, 22, 1]",305,240,5281,99.34
"[5, 61, 305, 240, 5521, 23, 1]",305,240,5521,99.34
"[5, 61, 305, 240, 5581, 4209, 181]",305,240,5581,99.34
"[5, 61, 305, 240, 5641, 2844, 121]",305,240,5641,99.34
"[5, 61, 305, 240, 5701, 1449, 61]",305,240,5701,99.34
"[5, 61, 305, 240, 5821, 4390, 181]",305,240,5821,99.34
"[5, 61, 305, 240, 5881, 2965, 121]",305,240,5881,99.34
"[5, 61, 305, 240, 6121, 3086, 121]",305,240,6121,99.34
"[5, 61, 305, 240, 6301, 4752, 181]",305,240,6301,99.34
"[5, 61, 305, 240, 6361, 3207, 121]",305,240,6361,99.34
"[5, 61, 305, 240, 6421, 1632, 61]",305,240,6421,99.34
"[5, 61, 305, 240, 6481, 27, 1]",305,240,6481,99.34
"[5, 61, 305, 240, 6661, 1693, 61]",305,240,6661,99.34
"[5, 61, 305, 240, 6781, 5114, 181]",305,240,6781,99.34
"[5, 61, 305, 240, 6841, 3449, 121]",305,240,6841,99.34
"[5, 61, 305, 240, 6961, 29, 1]",305,240,6961,99.34
"[5, 61, 305, 240, 7321, 3691, 121]",305,240,7321,99.34
"[5, 61, 305, 240, 7561, 3812, 121]",305,240,7561,99.34
"[5, 61, 305, 240, 7621, 1937, 61]",305,240,7621,99.34
"[5, 61, 305, 240, 7681, 32, 1]",305,240,7681,99.34
"[5, 61, 305, 240, 7741, 5838, 181]",305,240,7741,99.34
"[5, 61, 305, 240, 8101, 2059, 61]",305,240,8101,99.34
"[5, 61, 305, 240, 8161, 34, 1]",305,240,8161,99.34
"[5, 61, 305, 240, 8221, 6200, 181]",305,240,8221,99.34
"[5, 61, 305, 240, 8461, 6381, 181]",305,240,8461,99.34
"[5, 61, 305, 240, 8521, 4296, 121]",305,240,8521,99.34
"[5, 61, 305, 240, 8581, 2181, 61]",305,240,8581,99.34
"[5, 61, 305, 240, 8641, 36, 1]",305,240,8641,99.34
"[5, 61, 305, 240, 8761, 4417, 121]",305,240,8761,99.34
"[5, 61, 305, 240, 8821, 2242, 61]",305,240,8821,99.34
"[5, 61, 305, 240, 8941, 6743, 181]",305,240,8941,99.34
"[5, 61, 305, 240, 9001, 4538, 121]",305,240,9001,99.34
"[5, 61, 305, 240, 9181, 6924, 181]",305,240,9181,99.34
"[5, 61, 305, 240, 9241, 4659, 121]",305,240,9241,99.34
"[5, 61, 305, 240, 9421, 7105, 181]",305,240,9421,99.34
"[5, 61, 305, 240, 9601, 40, 1]",305,240,9601,99.34
"[5, 61, 305, 240, 9661, 7286, 181]",305,240,9661,99.34
"[5, 61, 305, 240, 9721, 4901, 121]",305,240,9721,99.34
"[5, 61, 305, 240, 9781, 2486, 61]",305,240,9781,99.34
"[5, 61, 305, 240, 9901, 7467, 181]",305,240,9901,99.34
"[5, 61, 305, 240, 10141, 7648, 181]",305,240,10141,99.34
"[5, 61, 305, 240, 10321, 43, 1]",305,240,10321,99.34
"[5, 61, 305, 240, 10501, 2669, 61]",305,240,10501,99.34
"[5, 61, 305, 240, 10861, 8191, 181]",305,240,10861,99.34
"[5, 61, 305, 240, 11161, 5627, 121]",305,240,11161,99.34
"[5, 61, 305, 240, 11701, 2974, 61]",305,240,11701,99.34
"[5, 61, 305, 240, 11821, 8915, 181]",305,240,11821,99.34
"[5, 61, 305, 240, 11941, 3035, 61]",305,240,11941,99.34
"[5, 61, 305, 240, 12241, 51, 1]",305,240,12241,99.34
"[5, 61, 305, 240, 12301, 9277, 181]",305,240,12301,99.34
"[5, 61, 305, 240, 12421, 3157, 61]",305,240,12421,99.34
"[5, 61, 305, 240, 12541, 9458, 181]",305,240,12541,99.34
"[5, 61, 305, 240, 12601, 6353, 121]",305,240,12601,99.34
"[5, 61, 305, 240, 12721, 53, 1]",305,240,12721,99.34
"[5, 61, 305, 240, 12781, 9639, 181]",305,240,12781,99.34
"[5, 61, 305, 240, 12841, 6474, 121]",305,240,12841,99.34
"[5, 61, 305, 240, 13381, 3401, 61]",305,240,13381,99.34
"[5, 61, 305, 240, 13441, 56, 1]",305,240,13441,99.34
"[5, 61, 305, 240, 13681, 57, 1]",305,240,13681,99.34
"[5, 61, 305, 240, 13921, 58, 1]",305,240,13921,99.34
"[5, 61, 305, 240, 14221, 10725, 181]",305,240,14221,99.34
"[5, 61, 305, 240, 14281, 7200, 121]",305,240,14281,99.34
"[5, 61, 305, 240, 14341, 3645, 61]",305,240,14341,99.34
"[5, 61, 305, 240, 14401, 60, 1]",305,240,14401,99.34
"[5, 61, 305, 240, 14461, 10906, 181]",305,240,14461,99.34
"[5, 61, 305, 240, 14821, 3767, 61]",305,240,14821,99.34
"[5, 61, 305, 240, 15061, 3828, 61]",305,240,15061,99.34
"[5, 61, 305, 240, 15121, 63, 1]",305,240,15121,99.34
"[5, 61, 305, 240, 15241, 7684, 121]",305,240,15241,99.34
"[5, 61, 305, 240, 15361, 64, 1]",305,240,15361,99.34
"[5, 61, 305, 240, 15541, 3950, 61]",305,240,15541,99.34
"[5, 61, 305, 240, 15601, 65, 1]",305,240,15601,99.34
"[5, 61, 305, 240, 15661, 11811, 181]",305,240,15661,99.34
"[5, 61, 305, 240, 15901, 11992, 181]",305,240,15901,99.34
"[5, 61, 305, 240, 16141, 12173, 181]",305,240,16141,99.34
"[5, 61, 305, 240, 16381, 12354, 181]",305,240,16381,99.34
"[5, 61, 305, 240, 16561, 69, 1]",305,240,16561,99.34
"[5, 61, 305, 240, 16741, 4255, 61]",305,240,16741,99.34
