"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[31, 61, 1891, 1800, 61, 59, 1741]",1891,1800,61,99.89
"[31, 61, 1891, 1800, 181, 163, 1621]",1891,1800,181,99.89
"[31, 61, 1891, 1800, 241, 209, 1561]",1891,1800,241,99.89
"[31, 61, 1891, 1800, 421, 323, 1381]",1891,1800,421,99.89
"[31, 61, 1891, 1800, 541, 379, 1261]",1891,1800,541,99.89
"[31, 61, 1891, 1800, 601, 401, 1201]",1891,1800,601,99.89
"[31, 61, 1891, 1800, 661, 419, 1141]",1891,1800,661,99.89
"[31, 61, 1891, 1800, 1021, 443, 781]",1891,1800,1021,99.89
"[31, 61, 1891, 1800, 1201, 401, 601]",1891,1800,1201,99.89
"[31, 61, 1891, 1800, 1321, 353, 481]",1891,1800,1321,99.89
"[31, 61, 1891, 1800, 1381, 323, 421]",1891,1800,1381,99.89
"[31, 61, 1891, 1800, 1621, 163, 181]",1891,1800,1621,99.89
"[31, 61, 1891, 1800, 1741, 59, 61]",1891,1800,1741,99.89
"[31, 61, 1891, 1800, 1801, 1, 1]",1891,1800,1801,99.89
"[31, 61, 1891, 1800, 1861, 1800, 1741]",1891,1800,1861,99.89
"[31, 61, 1891, 1800, 2161, 1730, 1441]",1891,1800,2161,99.89
"[31, 61, 1891, 1800, 2221, 1704, 1381]",1891,1800,2221,99.89
"[31, 61, 1891, 1800, 2281, 1674, 1321]",1891,1800,2281,99.89
"[31, 61, 1891, 1800, 2341, 1640, 1261]",1891,1800,2341,99.89
"[31, 61, 1891, 1800, 2521, 1514, 1081]",1891,1800,2521,99.89
"[31, 61, 1891, 1800, 3001, 1002, 601]",1891,1800,3001,99.89
"[31, 61, 1891, 1800, 3061, 920, 541]",1891,1800,3061,99.89
"[31, 61, 1891, 1800, 3121, 834, 481]",1891,1800,3121,99.89
"[31, 61, 1891, 1800, 3181, 744, 421]",1891,1800,3181,99.89
"[31, 61, 1891, 1800, 3301, 552, 301]",1891,1800,3301,99.89
"[31, 61, 1891, 1800, 3361, 450, 241]",1891,1800,3361,99.89
"[31, 61, 1891, 1800, 3541, 120, 61]",1891,1800,3541,99.89
"[31, 61, 1891, 1800, 4021, 3085, 1381]",1891,1800,4021,99.89
"[31, 61, 1891, 1800, 4201, 2803, 1201]",1891,1800,4201,99.89
"[31, 61, 1891, 1800, 4261, 2701, 1141]",1891,1800,4261,99.89
"[31, 61, 1891, 1800, 4441, 2371, 961]",1891,1800,4441,99.89
"[31, 61, 1891, 1800, 4561, 2131, 841]",1891,1800,4561,99.89
"[31, 61, 1891, 1800, 4621, 2005, 781]",1891,1800,4621,99.89
"[31, 61, 1891, 1800, 4801, 1603, 601]",1891,1800,4801,99.89
"[31, 61, 1891, 1800, 4861, 1461, 541]",1891,1800,4861,99.89
"[31, 61, 1891, 1800, 5101, 853, 301]",1891,1800,5101,99.89
"[31, 61, 1891, 1800, 5281, 355, 121]",1891,1800,5281,99.89
"[31, 61, 1891, 1800, 5521, 5156, 1681]",1891,1800,5521,99.89
"[31, 61, 1891, 1800, 5581, 5026, 1621]",1891,1800,5581,99.89
"[31, 61, 1891, 1800, 5641, 4892, 1561]",1891,1800,5641,99.89
"[31, 61, 1891, 1800, 5701, 4754, 1501]",1891,1800,5701,99.89
"[31, 61, 1891, 1800, 5821, 4466, 1381]",1891,1800,5821,99.89
"[31, 61, 1891, 1800, 5881, 4316, 1321]",1891,1800,5881,99.89
"[31, 61, 1891, 1800, 6121, 3676, 1081]",1891,1800,6121,99.89
"[31, 61, 1891, 1800, 6301, 3154, 901]",1891,1800,6301,99.89
"[31, 61, 1891, 1800, 6361, 2972, 841]",1891,1800,6361,99.89
"[31, 61, 1891, 1800, 6421, 2786, 781]",1891,1800,6421,99.89
"[31, 61, 1891, 1800, 6481, 2596, 721]",1891,1800,6481,99.89
"[31, 61, 1891, 1800, 6661, 2002, 541]",1891,1800,6661,99.89
"[31, 61, 1891, 1800, 6781, 1586, 421]",1891,1800,6781,99.89
"[31, 61, 1891, 1800, 6841, 1372, 361]",1891,1800,6841,99.89
"[31, 61, 1891, 1800, 6961, 932, 241]",1891,1800,6961,99.89
"[31, 61, 1891, 1800, 7321, 6837, 1681]",1891,1800,7321,99.89
"[31, 61, 1891, 1800, 7561, 6053, 1441]",1891,1800,7561,99.89
"[31, 61, 1891, 1800, 7621, 5847, 1381]",1891,1800,7621,99.89
"[31, 61, 1891, 1800, 7681, 5637, 1321]",1891,1800,7681,99.89
"[31, 61, 1891, 1800, 7741, 5423, 1261]",1891,1800,7741,99.89
"[31, 61, 1891, 1800, 8101, 4055, 901]",1891,1800,8101,99.89
"[31, 61, 1891, 1800, 8161, 3813, 841]",1891,1800,8161,99.89
"[31, 61, 1891, 1800, 8221, 3567, 781]",1891,1800,8221,99.89
"[31, 61, 1891, 1800, 8461, 2543, 541]",1891,1800,8461,99.89
"[31, 61, 1891, 1800, 8521, 2277, 481]",1891,1800,8521,99.89
"[31, 61, 1891, 1800, 8581, 2007, 421]",1891,1800,8581,99.89
"[31, 61, 1891, 1800, 8641, 1733, 361]",1891,1800,8641,99.89
"[31, 61, 1891, 1800, 8761, 1173, 241]",1891,1800,8761,99.89
"[31, 61, 1891, 1800, 8821, 887, 181]",1891,1800,8821,99.89
"[31, 61, 1891, 1800, 8941, 303, 61]",1891,1800,8941,99.89
"[31, 61, 1891, 1800, 9001, 5, 1]",1891,1800,9001,99.89
"[31, 61, 1891, 1800, 9181, 8268, 1621]",1891,1800,9181,99.89
"[31, 61, 1891, 1800, 9241, 8014, 1561]",1891,1800,9241,99.89
"[31, 61, 1891, 1800, 9421, 7228, 1381]",1891,1800,9421,99.89
"[31, 61, 1891, 1800, 9601, 6406, 1201]",1891,1800,9601,99.89
"[31, 61, 1891, 1800, 9661, 6124, 1141]",1891,1800,9661,99.89
"[31, 61, 1891, 1800, 9721, 5838, 1081]",1891,1800,9721,99.89
"[31, 61, 1891, 1800, 9781, 5548, 1021]",1891,1800,9781,99.89
"[31, 61, 1891, 1800, 9901, 4956, 901]",1891,1800,9901,99.89
"[31, 61, 1891, 1800, 10141, 3724, 661]",1891,1800,10141,99.89
"[31, 61, 1891, 1800, 10321, 2758, 481]",1891,1800,10321,99.89
"[31, 61, 1891, 1800, 10501, 1756, 301]",1891,1800,10501,99.89
"[31, 61, 1891, 1800, 10861, 10505, 1741]",1891,1800,10861,99.89
"[31, 61, 1891, 1800, 11161, 8935, 1441]",1891,1800,11161,99.89
"[31, 61, 1891, 1800, 11701, 5857, 901]",1891,1800,11701,99.89
"[31, 61, 1891, 1800, 11821, 5129, 781]",1891,1800,11821,99.89
"[31, 61, 1891, 1800, 11941, 4385, 661]",1891,1800,11941,99.89
"[31, 61, 1891, 1800, 12241, 2455, 361]",1891,1800,12241,99.89
"[31, 61, 1891, 1800, 12301, 2057, 301]",1891,1800,12301,99.89
"[31, 61, 1891, 1800, 12421, 1249, 181]",1891,1800,12421,99.89
"[31, 61, 1891, 1800, 12541, 425, 61]",1891,1800,12541,99.89
"[31, 61, 1891, 1800, 12601, 7, 1]",1891,1800,12601,99.89
"[31, 61, 1891, 1800, 12721, 11880, 1681]",1891,1800,12721,99.89
"[31, 61, 1891, 1800, 12781, 11510, 1621]",1891,1800,12781,99.89
"[31, 61, 1891, 1800, 12841, 11136, 1561]",1891,1800,12841,99.89
"[31, 61, 1891, 1800, 13381, 7590, 1021]",1891,1800,13381,99.89
"[31, 61, 1891, 1800, 13441, 7176, 961]",1891,1800,13441,99.89
"[31, 61, 1891, 1800, 13681, 5480, 721]",1891,1800,13681,99.89
"[31, 61, 1891, 1800, 13921, 3720, 481]",1891,1800,13921,99.89
"[31, 61, 1891, 1800, 14221, 1430, 181]",1891,1800,14221,99.89
"[31, 61, 1891, 1800, 14281, 960, 121]",1891,1800,14281,99.89
"[31, 61, 1891, 1800, 14341, 486, 61]",1891,1800,14341,99.89
"[31, 61, 1891, 1800, 14401, 8, 1]",1891,1800,14401,99.89
"[31, 61, 1891, 1800, 14461, 13987, 1741]",1891,1800,14461,99.89
"[31, 61, 1891, 1800, 14821, 11371, 1381]",1891,1800,14821,99.89
"[31, 61, 1891, 1800, 15061, 9547, 1141]",1891,1800,15061,99.89
"[31, 61, 1891, 1800, 15121, 9081, 1081]",1891,1800,15121,99.89
"[31, 61, 1891, 1800, 15241, 8137, 961]",1891,1800,15241,99.89
"[31, 61, 1891, 1800, 15361, 7177, 841]",1891,1800,15361,99.89
"[31, 61, 1891, 1800, 15541, 5707, 661]",1891,1800,15541,99.89
"[31, 61, 1891, 1800, 15601, 5209, 601]",1891,1800,15601,99.89
"[31, 61, 1891, 1800, 15661, 4707, 541]",1891,1800,15661,99.89
"[31, 61, 1891, 1800, 15901, 2659, 301]",1891,1800,15901,99.89
"[31, 61, 1891, 1800, 16141, 547, 61]",1891,1800,16141,99.89
"[31, 61, 1891, 1800, 16381, 14752, 1621]",1891,1800,16381,99.89
"[31, 61, 1891, 1800, 16561, 13258, 1441]",1891,1800,16561,99.89
"[31, 61, 1891, 1800, 16741, 11728, 1261]",1891,1800,16741,99.89
"[31, 61, 1891, 1800, 16921, 10162, 1081]",1891,1800,16921,99.89
"[31, 61, 1891, 1800, 16981, 9632, 1021]",1891,1800,16981,99.89
"[31, 61, 1891, 1800, 17041, 9098, 961]",1891,1800,17041,99.89
"[31, 61, 1891, 1800, 17341, 6368, 661]",1891,1800,17341,99.89
"[31, 61, 1891, 1800, 17401, 5810, 601]",1891,1800,17401,99.89
"[31, 61, 1891, 1800, 17581, 4112, 421]",1891,1800,17581,99.89
"[31, 61, 1891, 1800, 17761, 2378, 241]",1891,1800,17761,99.89
"[31, 61, 1891, 1800, 17881, 1202, 121]",1891,1800,17881,99.89
"[31, 61, 1891, 1800, 18061, 17469, 1741]",1891,1800,18061,99.89
"[31, 61, 1891, 1800, 18121, 16923, 1681]",1891,1800,18121,99.89
"[31, 61, 1891, 1800, 18181, 16373, 1621]",1891,1800,18181,99.89
"[31, 61, 1891, 1800, 18301, 15261, 1501]",1891,1800,18301,99.89
"[31, 61, 1891, 1800, 18481, 13563, 1321]",1891,1800,18481,99.89
